"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"UNITED METHODIST OF KINGSTON","","","","36","Ground water","216 E PEARL ST
KINGSTON, WI 53949","","KINGSTON","Green Lake"
"UNITED PARCEL SERVICE","","","","82","Ground water","S2628 HWY 12
BARABOO, WI 53913","","BARABOO","Sauk"
"UNITED PARCEL SERVICE","","","","500","Ground water","12400 W BLUEMOUND ROAD
Elm Grove, WI 53122","","ELM GROVE","Waukesha"
"UNITED WI GRAIN PRODUCERS","","","","30","Ground water","W1231 TESSMANN DR
PO BOX 247
FRIESLAND, WI 53935","","FRIESLAND","Columbia"
"UNITY PARK","","","","25","Ground water","B3790 STATE HWY 13
SPENCER, WI 54479","","SPENCER","Marathon"
"UNIVERSITY LAKE SCHL ELEMENTARY SCHL","","","","325","Ground water","4024 NAGAWICKA ROAD
HARTLAND, WI 53029","","HARTLAND","Waukesha"
"UNIVERSITY LAKE SCHL UPPER SCHL","","","","145","Ground water","4024 NAGAWICKA RD
HARTLAND, WI 53029-9363","","HARTLAND","Waukesha"
"UNIVERSITY LAKE SCHOOL BRUMDER GYM","","","","180","Ground water","4024 NAGAWICKA RD
HARTLAND, WI 53029-9363","","HARTLAND","Waukesha"
"UNIVERSITY LAKE SCHOOL PAVILION","","","","100","Ground water","4024 NAGAWICKA RD
HARTLAND, WI 53029-9363","","HARTLAND","Waukesha"
"UNIVERSITY RIDGE CLUBHOUSE","","","","290","Ground water","333 EAST CAMPUS MALL-BOX 8104
MADISON, WI 53715","","VERONA","Dane"
"UNIVERSITY SCHOOL OF MILW LS MS 1","","","","700","Ground water","2100 W FAIRY CHASM RD
RIVER HILLS, WI 53217","","MILWAUKEE","Milwaukee"
"UNIVERSITY SCHOOL OF MILW US 2 NEW WELL","","","","400","Ground water","2100 W FAIRY CHASM RD
RIVER HILLS, WI 53217","","MILWAUKEE","Milwaukee"
"UNLIMITED CREATIONS","","","","40","Ground water","10310 HWY 70 W.
MINOCQUA, WI 54584","","MINOCQUA","Oneida"
"UP NORTH COTTAGES","","","","25","Ground water","39755 N CIRCLE AVE
ANTIOCH, IL 60002","","TOMAHAWK","Lincoln"
"UP NORTH RESORT","","","","25","Ground water","N14454 ISLAND VIEW RD
MINONG, WI 54859","","GORDON","Douglas"
"UP NORTH RESORT CAMPGROUNDS","","","","25","Ground water","N14454 ISLAND VIEW RD
MINONG, WI 54859","","GORDON","Douglas"
"UP THE STREET","","","","56","Ground water","418 W BLUFF ST
CASSVILLE, WI 53806","","GLEN HAVEN","Grant"
"UPI MANUFACTURING","","","","48","Ground water","S87W35670 GODFREY LN
EAGLE, WI 53119","","EAGLE","Waukesha"
"UPPER MIDWEST ENVIRONMENTAL SCIENCES CTR","","","","70","Ground water","2630 FANTA REED ROAD
LA CROSSE, WI 54603","","LA CROSSE","La Crosse"
"UPPER PIGEON CR LUTH CHURCH","","","","50","Ground water","N11244 SECTION 1 RD
HIXTON, WI 54635","","HIXTON","Jackson"
"UPPER ROOM FAMILY CHURCH HWY K","","","","25","Ground water","W10300 CTH K
PO BOX 429
ELCHO, WI 54428","","ELCHO","Langlade"
"URNES WHITETAIL BAR & GRILL","","","","25","Ground water","W1805 Cty Rd K
Durand, WI 54736","","DURAND","Buffalo"
"US ARMY CORP OF ENGINEERS","","","","44","Ground water","431 NORTH SHORE DR
PO BOX 397
FOUNTAIN CITY, WI 54629","","FOUNTAIN CITY","Buffalo"
"US BANK MEQUON","","","","115","Ground water","777 E WISCONSIN AVE SUITE 3175
MILWAUKEE, WI 53202","","MEQUON","Ozaukee"
"US COAST GUARD STATION","","","","32","Ground water","2501 CANAL RD
STURGEON BAY, WI 54235-9103","","STURGEON BAY","Door"
"US DAIRY FORAGE RESEARCH CENTER","","","","40","Ground water","333 EAST CAMPUS MALL-BOX 8104
MADISON, WI 53715","","PRAIRIE DU SAC","Sauk"
"USP HARTFORD LLC D/B/A PALLET USA","","","","77","Ground water","ATTN: BRUCE CHURCH
5840 HWY 60
HARTFORD, WI 53027","","HARTFORD","Washington"
"UTICA BAR","","","","65","Ground water","2167 CTH W,  RT 2
Cambridge, WI 53523","","CAMBRIDGE","Dane"
"UTICA GOLF CLUB","","","","50","Ground water","2330 Knott Rd
PO Box 2312
Oshkosh, WI 54903","","OSHKOSH","Winnebago"
"UTICA LUTHERAN CHURCH OF MT STERLING","","","","75","Ground water","778 HELGERSON ST
MT STERLING, WI 54645","","FERRYVILLE","Crawford"
"UW AGRICULTURAL RESEARCH STATION HDQTRS","","","","180","Ground water","333 EAST CAMPUS MALL-BOX 8104
MADISON, WI 53715","","ARLINGTON","Columbia"
"UW PHYSICAL SCIENCES LAB","","","","50","Ground water","333 EAST CAMPUS MALL-BOX 8104
MADISON, WI 53715","","STOUGHTON","Dane"
"UW PIONEER FARM-AG TECH CENTER","","","","36","Ground water","1 UNIVERSITY PLAZA
PLATTEVILLE, WI 53818","","PLATTEVILLE","Lafayette"
"UW PIONEER FARM-DAIRY BLDG","","","","41","Ground water","1 UNIVERSITY PLAZA
PLATTEVILLE, WI 53818","","PLATTEVILLE","Lafayette"
"UW PIONEER FARM-SWINE FACILITY","","","","30","Ground water","1 UNIVERSITY PLAZA
PLATTEVILLE, WI 53818","","PLATTEVILLE","Lafayette"
"UW PLATTEVILLE LIVING & LEARNING CENTER","","","","25","Ground water","1 UNIVERSITY PLAZA
PLATTEVILLE, WI 53818","","PLATTEVILLE","Lafayette"
"UW STEVENS PT TREEHAVEN FIELD STATION","","","","115","Ground water","2540 PICKEREL CREEK RD
Tomahawk, WI 54487","","TOMAHAWK","Lincoln"
"UW TROUT LAKE RESEARCH STATION - MAIN WELL","","","","40","Ground water","3110 TROUT LK STATION DR
BOULDER JUNCTION, WI 54512","","BOULDER JUNCTION","Vilas"
"UW WANDEROOS","","","","25","Ground water","1890 45TH AVE
OSCEOLA, WI 54020","","AMERY","Polk"
"UW WEST MADISON AG RESEARCH STATION","","","","34","Ground water","333 EAST CAMPUS MALL-BOX 8104
MADISON, WI 53715","","VERONA","Dane"
"V & M BAR","","","","50","Ground water","2801 22ND STREET
RICE LAKE, WI 54868","","RICE LAKE","Barron"
"V & M CAMPGROUND","","","","50","Ground water","2801 22ND STREET
RICE LAKE, WI 54868","","RICE LAKE","Barron"
"V F W POST 6003","","","","30","Ground water","PO BOX 146
Oxford, WI 53952-0146","","OXFORD","Marquette"
"VALDERS WATERWORKS","","","","958","Ground water","207 S LIBERTY ST
PO BOX 459
VALDERS, WI 54245","","VALDERS","Manitowoc"
"VALERO RENEWABLES - NEW OFFICE","","","","60","Ground water","1 VALERO WAY
SAN ANTONIO, TX 78249","","JOHNSON CREEK","Jefferson"
"VALERO RENEWABLES-OLD PLANT","","","","50","Ground water","1 VALERO WAY
SAN ANTONIO, TX 78249","","JOHNSON CREEK","Jefferson"
"VALHALLA VIEW PUB & GRUB","","","","25","Ground water","26490 FREEDOM VALLEY DR
Washburn, WI 54891","","WASHBURN","Bayfield"
"VALLEY BAR","","","","31","Ground water","7916 COUNTY ROAD U
PO BOX 131
BEETOWN, WI 53802","","BEETOWN","Grant"
"VALLEY BAR INC - DBA THE VALLEY BAR & GRILL","","","","50","Ground water","W11498 564TH AVE
PRESCOTT, WI 54021","","PRESCOTT","Pierce"
"VALLEY GOLF CLUB","","","","100","Ground water","317 5TH CIRCLE SW
BLOOMING PRAIRIE, MN 55917","","MONDOVI","Buffalo"
"VALLEY GREEN GOLF COURSE","","","","25","Ground water","W127 S9801 NORTH CAPE RD
Muskego, WI 53150","","HALES CORNERS","Waukesha"
"VALLEY INN TAVERN","","","","25","Ground water","18904 HWY 32
PO BOX 334
TOWNSEND, WI 54175","","TOWNSEND TN","Oconto"
"VALLEY PASTURE FARM LLC","","","","52","Ground water","E8024 CTY RD E NORTH
ELK MOUND, WI 54739","","ELK MOUND","Dunn"
"VALLEY TAVERN SUPPER CLUB","","","","100","Ground water","STACY PECHA
14515 HWY 40
BLOOMER, WI 54724","","BLOOMER","Chippewa"
"VALLEY VIEW PARK","","","","25","Ground water","3805 S CASPER DR
New Berlin, WI 53151","","NEW BERLIN","Waukesha"
"VALLEY VIEW RECREATION CLUB","","","","50","Ground water","N3080 E ROCKDALE RD
PO BOX 605
CAMBRIDGE, WI 53523","","CAMBRIDGE","Jefferson"
"VALTON FRIENDS CHURCH","","","","52","Ground water","S1939 LANDSINGER ROAD
WONEWOC, WI 53968-9801","","WONEWOC","Sauk"
"VALTON WESLEYAN CHURCH","","","","56","Ground water","E896 PAINTED FOREST DR
WONEWOC, WI 53968","","WONEWOC","Sauk"
"VAN HORN LLC CORPORATE OFFICE","","","","50","Ground water","W5073 COUNTY RD O
Plymouth, WI 53073","","PLYMOUTH","Sheboygan"
"VAN HORN NISSAN AND VOLKSWAGEN","","","","59","Ground water","CHUCK VAN HORN
W5073 COUNTY ROAD O
PLYMOUTH, WI 53073","","SHEBOYGAN","Sheboygan"
"VAN RIPER PARK","","","","25","Ground water","515 Quincy Street
Onalaska, WI 54650","","ONALASKA","La Crosse"
"VAN-GOGH HOMES LLC","","","","46","Ground water","VAN-GOGH HOMES LLC
N2451 ULLOM RD
MONROE, WI 53566","","MONROE","Green"
"VANDYS LAKESIDE PUB INC","","","","77","Ground water","N2811 Park Rd
PO BOX 91
Markesan, WI 53946-9308","","MARKESAN","Green Lake"
"VANG LUTHERAN CHURCH","","","","30","Ground water","500 S Main St
Westby, WI 54667","","WESTBY","Vernon"
"VANS RED NECK SALOON","","","","25","Ground water","N3770 2ND AVE
OXFORD, WI 53952","","BROOKS","Adams"
"VEGAS GENTLEMANS CLUB","","","","155","Ground water","W9031 HWY 11-14
DARIEN, WI 53114","","DARIEN","Walworth"
"VELO CAFE","","","","25","Ground water","15535 EAGLE KNOB RD
CABLE, WI 54821","","CABLE","Bayfield"
"VENTURE INN","","","","50","Ground water","436 S WRIGHT ST
DELAVAN, WI 53115","","BURLINGTON","Racine"
"VEOLIA ES SOLID WASTE MIDWEST","","","","95","Ground water","PO BOX 456
MUSKEGO, WI 53150","","MUSKEGO","Waukesha"
"VERITAS STEEL 1","","","","89","Ground water","ATTN:  RANDY SATHRE
3526 W SHERMAN ST
WAUSAU, WI 54401","","WAUSAU","Marathon"
"VERITAS STEEL 2","","","","89","Ground water","ATTN:  RANDY SATHRE
3526 W SHERMAN ST
WAUSAU, WI 54401","","WAUSAU","Marathon"
"VERMONT LUTHERAN CHURCH","","","","75","Ground water","9886 VERMONT CHURCH RD
Black Earth, WI 53515","","BLACK EARTH","Dane"
"VERNON CO 4 JERSEY VALLEY PK","","","","25","Ground water","220 AIRPORT RD
Viroqua, WI 54665","","WESTBY","Vernon"
"VERNON CO 5 RENTZ MEMORIAL PK - ESOFEA","","","","30","Ground water","220 AIRPORT RD
Viroqua, WI 54665","","VIROQUA","Vernon"
"VERNON CO BATTLE ISLAND CONCESSION STAND","","","","25","Ground water","220 AIRPORT ROAD
Viroqua, WI 54665","","DE SOTO","Vernon"
"VERNON CO SIDIE HOLLOW PK OFFICE LWR CPGD","","","","25","Ground water","220 AIRPORT RD
Viroqua, WI 54665","","VIROQUA","Vernon"
"VERNON CO SIDIE HOLLOW PK-BOAT LNDG","","","","25","Ground water","220 AIRPORT ROAD
Viroqua, WI 54665","","VIROQUA","Vernon"
"VERNON CO SIDIE HOLLOW PK-UPPER CMPGRD","","","","25","Ground water","220 AIRPORT RD
Viroqua, WI 54665","","VIROQUA","Vernon"
"VERNON EVANGELICAL LUTHERAN CHURCH","","","","302","Ground water","S90 W27550 NATIONAL AVE
MUKWONAGO, WI 53149","","MUKWONAGO","Waukesha"
"VERNON PRESBYTERIAN CHURCH","","","","364","Ground water","S71W23280 NATIONAL AVE
BIG BEND, WI 53103","","BIG BEND","Waukesha"
"VERNON TOWN HALL","","","","30","Ground water","W249 S8910 CENTER DR
BIG BEND, WI 53103","","BIG BEND","Waukesha"
"VERONA TOWN HALL","","","","65","Ground water","JOHN WRIGHT - CLERK/TREAS
7669 COUNTY ROAD PD
VERONA, WI 53593","","VERONA","Dane"
"VERONA WATERWORKS","","","","10,619","Ground water","410 INVESTMENT CT
VERONA, WI 53593-8749","","VERONA","Dane"
"VESPER WATERWORKS","","","","572","Ground water","PO BOX 127
VESPER, WI 54489","","VESPER","Wood"
"VESTICA HEALTHCARE","","","","64","Ground water","10201 N PORT WASHINGTON RD
MEQUON, WI 53092","","MEQUON","Ozaukee"
"VETERANS MEMORIAL FIELD","","","","30","Ground water","245 E 10th St
Buffalo City, WI 54622","","BUFFALO CITY","Buffalo"
"VETERANS MEMORIAL FIELD","","","","25","Ground water","174 S EYDER AVE
PHILLIPS, WI 54555","","PHILLIPS","Price"
"VETERANS MEMORIAL PARK","","","","100","Ground water","CO COURTHOUSE, 200 E MADISON
Crandon, WI 54520","","CRANDON","Forest"
"VETERANS MEMORIAL PARK 3 CAMPGROUND","","","","250","Ground water","1633 NEVA RD
Antigo, WI 54409-0460","","DEERBROOK","Langlade"
"VETERANS MEMORIAL PARK CAMPER FILL STATION","","","","250","Ground water","1633 NEVA RD
Antigo, WI 54409-0460","","DEERBROOK","Langlade"
"VETERANS MEMORIAL PARK HIGH LAKE CMPGD","","","","250","Ground water","1633 NEVA RD
Antigo, WI 54409-0460","","DEERBROOK","Langlade"
"VETERANS MEMORIAL PARK SHOWER BLDG","","","","250","Ground water","1633 NEVA RD
Antigo, WI 54409-0460","","DEERBROOK","Langlade"
"VETERANS MEMORIAL PARK-CMPGD","","","","25","Ground water","CO COURTHOUSE, 200 E MADISON
Crandon, WI 54520","","CRANDON","Forest"
"VETERANS PEACE MEMORIAL WAYSIDE","","","","25","Ground water","10 4TH AVE
PO BOX 639
SHELL LAKE, WI 54871","","SPOONER","Washburn"
"VETESNIK POWER SPORTS","","","","74","Ground water","27475 HWY 14 E
RICHLAND CENTER, WI 53581","","RICHLAND CENTER","Richland"
"VFW POST 10568","","","","30","Ground water","N8593 CO HWY M
SPRINGBROOK, WI 54875","","SPRINGBROOK","Washburn"
"VFW POST 2306","","","","135","Ground water","2711 AFTON RD
Beloit, WI 53511","","BELOIT","Rock"
"VFW POST 3434","","","","30","Ground water","E4841 SHORT RD
LOGANVILLE, WI 53943","","HILLPOINT","Sauk"
"VFW POST 3709 -BEAUDOIN-KOEHLER-DRAEGER","","","","130","Ground water","N8775 HIGH RD
Watertown, WI 53094","","WATERTOWN","Jefferson"
"VFW POST 8329","","","","25","Ground water","2026 ISLAND LAKE RD
BARNES, WI 55482","","BARNES","Bayfield"
"VFW POST 8483","","","","158","Ground water","5737 CTH CV
Madison, WI 53704","","MADISON","Dane"
"VICTORY CH","","","","25","Ground water","E3443 APPLE TREE LN
WAUPACA, WI 54981","","WAUPACA","Waupaca"
"VICTORY CHRISTIAN CHURCH","","","","25","Ground water","3122 STATE HWY 73
Wisconsin Rapids, WI 54494-4636","","WISCONSIN RAPIDS","Wood"
"VIETHS BAR","","","","25","Ground water","W8687 560TH AVE
ELLSWORTH, WI 54011","","HAGER CITY","Pierce"
"VIEW THE","","","","100","Ground water","17779 CTH X
CHIPPEWA FALLS, WI 54729","","CHIPPEWA FALLS","Chippewa"
"VIEWPOINT LODGE","","","","25","Ground water","16640 S FLOWAGE RD
GORDON, WI 54838","","GORDON","Douglas"
"VIKING BOW & GUN CLUB","","","","25","Ground water","13431 Rusch Road
Valders, WI 54245","","VALDERS","Manitowoc"
"VIKING BOWL","","","","25","Ground water","706 SLETTEN ST
COLFAX, WI 54730","","COLFAX","Dunn"
"VIKING RESTR","","","","85","Ground water","12029 STH 42
PO BOX 189
Ellison Bay, WI 54210","","ELLISON BAY","Door"
"VIKING SUPPER CLUB","","","","110","Ground water","6661 BRECKLIN LOOP
Larsen, WI 54947-9620","","WINCHESTER","Winnebago"
"VIKING VILLAGE CMPGD & RESORT -NORTH","","","","315","Ground water","1648 CTH N
Stoughton, WI 53589","","STOUGHTON","Dane"
"VIKING VILLAGE MTL","","","","27","Ground water","706 HEMLOCK DR
WASHINGTON ISLAND, WI 54246","","WASH ISLAND","Door"
"VILAS CO HISTORICAL MUSEUM","","","","25","Ground water","217 S MAIN
PO BOX 217
SAYNER, WI 54560","","SAYNER","Vilas"
"VILLA DIANN MHP","","","","420","Ground water","C/O HOWARD HUANG
2443 FILLMORE ST  #380-1992
SAN FRANCISCO, CA 94115","","EAU CLAIRE","Eau Claire"
"VILLA LORETTO NURSING HOME","","","","75","Ground water","N8114 CTH WW
MOUNT CALVARY, WI 53057","","MOUNT CALVARY","Fond du Lac"
"VILLAGE ACRES MOBILE HOME CT LLC","","","","32","Ground water","ATTN:  KEATON SCHULTZ
1141 MAIN ST
STEVENS POINT, WI 54481","","UNITY","Clark"
"VILLAGE BAR","","","","129","Ground water","PO BOX 303
KIELER, WI 53812","","CUBA CITY","Grant"
"VILLAGE BP","","","","452","Ground water","350 W GREEN TREE RD
MILWAUKEE, WI 53217-3815","","THIENSVILLE","Ozaukee"
"VILLAGE CAFE","","","","25","Ground water","7168 STH 42
Egg Harbor, WI 54209","","EGG HARBOR","Door"
"VILLAGE CENTER - SOUTH MIDDLE","","","","52","Ground water","235 N MAIN ST
THIENSVILLE, WI 53092","","THIENSVILLE","Ozaukee"
"VILLAGE CENTER SOUTH","","","","78","Ground water","8211 N 46TH STREET
BROWN DEER, WI 53223","","THIENSVILLE","Ozaukee"
"VILLAGE COURT LLC","","","","400","Ground water","100 MAPLE PARK BLVD
SUITE 104
ST CLAIR SHORES, MI 48081","","ELM GROVE","Waukesha"
"VILLAGE GLEN APTS","","","","30","Ground water","12202 N RIDGE RD
MEQUON, WI 53092-1027","","THIENSVILLE","Ozaukee"
"VILLAGE GREEN CONDOMINIUMS 10206 & 10218","","","","41","Ground water","10218 N PORT WASHINGTON RD
MEQUON, WI 53092","","MEQUON","Ozaukee"
"VILLAGE GREEN LODGE","","","","54","Ground water","UNKNOWN
PO BOX 21
Ephraim, WI 54211-0021","","EPHRAIM","Door"
"VILLAGE HEARTH THE","","","","100","Ground water","11040 Main St
Hewitt, WI 54441","","HEWITT","Wood"
"VILLAGE HEIGHTS","","","","130","Ground water","117 N ORCHARD STREET
THIENSVILLE, WI 53092-1508","","THIENSVILLE","Ozaukee"
"VILLAGE INN","","","","70","Ground water","104 E 2ND ST
WESTFIELD, WI 53964","","WESTFIELD","Marquette"
"VILLAGE KITCHEN RESTR","","","","25","Ground water","101 OLD ORCHARD AVE
CASCO, WI 54205","","CASCO","Kewaunee"
"VILLAGE LANTERN RESTR","","","","50","Ground water","210 S WARRINGTON AVE
CECIL, WI 54111","","CECIL","Shawano"
"VILLAGE MARKET","","","","30","Ground water","PO BOX 10
MANITOWISH WATERS, WI 54545","","MANITOWISH WTRS","Vilas"
"VILLAGE OF MAINE TOWN HALL","","","","25","Ground water","6111 N 44TH AVE
Wausau, WI 54401","","WAUSAU","Marathon"
"VILLAGE PANTRY LLC","","","","25","Ground water","19926 USH 10
REEDSVILLE, WI 54230","","REEDSVILLE","Manitowoc"
"VILLAGE PLAZA","","","","565","Ground water","4015 80TH ST
KENOSHA, WI 53142","","PADDOCK LAKE","Kenosha"
"VILLAGE PLAZA APTS","","","","28","Ground water","ATTENTION: LYNN NICKEL
4801 TRADEWINDS PARKWAY
MADISON, WI 53718","","PADDOCK LAKE","Kenosha"
"VILLAGE PUMP","","","","80","Ground water","24657 STATE HWY 58
RICHLAND CENTER, WI 53581","","RICHLAND CENTER","Richland"
"VILLAGE PUMP","","","","25","Ground water","11575 S. BUS HWY 53
SOLON SPRINGS, WI 54873","","SOLON SPRINGS","Douglas"
"VILLAGE RESTAURANT","","","","25","Ground water","11372 E COUNTY ROAD B
LAKE NEBAGAMON, WI 54849","","LAKE NEBAGAMON","Douglas"
"VILLAGE SUPPER CLUB","","","","200","Ground water","1725 South Shore Drive
Delavan, WI 53115-9804","","DELAVAN","Walworth"
"VILLAGE TAP","","","","27","Ground water","P O BOX 399
1495 MILL STREET
LYONS, WI 53148","","LYONS","Walworth"
"VILLAGE VIEW PUP","","","","75","Ground water","350 E MAIN STREET
TWIN LAKES, WI 53181","","TWIN LAKES","Kenosha"
"VILLAGGIOS-OLD SITE","","","","90","Ground water","7168 STH 42
Egg Harbor, WI 54209","","FISH CREEK","Door"
"VINCHIS HILLSIDE INN","","","","85","Ground water","8064 CTH N
SAYNER, WI 54560","","SAYNER","Vilas"
"VINES & RUSHES WINERY","","","","25","Ground water","476 COUNTY RD E
RIPON, WI 54971","","RIPON","Winnebago"
"VINEYARD COMMUNITY CHURCH","","","","162","Ground water","1597 HIGHWAY V
P O BOX 63
GRAFTON, WI 53024-9401","","GRAFTON","Ozaukee"
"VINLAND STILL & GRILL","","","","25","Ground water","6392 CTH A
NEENAH, WI 54956","","NEENAH","Winnebago"
"VINNYS SPORTS BAR & GRILL","","","","30","Ground water","1847 CTY RD T
NEW RICHMOND, WI 54017","","NEW RICHMOND","St. Croix"
"VINO CAPPUCCINO ARTISAN BISTRO","","","","30","Ground water","211 CEDAR STREET
COLFAX, WI 54730","","ELK MOUND","Dunn"
"VINO IN THE VALLEY","","","","75","Ground water","W3826 450TH AVE.
MAIDEN ROCK, WI 54750","","MAIDEN ROCK","Pierce"
"VINO OVER THE VALLEY DBA LARRYS LOOKOUT","","","","30","Ground water","W3826 450TH AVE.
MAIDEN ROCK, WI 54750","","ARCADIA","Buffalo"
"VINTAGE ESTATES","","","","130","Ground water","204 W MILLER DRIVE
MEQUON, WI 53092","","MEQUON","Ozaukee"
"VINTAGE HOUSE INC THE","","","","50","Ground water","10150 US HWY 10
Marshfield, WI 54449","","MARSHFIELD","Wood"
"VINTAGE ON THE PONDS","","","","60","Ground water","N4901 DAM RD
Delavan, WI 53115","","DELAVAN","Walworth"
"VIOLA WATERWORKS","","","","667","Ground water","P O Box 38
Viola, WI 54664","","VIOLA","Vernon"
"VIRGIN TIMBER RESORT - CABINS","","","","25","Ground water","10820 N. MOOSE LAKE ROAD
HAYWARD, WI 54843","","HAYWARD","Sawyer"
"VIRGIN TIMBER RESORT - TAVERN","","","","25","Ground water","10820 N. MOOSE LAKE ROAD
HAYWARD, WI 54843","","HAYWARD","Sawyer"
"VIRMOND PARK","","","","200","Ground water","121 W MAIN STREET
PORT WASHINGTON, WI 53074","","MEQUON","Ozaukee"
"VIROQUA WATERWORKS","","","","4,362","Ground water","CHERYL PURVIS, UTILITY CLERK
CITY HALL 202 N MAIN ST
Viroqua, WI 54665","","VIROQUA","Vernon"
"VISION QUEST ENTERTAINMENT COMPLEX","","","","100","Ground water","N4439 440TH ST
Menomonie, WI 54751","","MENOMONIE","Dunn"
"VISTA ROYALLE CMPGD","","","","25","Ground water","8025 ISHERWOOD RD
BANCROFT, WI 54921","","BANCROFT","Portage"
"VITTLES AND VINE","","","","44","Ground water","PO BOX 375
GENESEE DEPOT, WI 53127","","GENESEE DEPOT","Waukesha"
"VOIGTS LAKESIDE ESTATES","","","","54","Ground water","5637 KENNY DRIVE
West Bend, WI 53095-9211","","HARTFORD","Washington"
"VON LOPPYS","","","","177","Ground water","116 1/2 S 1ST ST
WATERTOWN, WI 53094","","IXONIA","Jefferson"
"VOYAGER CAMPGROUND","","","","25","Ground water","28820 W. YELLOW RIVER RD.
DANBURY, WI 54830","","WEBSTER","Burnett"
"VOYAGER VILLAGE CADOTT EAST","","","","25","Ground water","28851 Kilkare Rd
Danbury, WI 54830","","DANBURY","Burnett"
"VOYAGER VILLAGE CADOTT WEST","","","","50","Ground water","28851 Kilkare Rd
Danbury, WI 54830","","DANBURY","Burnett"
"VOYAGER VILLAGE CLUBHOSUE","","","","100","Ground water","28851 Kilkare Rd
Danbury, WI 54830","","DANBURY","Burnett"
"VOYAGER VILLAGE COMMUNITY CENTER","","","","25","Ground water","28851 Kilkare Rd
Danbury, WI 54830","","WEBSTER","Burnett"
"VOYAGER VILLAGE GENERAL MAINTENANCE","","","","25","Ground water","28851 Kilkare Rd
Danbury, WI 54830","","DANBURY","Burnett"
"VOYAGER VILLAGE GOLF MAINTENANCE","","","","30","Ground water","28851 Kilkare Rd
Danbury, WI 54830","","DANBURY","Burnett"
"VOYAGER VILLAGE KILKARE LODGE","","","","30","Ground water","28851 Kilkare Rd
Danbury, WI 54830","","DANBURY","Burnett"
"VOYAGER VILLAGE LITTLE BEAR LANDING","","","","50","Ground water","28851 Kilkare Rd
Danbury, WI 54830","","DANBURY","Burnett"
"VPP GROUP LLC","","","","150","Ground water","PO BOX 227
Hwy 71 East
Norwalk, WI 54648","","NORWALK","Monroe"
"W I R  DRAG STRIP","","","","110","Ground water","W1460 CTH KK
Kaukauna, WI 54130-8412","","KAUKAUNA","Outagamie"
"W I R  STOCK CAR","","","","110","Ground water","W1460 CTH KK
Kaukauna, WI 54130-8412","","KAUKAUNA","Outagamie"
