"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"LOW DOWN SALOON","","","","70","Ground water","1052 20th Street
Elk Mound, WI 54739","","ELK MOUND","Chippewa"
"LOWE MANUFACTURING","","","","33","Ground water","18903 HIGH POINT RD
VIOLA, WI 54664","","VIOLA","Richland"
"LOWELL WATERWORKS","","","","337","Ground water","105 N RIVER ST
PO BOX 397
LOWELL, WI 53557","","LOWELL","Dodge"
"LOWER COON VALLEY LUTHERAN CHURCH","","","","50","Ground water","S1739 N STODDARD ROAD
STODDARD, WI 54958","","STODDARD","Vernon"
"LOWER DELLS ESTATES","","","","75","Ground water","UNKNOWN
PO BOX 430
LAKE DELTON, WI 53940-0430","","LAKE DELTON","Sauk"
"LOYAL ORDER OF MOOSE LODGE 1408","","","","90","Ground water","3603 Curvue Rd
Eau Claire, WI 54703-9205","","EAU CLAIRE","Eau Claire"
"LOYAL WATERWORKS","","","","1,308","Ground water","301 N Main St
P O Box 9
Loyal, WI 54446","","LOYAL","Clark"
"LTS TAMARACK TAP","","","","25","Ground water","7111 N BLUEBIRD ROAD
LAKE TOMAHAWK, WI 54539","","MCNAUGHTON","Oneida"
"LUCIUS WOODS MAIN WELL","","","","25","Ground water","JON HARRIS-DEPT HEAD
P.O. BOX 211
SOLON SPRINGS, WI 54873","","SOLON SPRINGS","Douglas"
"LUCK C STORE","","","","25","Ground water","PO BOX 250
DURAND, WI 54736","","LUCK","Polk"
"LUCK GOLF COURSE","","","","75","Ground water","401 MAIN ST
City Hall
Luck, WI 54853","","LUCK","Polk"
"LUCK GOLF COURSE SHOP","","","","85","Ground water","401 MAIN ST
City Hall
Luck, WI 54853","","LUCK","Polk"
"LUCK WATERWORKS","","","","1,150","Ground water","401 MAIN ST.,  BOX 351
Luck, WI 54853","","LUCK","Polk"
"LUCKY 13 SALOON","","","","50","Ground water","3299 HWY 13
WISCONSIN DELLS, WI 53965","","WISCONSIN DELLS","Adams"
"LUCKYS BAR & GRILLE ON THE LAKE","","","","606","Ground water","W11579 CTY ROAD V, APT. #1
LODI, WI 53555","","LODI","Columbia"
"LUCKYS BRIDGE MOTEL","","","","34","Ground water","W11579 CTY ROAD V, APT. #1
LODI, WI 53555","","LODI","Columbia"
"LUCKYS EASTSIDE PUB","","","","50","Ground water","1803 EAST WAUSAU AVE
WAUSAU, WI 54403","","WAUSAU","Marathon"
"LUCYS GRILL","","","","50","Ground water","1054 S DIXIE CT
ADAMS, WI 53910","","DELLWOOD","Adams"
"LUCYS HIDEAWAY","","","","70","Ground water","5847 E COUNTY TRK N
MILTON, WI 53563","","MILTON","Rock"
"LUDWELL ESTATES","","","","100","Ground water","5614 STATE ROAD 11
BOX 0
ELKHORN, WI 53121","","ELKHORN","Walworth"
"LUEDTKES MOBILE HOME PARK","","","","50","Ground water","9911 N RANGER STATION RD
LOT #1
Hayward, WI 54843-2602","","HAYWARD","Sawyer"
"LUERS GROCERY","","","","25","Ground water","N1959 Hwy 85
Eau Claire, WI 54701","","EAU CLAIRE","Dunn"
"LUETH LANDING II","","","","25","Ground water","N10320 E HORSESHOE RD
TOMAHAWK, WI 54487","","TOMAHAWK","Lincoln"
"LUIGI PIZZA PALACE II","","","","110","Ground water","1326 W FRONTIER
LITTLE SUAMICO, WI 54141","","LITTLE SUAMICO TN","Oconto"
"LUIS PIZZA","","","","63","Ground water","7530 288TH AVE
SALEM, WI 53168","","LAKE GENEVA","Walworth"
"LUISAS PIZZA & RESTAURANT","","","","53","Ground water","6806-317th Ave
Salem, WI 53168","","WHEATLAND","Kenosha"
"LULL ABI INN","","","","40","Ground water","7928 STH 42
EGG HARBOR, WI 54209","","EGG HARBOR","Door"
"LUMBER INN","","","","307","Ground water","617 WELLS STREET
DELAFIELD, WI 53018","","DELAFIELD","Waukesha"
"LUMBERJACK SALOON & EATERY","","","","25","Ground water","39575 COUNTY ROAD H
DANBURY, WI 54830","","DANBURY","Burnett"
"LUMBERYARD SPORTS BAR & GRILL","","","","25","Ground water","815 W NORTH ST
BONDUEL, WI 54107","","BONDUEL","Shawano"
"LUND MISSION COVENANT CHURCH","","","","30","Ground water","W10899 Cty Rd CC
Stockholm, WI 54769","","STOCKHOLM","Pepin"
"LURE THE","","","","25","Ground water","1735 ARCHER LN
NEKOOSA, WI 54457","","NEKOOSA","Adams"
"LURED IN LODGE","","","","25","Ground water","1211 POTATO LAKE RD
CHETEK, WI 54728","","CHETEK","Rusk"
"LUTHER MANOR RIVER OAKS","","","","28","Ground water","LUTHER MANOR SENIOR LIVING
4545 N 92ND ST
WAUWATOSA, WI 53225","","MEQUON","Ozaukee"
"LUTHER MEMORIAL LUTHERAN CHURCH","","","","40","Ground water","PO BOX 39
GLEASON, WI 54435","","GLEASON","Lincoln"
"LUTHER PARK BIBLE CAMP & COVENANT CENTER","","","","25","Ground water","944  24  1/4TH STREET
CHETEK, WI 54728","","CHETEK","Barron"
"LUTHER PARK BIBLE CAMP BACKUP WELL","","","","25","Ground water","30376 LAKES DRIVE
Danbury, WI 54830-9508","","DANBURY","Burnett"
"LUTHER PARK BIBLE CAMP CAMPGROUND","","","","25","Ground water","30376 LAKES DRIVE
Danbury, WI 54830-9508","","DANBURY","Burnett"
"LUTHER PARK BIBLE CAMP DINING HALL & CABINS","","","","200","Ground water","944  24  1/4TH STREET
CHETEK, WI 54728","","CHETEK","Barron"
"LUTHER PARK BIBLE CAMP MAIN WELL","","","","49","Ground water","30376 LAKES DRIVE
Danbury, WI 54830-9508","","DANBURY","Burnett"
"LUTHER PARK BIBLE CAMP POOL & CABINS","","","","60","Ground water","944  24  1/4TH STREET
CHETEK, WI 54728","","CHETEK","Barron"
"LUTHER PARK BIBLE CAMP SHALOM & WELCOME CENTER","","","","25","Ground water","944  24  1/4TH STREET
CHETEK, WI 54728","","CHETEK","Barron"
"LUTHER PARK RETREAT CENTER","","","","25","Ground water","30376 LAKES DRIVE
Danbury, WI 54830-9508","","DANBURY","Burnett"
"LUTHER POINT BIBLE CAMP - COMMUNITY CENTER","","","","125","Ground water","11525 Luther Point Road
Grantsburg, WI 54840-9801","","GRANTSBURG","Burnett"
"LUTHER POINT BIBLE CAMP - LODGE","","","","30","Ground water","11525 Luther Point Road
Grantsburg, WI 54840-9801","","GRANTSBURG","Burnett"
"LUTHER POINT BIBLE CAMP - RETREAT","","","","60","Ground water","11525 Luther Point Road
Grantsburg, WI 54840-9801","","GRANTSBURG","Burnett"
"LUTHER POINT BIBLE CAMP-LOKTU CENTER","","","","175","Ground water","11525 Luther Point Road
Grantsburg, WI 54840-9801","","GRANTSBURG","Burnett"
"LUTHER VALLEY CHURCH","","","","401","Ground water","7107 S LUTHER VALLEY RD
Beloit, WI 53511","","BELOIT","Rock"
"LUTHERAN CHAPEL OF THE CROSS","","","","100","Ground water","1426 N FRANCHER RD
RACINE, WI 53406","","RACINE","Racine"
"LUTHERDALE BIBLE CAMP DINING LODGE","","","","187","Ground water","N7891 US HWY 12
ELKHORN, WI 53121","","ELKHORN","Walworth"
"LUTHERDALE BIBLE CAMP MAIN OFFICE","","","","187","Ground water","N7891 US HWY 12
ELKHORN, WI 53121","","ELKHORN","Walworth"
"LUTHERDALE BIBLE CAMP RETREAT CENTER","","","","187","Ground water","N7891 US HWY 12
ELKHORN, WI 53121","","ELKHORN","Walworth"
"LUXEMBURG CASCO MIDDLE SCHOOL","","","","400","Ground water","318 N MAIN ST
PO BOX 70
LUXEMBURG, WI 54217-0070","","CASCO","Kewaunee"
"LUXEMBURG WATERWORKS","","","","2,591","Ground water","CLERK
206 MAPLE ST
LUXEMBURG, WI 54217","","LUXEMBURG","Kewaunee"
"LYGHTHOUSE LLC","","","","47","Ground water","1976 OLD LANCASTER RD
PLATTEVILLE, WI 53818","","PLATTEVILLE","Grant"
"LYNCH TRUCK CENTER","","","","50","Ground water","29000 SHARON LANE
WATERFORD, WI 53185","","WATERFORD","Racine"
"LYNDAS WOLF DEN","","","","25","Ground water","2410 BROOKS RD
MOSINEE, WI 54455","","MOSINEE","Marathon"
"LYNDON STATION WATERWORKS","","","","474","Ground water","PO BOX 174
137 W Prospect
Lyndon Station, WI 53944-0156","","LYNDON STATION","Juneau"
"LYNN ANNS CMPGD 1 OFFICE","","","","25","Ground water","1597 S SHORE DR
SAINT GERMAIN, WI 54558","","SAINT GERMAIN","Vilas"
"LYNN ANNS CMPGD 2 PUMPHOUSE","","","","30","Ground water","1597 S SHORE DR
SAINT GERMAIN, WI 54558","","SAINT GERMAIN","Vilas"
"LYNN ANNS CMPGD 4 TOP OF THE HILL","","","","70","Ground water","1597 S SHORE DR
SAINT GERMAIN, WI 54558","","SAINT GERMAIN","Vilas"
"LYNN ANNS CMPGD 6 FAR CIRCLE","","","","60","Ground water","1597 S SHORE DR
SAINT GERMAIN, WI 54558","","SAINT GERMAIN","Vilas"
"LYNN DAIRY INC","","","","100","Ground water","W1929 US HWY 10
Granton, WI 54436","","GRANTON","Clark"
"LYNNDALE GOLF COURSE","","","","25","Ground water","2369 20 1/2 Street
RICE LAKE, WI 54868","","RICE LAKE","Barron"
"LYONS CENTER ELEMENTARY SCHOOL","","","","147","Ground water","100 N KANE STREET
BURLINGTON, WI 53105","","LYONS","Walworth"
"LYONS MOBIL","","","","26","Ground water","LYONS SHELL PLAZA
1415 MILL STREET
LYONS, WI 53148","","LYONS","Walworth"
"LYSTER LUTHERAN CHURCH","","","","370","Ground water","W1771 CTH D
Nelson, WI 54756-8501","","NELSON","Buffalo"
"Lynndale Farm","","","","29","Ground water","N47 W28270 Lynndale Rd.
Pewaukee, WI 53072","","PEWAUKEE","Waukesha"
"M & MS Y GO BY","","","","26","Ground water","13889 S CO RD Y
GORDON, WI 54838","","GORDON","Douglas"
"M & N BAR & GRILL","","","","29","Ground water","26960 Hwy 130
Hillpoint, WI 53937","","HILLPOINT","Richland"
"M ANDERSON AMERICAN LEGION POST 399","","","","26","Ground water","PO BOX 96
OKAUCHEE, WI 53066","","OKAUCHEE","Waukesha"
"M J STEVENS","","","","610","Ground water","SAC CORPORATION
5260 AURORA RD
HARTFORD, WI 53027","","HARTFORD","Washington"
"MAC ATTACK","","","","25","Ground water","5758 CREEK CREST LN
LITTLE SUAMICO, WI 54141","","OCONTO TN","Oconto"
"MAC LAKE STORE AND TAVERN","","","","25","Ground water","N10202 HWY K
Trego, WI 54888","","TREGO","Washburn"
"MACHT VILLAGE","","","","25","Ground water","MACHT VILLAGE PROGRAMS
DE PERE, WI 54115-9495","","DE PERE","Brown"
"MACREADY ARTISAN BREAD CO","","","","114","Ground water","7836 STH 42
Egg Harbor, WI 54209","","EGG HARBOR","Door"
"MAD DANS","","","","25","Ground water","200 E MAIN STREET
TWIN LAKES, WI 53181","","TWIN LAKES","Kenosha"
"MAD DOG JAKES","","","","100","Ground water","PO BOX 754
BOULDER JUNCTION, WI 54512","","BOULDER JUNCTION","Vilas"
"MADELINE ISLAND GOLF CLUB","","","","25","Ground water","498 OLD FORT RD
LA POINTE, WI 54850","","LA POINTE","Ashland"
"MADELINE ISLAND HISTORICAL MUSEUM","","","","25","Ground water","PO Box 9
La Pointe, WI 54850","","LA POINTE","Ashland"
"MADELINE ISLAND SCHOOL OF THE ARTS CLASSROOMS","","","","25","Ground water","978 MIDDLE RD
PO BOX 536
LAPOINTE, WI 54850","","LAPOINTE","Ashland"
"MADELINE ISLAND SCHOOL OF THE ARTS COTTAGES","","","","25","Ground water","978 MIDDLE RD
PO BOX 536
LAPOINTE, WI 54850","","LAPOINTE","Ashland"
"MADELINE ISLAND WATER CO","","","","25","Ground water","C/O NORTHLAND ALUMINUM PRODS
5005 HWY 7
MINNEAPOLIS, MN 55416","","LA POINTE","Ashland"
"MADELINE ISLAND YACHT CLUB INC","","","","25","Ground water","PO BOX 41
LA POINTE, WI 54850","","LA POINTE","Ashland"
"MADELINE LAKE RESORT - LOWER TRAILER","","","","50","Ground water","8902 MADELINE LAKE ROAD
WOODRUFF, WI 54568","","WOODRUFF","Oneida"
"MADELINE LAKE RESORT - NEW TRAILER","","","","50","Ground water","8902 MADELINE LAKE ROAD
WOODRUFF, WI 54568","","WOODRUFF","Oneida"
"MADELINE LAKE RESORT - UPPER TRAILER","","","","40","Ground water","8902 MADELINE LAKE ROAD
WOODRUFF, WI 54568","","WOODRUFF","Oneida"
"MADELLS BAR & LANES LLP","","","","25","Ground water","N4319 St Rd 49
Poy Sippi, WI 54967","","POY SIPPI","Waushara"
"MADISON COMMUNITY MONTESSORI SCHOOL","","","","200","Ground water","8406 ELLINGTON WAY
MIDDLETON, WI 53562","","MIDDLETON","Dane"
"MADISON COUNTRY DAY SCHOOL","","","","500","Ground water","5506 RIVER RD
WAUNAKEE, WI 53597","","WAUNAKEE","Dane"
"MADISON JEWISH COMMUNITY CAMP - HOUSE","","","","300","Ground water","6434 ENTERPRISE LANE
MADISON, WI 53719","","VERONA","Dane"
"MADISON JEWISH COMMUNITY CAMP - POOL SHELTER","","","","300","Ground water","6434 ENTERPRISE LANE
MADISON, WI 53719","","VERONA","Dane"
"MADISON SCHOOL FOREST MAIN","","","","80","Ground water","4711 PFLAUM RD
MADISON, WI 53718-6765","","VERONA","Dane"
"MADISON WATER UTILITY","http://www.cityofmadison.com/water/news/Reports.cfm","","","235,000","Ground water","119 E OLIN
MADISON, WI 53713","","MADISON","Dane"
"MADISON WI KOA","","","","131","Ground water","4859 CTH V
DEFOREST, WI 53532","","DE FOREST","Dane"
"MAGEE ELEMENTARY","","","","403","Ground water","563 A J ALLEN CIRCLE
WALES, WI 53183","","GENESEE DEPOT","Waukesha"
"MAGNOLIA BLUFF 2 BOTTOM","","","","75","Ground water","3715 NEWVILLE RD
Janesville, WI 53545-8844","","EVANSVILLE","Rock"
"MAHLER PARK","","","","25","Ground water","1600 BREEZEWOOD LN
Neenah, WI 54956","","NEENAH","Winnebago"
"MAIDEN LAKE SUPPER CLUB","","","","110","Ground water","15649 MAIDEN LAKE RD
Mountain, WI 54149","","RIVERVIEW  TN","Oconto"
"MAIDEN ROCK WATER UTILITY","","","","118","Ground water","PO BOX 186
Maiden Rock, WI 54750","","MAIDEN ROCK","Pierce"
"MAIN EVENT THE","","","","220","Ground water","206 N LEMKE ST
CECIL, WI 54111","","CECIL","Shawano"
"MAIN SAIL COTTAGES","","","","25","Ground water","3108 ORTEGA DR
TALLAHASSEE, FL 32312","","FISH CREEK","Door"
"MAIN STORE","","","","25","Ground water","30328 CTH H
Webb Lake, WI 54830","","WEBB LAKE","Burnett"
"MAIN STREET MARKET","","","","25","Ground water","7770 STH 42
Egg Harbor, WI 54209","","EGG HARBOR","Door"
"MAIN STREET MOTEL","","","","29","Ground water","UNKNOWN
PO BOX 588
FISH CREEK, WI 54212","","FISH CREEK","Door"
"MAIN STREET SHOPS","","","","65","Ground water","9440 CEDAR ST
PO BOX 354
FISH CREEK, WI 54212","","EGG HARBOR","Door"
"MAIN STREET STATION","","","","25","Ground water","PO BOX 14
WILD ROSE, WI 54984","","WILD ROSE","Waushara"
"MAINE ELEMENTARY SCHOOL","","","","255","Ground water","415 Seymour Street
P O BOX 359
Wausau, WI 54402-0359","","WAUSAU","Marathon"
"MAINE LIONS PARK","","","","25","Ground water","7726 N LANE DR
WAUSAU, WI 54401","","WAUSAU","Marathon"
"MAINE WATER UTILITY","","","","140","Ground water purchased","6111 N 44TH AVE
WAUSAU, WI 54401","","WAUSAU","Marathon"
"MAIZEFIELD MHC (MANUFACTURED HOME COMMUNITY)","","","","145","Ground water","DOCK & REEL LLC
3121 W WISCONSIN AVE STE 3
MILWAUKEE, WI 53208","","MOSINEE","Marathon"
"MAJERLES BLACK RIVER GRILL","","","","101","Ground water","MAJERLES BLACKRIVER GRILL
5033 EVERGREEN DR
SHEBOYGAN, WI 53081-8209","","SHEBOYGAN","Sheboygan"
"MAKE CENT$ LLC","","","","27","Ground water","29134 EVERGREEN DR
WATERFORD, WI 53185","","WATERFORD","Racine"
"MAKIS PLACE","","","","25","Ground water","3690 COUNTY N
Barnes, WI 54873","","BARNES","Bayfield"
"MAKS BAR","","","","25","Ground water","333 SECOND ST
STEVENS POINT, WI 54481","","STEVENS POINT","Portage"
"MALLARD LAKE CABIN 7","","","","25","Ground water","3880 Normans Landing Rd
Webster, WI 54893","","WEBSTER","Burnett"
"MALLARD LAKE NEW CABIN","","","","25","Ground water","3880 Normans Landing Rd
Webster, WI 54893","","WEBSTER","Burnett"
"MALLARD LAKE RESORT 1","","","","50","Ground water","3880 Normans Landing Rd
Webster, WI 54893","","WEBSTER","Burnett"
"MALLARD LAKE RESORT 3","","","","25","Ground water","3880 Normans Landing Rd
Webster, WI 54893","","WEBSTER","Burnett"
"MALLARD RESORT 1 -BAR","","","","75","Ground water","11939 170TH STREET
CHIPPEWA FALLS, WI 54729-6176","","CHIPPEWA FALLS","Chippewa"
"MALLARD RESORT 2 - CABINS","","","","80","Ground water","11939 170TH STREET
CHIPPEWA FALLS, WI 54729-6176","","CHIPPEWA FALLS","Chippewa"
"MAMA DS COFFEE","","","","26","Ground water","W331S487 ERIN WAY
DELAFIELD, WI 53018-3130","","WALES","Waukesha"
"MAMA ZS BAKERY & JAVA HUT","","","","25","Ground water","N2826 CTH QQ
WAUPACA, WI 54981","","WAUPACA","Waupaca"
"MAMAS PLACE","","","","25","Ground water","9312 Main St
Wittenberg, WI 54499","","ELDERON","Marathon"
"MAN CAVE","","","","25","Ground water","N608 NORTH BEND DRIVE
MELROSE, WI 54642","","MELROSE","Jackson"
"MANAWA WATERWORKS","","","","1,300","Ground water","500 S BRIDGE ST
PO BOX 248
MANAWA, WI 54949","","MANAWA","Waupaca"
"MANDINOS CHICAGO DOG & GRILL","","","","47","Ground water","442 CIRCLE DR
TWIN LAKES, WI 53181-9703","","TWIN LAKES","Kenosha"
"MANHEIM MILWAUKEE AUTO AUCTION HOUSE & DETAIL SHOP","","","","560","Ground water","561 2TH ST
CALEDONIA, WI 53108","","CALEDONIA","Racine"
"MANHEIM MILWAUKEE AUTO AUCTION-NEW BODY SHOP","","","","25","Ground water","561 2TH ST
CALEDONIA, WI 53108","","CALEDONIA","Racine"
"MANITOU FALLS SANITARY DISTRICT NO 1","","","","95","Ground water","6197 S STATE RD 35
SUPERIOR, WI 54880","","SUPERIOR","Douglas"
"MANITOU GIRL SCOUT COUNCIL","","","","46","Ground water","5212 WINDWARD COURT
SHEBOYGAN, WI 53083","","SHEBOYGAN","Sheboygan"
"MANITOWISH WATERS ATHLETIC CLUB","","","","25","Ground water","13870 WOODLAND LN
MANITOWISH WATERS, WI 54545","","MANITOWISH","Vilas"
"MANITOWISH WATERS TOWN HALL","","","","25","Ground water","PO BOX 267
Manitowish Waters, WI 54545","","MANITOWISH WATERS","Vilas"
"MANITOWISH WTRS COMM CH NEW WELL","","","","50","Ground water","PO BOX 69
MANITOWISH WATERS, WI 54545","","MANITOWISH WATERS","Vilas"
"MANITOWOC CO HWY DEPT","","","","25","Ground water","WALDO BLVD
Manitowoc, WI 54220","","MANITOWOC","Manitowoc"
"MANITOWOC COUNTY HISTORICAL SOCIETY/ PINECREST VILLAGE","","","","25","Ground water","AMY MEYER
1701 MICHIGAN AVE
MANITOWOC, WI 54221","","MANITOWOC","Manitowoc"
"MANITOWOC GUN CLUB","","","","25","Ground water","PO BOX 201
MANITOWOC, WI 54221-0201","","MANITOWOC","Manitowoc"
"MANITOWOC WATERWORKS","","","","34,500","Surface water","DEB NEUSER
900 QUAY ST
MANITOWOC, WI 54220","","MANITOWOC","Manitowoc"
"MANN GROCERY STORE","","","","58","Ground water","1290 MAIN RD
WASHINGTON ISLAND, WI 54246","","WASHINGTON ISLAND","Door"
"MANNS MERCANTILE","","","","25","Ground water","1176 MAIN RD
WASHINGTON ISLAND, WI 54246","","WASHINGTON ISLAND","Door"
"MANNYS SNACK SHACK","","","","25","Ground water","P.O. Box 67
Twin Lakes, WI 53181","","TWIN LAKES","Kenosha"
"MANOR HILL MOBILE HOME PARK","","","","400","Ground water","DAWN HORTON
N866 W14041 BEACON ST
MENOMONIE FALLS, WI 53051","","EDEN","Fond du Lac"
"MAPLE BLUFF WATERWORKS","","","","1,342","Ground water purchased","VILLAGE HALL, 18 OXFORD PL
MADISON, WI 53704-5955","","MADISON","Dane"
"MAPLE CREST COUNTRY CLUB","","","","75","Ground water","9401 18TH ST
Kenosha, WI 53144","","KENOSHA","Kenosha"
"MAPLE GROVE BIBLE CHURCH","","","","30","Ground water","34991 25TH AVE
STANLEY, WI 54768","","STANLEY","Chippewa"
"MAPLE GROVE ELEM SCHOOL","","","","100","Ground water","1111 N SALES ST
Merrill, WI 54452-3169","","HAMBURG","Marathon"
"MAPLE GROVE MHP","","","","125","Ground water","W10114 CTY RD DE
PO BOX 777
BEAVER DAM, WI 53916","","BEAVER DAM","Dodge"
"MAPLE GROVE TAVERN","","","","25","Ground water","83045 BLUEBERRY RD
Butternut, WI 54514-9802","","BUTTERNUT","Ashland"
"MAPLE GROVE VENUES","","","","200","Ground water","4535 MORMON COULEE RD
LA CROSSE, WI 54601","","WEST SALEM","La Crosse"
"MAPLE HEIGHTS CMPGD","","","","50","Ground water","PO Box 130
Lakewood, WI 54138","","TOWNSEND TN","Oconto"
"MAPLE HILLS GOLF CLUB","","","","50","Ground water","N6621 Cardinal Ln
PO Box 52
Wittenberg, WI 54499","","WITTENBERG","Shawano"
"MAPLE LEAF DAIRY INC WEST","","","","40","Ground water","6832 CTY RD X
CLEVELAND, WI 53015","","CLEVELAND","Manitowoc"
"MAPLE LEAF INC","","","","37","Ground water","PO BOX 45417
MADISON, WI 53744","","VERONA","Dane"
"MAPLE LEAF MOTEL","","","","40","Ground water","4327 COUNTRY MEADOWS DR
SHEBOYGAN, WI 53083","","PLYMOUTH","Sheboygan"
"MAPLE PARK CONDOMINIUMS","","","","150","Ground water","S7993 MAPLE PARK RD
PRAIRIE DU SAC, WI 53578","","PRAIRIE DU SAC","Sauk"
"MAPLE RIDGE BIBLE CHURCH","","","","104","Ground water","43955 COUNTY ROAD E
BOSCOBEL, WI 53805","","BOSCOBEL","Crawford"
"MAPLE RIDGE ESTATES","","","","25","Ground water","PO BOX 804
STEVENS POINT, WI 54482","","ANIWA","Langlade"
"MAPLE TERRACE MHP","","","","124","Ground water","PO BOX 414
Barrington, IL 60011-0414","","GERMANTOWN","Washington"
"MAPLE TERRACE RESORT-FISH HOUSES","","","","40","Ground water","207 STORSVEEN ST
WESTBY, WI 54667","","BIRCHWOOD","Washburn"
"MAPLE TERRACE RESORT-MAIN","","","","25","Ground water","207 STORSVEEN ST
WESTBY, WI 54667","","BIRCHWOOD","Washburn"
"MAPLE TOWN GARAGE","","","","25","Ground water","C/O DAVID GRAPENTIA-TOWN CLERK
PO BOX 243
Maple, WI 54854","","MAPLE","Douglas"
"MAPLE TOWN HALL","","","","25","Ground water","C/O DAVID GRAPENTIA-TOWN CLERK
PO BOX 243
Maple, WI 54854","","MAPLE","Douglas"
"MAPLE VALLEY COMM CH","","","","25","Ground water","8982 CTH M & Z
SURING, WI 54174","","MAPLE VALLEY TN","Oconto"
"MAPLE VIEW RESORT 1 LODGE","","","","60","Ground water","3360 MCPEAK RD
Conover, WI 54519-9304","","CONOVER","Vilas"
"MAPLE VIEW RESORT 2 HILL","","","","60","Ground water","3360 MCPEAK RD
Conover, WI 54519-9304","","CONOVER","Vilas"
"MAPLEVIEW CMPGD","","","","25","Ground water","N1460 CTH B
Kewaunee, WI 54216-9801","","KEWAUNEE","Kewaunee"
"MAPLEWAY BOWL & RESTAURANT","","","","100","Ground water","N56W39433 HWY 16
OCONOMOWOC, WI 53066","","OCONOMOWOC","Waukesha"
"MAPLEWOOD GOLF COURSE","","","","25","Ground water","N9240 HWY 55
PO BOX 40
PICKEREL, WI 54465","","PICKEREL","Langlade"
"MAPLEWOOD MEATS","","","","50","Ground water","4663 MILLTOWN RD
GREEN BAY, WI 54313","","GREEN BAY","Brown"
"MAPLEWOOD SANITARY DIST 1","","","","122","Ground water","MAPLEWOOD SANITARY DIST
PO BOX 352
MAPLEWOOD, WI 54226-0352","","MAPLEWOOD","Door"
"MAPLEWOOD SHELL MINI MART ARBYS","","","","110","Ground water","4720 Milltown Rd
Green Bay, WI 54313","","GREEN BAY","Brown"
"MAPLEWOOD VILLAGE 1","","","","125","Ground water","RICHARD J. RAND
8989 N PORT WASHINGTON RD
BAYSIDE, WI 53217-1633","","APPLETON","Outagamie"
"MAPLEWOOD VILLAGE 2","","","","100","Ground water","RICHARD J. RAND
8989 N PORT WASHINGTON RD
BAYSIDE, WI 53217-1633","","APPLETON","Outagamie"
"MARANATHA ACADEMY INC","","","","132","Ground water","4916 S STATE ROAD 35
SUPERIOR, WI 54880","","SUPERIOR","Douglas"
"MARANATHA BAPTIST CH","","","","25","Ground water","W4905 STH 156
Bonduel, WI 54107","","NAVARINO","Shawano"
"MARANATHA BAPTIST CHURCH","","","","50","Ground water","HWY 13 & OLD 13
PHILLIPS, WI 54555","","PHILLIPS","Price"
"MARANATHA MARKET","","","","33","Ground water","B4179 CTH F
Spencer, WI 54479","","SPENCER","Marathon"
"MARATHON CITY WATERWORKS","","","","1,695","Ground water","PO BOX 487
311 WALNUT ST
Marathon City, WI 54448","","MARATHON CITY","Marathon"
"MARATHON FEED INC","","","","25","Ground water","PO BOX 247
MARATHON, WI 54448","","MARATHON","Marathon"
"MARCHANTS RED OWL","","","","25","Ground water","1367 CTH DK
PO Box 7
Brussels, WI 54204","","BRUSSELS","Door"
"MARCINES","","","","35","Ground water","8646 CTH G
MT HOREB, WI 53572","","MOUNT HOREB","Dane"
"MARDI GRAS TAVERN","","","","52","Ground water","N5003 HWY WS
WOODLAND, WI 53099","","WOODLAND","Dodge"
"MARELL COUNTRY ESTATES","","","","150","Ground water","E8784 555TH AVE. #140
ELK MOUND, WI 54739","","ELK MOUND","Dunn"
"MARELL COURTS AND RENTALS LLC","","","","60","Ground water","E18763  STH 33
Hillsboro, WI 54634-9568","","HILLSBORO","Vernon"
"MARENGO VALLEY SCHOOL","","","","250","Ground water","1023 Binsfield Rd
Ashland, WI 54806","","ASHLAND","Ashland"
"MARGHAELS BANQUET HALL","","","","55","Ground water","N7688 VAN DYNE RD
FOND DU LAC, WI 54935","","FOND DU LAC","Fond du Lac"
"MARIAN HEIGHTS SUBDIVISION","","","","400","Ground water","1610 LEGION DRIVE
ELM GROVE, WI 53122","","ELM GROVE","Waukesha"
"MARIBEL SPORTSMAN CLUB","","","","25","Ground water","8824 STH 147
PO Box 7
Maribel, WI 54227-9801","","MARIBEL","Manitowoc"
"MARIBEL WATERWORKS","","","","400","Ground water","NIKKI LEMENS
PO BOX 203
MARIBEL, WI 54227-0080","","MARIBEL","Manitowoc"
"MARINE CORPS LEAGUE BINGO","","","","25","Ground water","4715 Sherman Rd
PO Box 296
Oshkosh, WI 54902-0296","","OSHKOSH","Winnebago"
"MARINETTE CO PK CAMP BIRD YOUTH CENTER","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","STEPHENSON TN","Marinette"
"MARINETTE CO PK DAVES FALLS","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","AMBERG  TN","Marinette"
"MARINETTE CO PK GOODMAN CAMP AREA","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","SILVER CLIFF TN","Marinette"
"MARINETTE CO PK GOODMAN MAIN","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","SILVER CLIFF TN","Marinette"
