"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"MEADOWBROOK FARM/STAGE","","","","592","Ground water","72 MEADOWBROOK LN
GILFORD, NH 03249","","GILFORD","Belknap"
"MEADOWBROOK VILLAGE","","","","40","Ground water","91 MEADOWBROOK VILLAGE
ROCHESTER, NH 03867","","ROCHESTER","Strafford"
"MEADOWBROOK/CONFERENCE CENTER","","","","742","Ground water","72 MEADOWBROOK LN
GILFORD, NH 03249","","GILFORD","Belknap"
"MEADOWOOD ASSEMBLY HALL","","","","30","Ground water","PO BOX 512
FITZWILLIAM, NH 03447","","FITZWILLIAM","Cheshire"
"MEADOWS AT GRAPEVINE RUN","","","","36","Ground water","307 CUMBERLAND AVE
PORTLAND, ME 04101","","HAMPTON FALLS","Rockingham"
"MEADOWS THE","","","","200","Ground water","114 FLINTLOCK RD
CONTOOCOOK, NH 03229","","HOPKINTON","Merrimack"
"MEADOWS THE","","","","33","Ground water","PO BOX 244
GLEN, NH 03838","","BARTLETT","Carroll"
"MEADOWVIEW APARTMENTS","","","","100","Ground water","PO BOX 462
NEWTON, NH 03858","","NEWTON","Rockingham"
"MEADOWVIEW APTS","","","","58","Ground water","PO BOX 42
HARTLAND, VT 05048","","CHARLESTOWN","Sullivan"
"MEDICUS OFFICES","","","","300","Ground water","22 ROULSTON RD
WINDHAM, NH 03087","","WINDHAM","Rockingham"
"MEETING HOUSE MONTESSORI","","","","58","Ground water","28 LOGGING HILL RD
BOW, NH 03304","","BOW","Merrimack"
"MEETING HOUSE WATER","","","","35","Ground water","497 WOODLAWN RIDGE RD
PEMBROKE, NH 03275","","PEMBROKE","Merrimack"
"MEETING PLACE","","","","76","Ground water","22 MANCHESTER RD UT 2
DERRY, NH 03038","","AMHERST","Hillsborough"
"MEGA X","","","","25","Ground water","1560 HOOKSETT RD
HOOKSETT, NH 03106","","ALLENSTOWN","Merrimack"
"MEGA X","","","","120","Ground water","1560 HOOKSETT RD
HOOKSETT, NH 03106","","AUBURN","Rockingham"
"MEISTER HUT","","","","100","Ground water","PO BOX 1640
NORTH CONWAY, NH 03860","","CONWAY","Carroll"
"MELLING GLEN","","","","92","Ground water","153 COFFIN RD  UT 36
EPPING, NH 03042","","EPPING","Rockingham"
"MELLO MOOSE COFFEE HOUSE","","","","27","Ground water","10 NORTHVIEW RD
GILFORD, NH 03249","","MEREDITH","Belknap"
"MELODY PINES CONDOS","","","","125","Ground water","PO BOX 280
INTERVALE, NH 03845","","CONWAY","Carroll"
"MEREDITH WATER DEPT","","","","2,885","Surface water","41 MAIN ST
MEREDITH, NH 03253","","MEREDITH","Belknap"
"MEREDITH WOODS CAMPING AREA","","","","253","Ground water","DBA CLEARWOODS CAMPING INC
25 CAMPGROUND RD
MEREDITH, NH 03253","","MEREDITH","Belknap"
"MERIDEN DELI MART","","","","200","Ground water","809 RTE 120
MERIDEN, NH 03770","","PLAINFIELD","Sullivan"
"MERIDEN VILLAGE WATER DIST","","","","750","Ground water","PO BOX 272
MERIDEN, NH 03770","","PLAINFIELD","Sullivan"
"MERRIEWOODE VILLAGE","","","","75","Ground water","1 CRANBERRY KNOLL ST
PLYMPTON, MA 02367","","STODDARD","Cheshire"
"MERRIMACK VALLEY MONTESSOR SCH","","","","65","Ground water","111 LOWELL RD
SALEM, NH 03079","","SALEM","Rockingham"
"MERRIMACK VILLAGE DIST","","","","25,000","Ground water","2 GREENS POND RD
MERRIMACK, NH 03054","","MERRIMACK","Hillsborough"
"MERRYMEETING MHP","","","","265","Ground water","80 HERON POINT RD
ALTON, NH 03809","","ALTON","Belknap"
"MEYER FAMILY DENTISTRY","","","","50","Ground water","PO BOX 238
WEST NOTTINGHAM, NH 03291","","NORTHWOOD","Rockingham"
"MGS FARMHOUSE CAFE","","","","30","Ground water","1007 SCHOOL ST
DUNBARTON, NH 03046","","DUNBARTON","Merrimack"
"MI TE JO CAMPING AREA","","","","670","Ground water","38 COMMERCE AVE  SW  STE 200
GRAND RAPIDS, MI 49503","","MILTON","Strafford"
"MI TE JO CAMPING AREA/SOUTH","","","","100","Ground water","38 COMMERCE AVE  SW  STE 200
GRAND RAPIDS, MI 49503","","MILTON","Strafford"
"MICHAWANIC VILLAGE CONDOS","","","","120","Ground water","221C MICHAWANIC RD
WAKEFIELD, NH 03872","","WAKEFIELD","Carroll"
"MIDDLETON ELEMENTARY SCHOOL","","","","174","Ground water","PO BOX 190
WOLFEBORO FALLS, NH 03896","","MIDDLETON","Strafford"
"MIDPOINT PROPERTIES","","","","25","Ground water","219 OLD CONCORD TPKE
BARRRINGTON, NH 03825","","BARRINGTON","Strafford"
"MIDRIDGE CONDOS","","","","100","Ground water","163 MAIN ST STE 201
SALEM, NH 03079","","LONDONDERRY","Rockingham"
"MILAN HILL STATE PARK","","","","27","Ground water","NH DIV OF PARKS AND RECREATION
172 PEMBROKE RD
CONCORD, NH 03301","","MILAN","Coos"
"MILAN VILLAGE SCH","","","","151","Ground water","11 BRIDGE ST
MILAN, NH 03588","","MILAN","Coos"
"MILE AWAY CAMPGROUND","","","","400","Ground water","479 OLD WEST HOPKINTON RD
HENNIKER, NH 03242","","HENNIKER","Merrimack"
"MILFORD TECHNOLOGY CENTER","","","","160","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","MILFORD","Hillsborough"
"MILFORD WATER UTILITIES DEPT","","","","9,500","Ground water","564 NASHUA ST
MILFORD, NH 03055","","MILFORD","Hillsborough"
"MILL BROOK RV PARK","","","","230","Ground water","118 FREEDOM HILL RD
HAMPSTEAD, NH 03841","","KINGSTON","Rockingham"
"MILL BROOK VILLAGE","","","","98","Ground water","37 NORTHWEST DR
PLAINVILLE, CT 06062","","THORNTON","Grafton"
"MILL PINE VILLAGE","","","","157","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","SANDOWN","Rockingham"
"MILL POND AT WHEELER DAM","","","","35","Ground water","11 ALFRED DR
SALEM, NH 03079","","SALEM","Rockingham"
"MILL POND CROSSING","","","","45","Ground water","3 HOLLAND WAY   STE 201
EXETER, NH 03833","","BRENTWOOD","Rockingham"
"MILL VILLAGE COUNTRY STORE","","","","50","Ground water","DBA MILL VILLAGE COUNTRY STORE
PO BOX 326
STODDARD, NH 03664","","STODDARD","Cheshire"
"MILLBROOK OFFICE PARK","","","","55","Ground water","118 PORTSMOUTH AVE STE A202
STRATHAM, NH 03885","","STRATHAM","Rockingham"
"MILLER STATE PARK","","","","25","Ground water","12 PODUNK RD
ALLENSTOWN, NH 03275","","PETERBOROUGH","Hillsborough"
"MILLVILLE CIRCLE/NORTH","","","","57","Ground water","4 SPRING ST
SALEM, NH 03079","","SALEM","Rockingham"
"MILLVILLE CIRCLE/SOUTH","","","","48","Ground water","4 SPRING ST
SALEM, NH 03079","","SALEM","Rockingham"
"MILTON CHILDRENS CENTER","","","","25","Ground water","PO BOX 160
DOVER, NH 03821","","MILTON","Strafford"
"MILTON WATER DIST","","","","800","Ground water","53 GREY BIRCH LN
LEBANON, ME 04027","","MILTON","Strafford"
"MISS PATTYS CHILDCARE","","","","36","Ground water","49 PISCATAQUA RD
DOVER, NH 03820","","DOVER","Strafford"
"MISS WAKEFIELD DINER","","","","300","Ground water","PO BOX 966
WAKEFIELD, NH 03872","","WAKEFIELD","Carroll"
"MISTY HARBOR CONDOS","","","","235","Ground water","118 WEIRS RD
GILFORD, NH 03249","","GILFORD","Belknap"
"MITTERSILL WATER DEPT","","","","475","Ground water","PO BOX 900
FRANCONIA, NH 03580","","FRANCONIA","Grafton"
"MOBIL 10977","","","","25","Ground water","88 LEROY RD
WILLISTON, VT 05495","","BEDFORD","Hillsborough"
"MOBIL ON THE RUN","","","","250","Ground water","735 E INDUSTRIAL PARK DR
MANCHESTER, NH 03109","","EXETER","Rockingham"
"MOHARIMET SCH","","","","427","Ground water","11 LEE RD
MADBURY, NH 03823","","MADBURY","Strafford"
"MOHAWK VALLEY CAMPING AREA","","","","100","Ground water","43 BUNGY RD
COLEBROOK, NH 03576","","COLEBROOK","Coos"
"MOLE HILL THEATRE/LEAF CHARTER","","","","60","Ground water","8 LINCOLN TER
LEXINGTON, MA 02421","","ALSTEAD","Cheshire"
"MOLLIDGEWOCK STP CAMPGROUND","","","","100","Ground water","435 RIVER RD
PITTSBURG, NH 03592","","ERROL","Coos"
"MOLLYS TAVERN AND RESTAURANT","","","","75","Ground water","35 MONT VERNON RD
NEW BOSTON, NH 03070","","NEW BOSTON","Hillsborough"
"MONADNOCK CHRISTIAN CONFERENCE","","","","225","Ground water","PO BOX 70
JAFFREY, NH 03452","","JAFFREY","Cheshire"
"MONADNOCK COMM EARLY LNG CTR","","","","80","Ground water","PO BOX 262
PETERBOROUGH, NH 03458","","PETERBOROUGH","Hillsborough"
"MONADNOCK REGIONAL HIGH SCH","","","","1,202","Ground water","604 OLD HOMESTEAD HWY
SWANZEY, NH 03446","","SWANZEY","Cheshire"
"MONADNOCK SPEEDWAY","","","","1,000","Ground water","PO BOX 27
WINCHESTER, NH 03470","","WINCHESTER","Cheshire"
"MONADNOCK ST PK/GILSON PD CPG","","","","100","Ground water","169 POOLE RD
JAFFREY, NH 03452","","JAFFREY","Cheshire"
"MONADNOCK STATE PARK/MAIN","","","","200","Ground water","12 PODUNK RD
ALLENSTOWN, NH 03275","","JAFFREY","Cheshire"
"MONADNOCK TENANTS","","","","200","Ground water","78 PARK DR
RINDGE, NH 03461","","RINDGE","Cheshire"
"MONADNOCK WALDORF SCH","","","","48","Ground water","98 S LINCOLN ST
KEENE, NH 03431","","KEENE","Cheshire"
"MONROE WATER DEPT","","","","300","Ground water","4900 DARTMOUTH COLLEGE HWY
WOODSVILLE, NH 03785","","MONROE","Grafton"
"MONT VERNON VILLAGE SCH","","","","216","Ground water","PO BOX 849
AMHERST, NH 03031","","MONT VERNON","Hillsborough"
"MONTESSORI CHILDRENS SCH","","","","51","Ground water","PO BOX 5606
HANOVER, NH 03755","","HANOVER","Grafton"
"MONTESSORI SCH OF BEDFORD","","","","40","Ground water","24 TIRRELL HILL RD
BEDFORD, NH 03110","","BEDFORD","Hillsborough"
"MONTROSE CONDOS","","","","210","Ground water","72 PORTSMOUTH AVE  STE 201
STRATHAM, NH 03885","","STRATHAM","Rockingham"
"MOODY POINT","","","","233","Ground water","135 LAFAYETTE RD BLDG 10
NORTH HAMPTON, NH 03862","","NEWMARKET","Rockingham"
"MOONGATE FARM","","","","120","Ground water","72 PORTSMOUTH AVE  STE 201
STRATHAM, NH 03885","","PLAISTOW","Rockingham"
"MOOSE HILLOCK CAMPGROUND","","","","505","Ground water","96 BATCHELDER BROOK RD
WARREN, NH 03279","","WARREN","Grafton"
"MOOSILAUKE RAVINE LODGE","","","","163","Ground water","PO BOX 9
HANOVER, NH 03755","","WOODSTOCK","Grafton"
"MORNINGSIDE DRIVE","","","","80","Ground water","13 MORNINGSIDE DR
DERRY, NH 03038","","DERRY","Rockingham"
"MORNINGSIDE FLIGHT PARK","","","","50","Ground water","357 MORNINGSIDE LN
CHARLESTOWN, NH 03603","","CHARLESTOWN","Sullivan"
"MOULTONBOROUGH ACADEMY","","","","345","Ground water","PO BOX 419
MOULTONBOROUGH, NH 03254","","MOULTONBOROUGH","Carroll"
"MOULTONBOROUGH CENTRAL SCH","","","","330","Ground water","PO BOX 419
MOULTONBOROUGH, NH 03254","","MOULTONBOROUGH","Carroll"
"MOULTONBOROUGH LIONS CLUB","","","","250","Ground water","PO BOX 139
MOULTONBOROUGH, NH 03254","","MOULTONBOROUGH","Carroll"
"MOULTONBOROUGH PLAYGROUND","","","","25","Ground water","PO BOX 139
MOULTONBOROUGH, NH 03254","","MOULTONBOROUGH","Carroll"
"MOUNT DECEPTION CAMPING AREA","","","","100","Ground water","PO BOX 9
TWIN MOUNTAIN, NH 03595","","CARROLL","Coos"
"MOUNT JEFFERSON VIEW","","","","58","Ground water","1322 US RTE 2
RANDOLPH, NH 03593","","RANDOLPH","Coos"
"MOUNT ROYAL ACADEMY","","","","217","Ground water","PO BOX 362
SUNAPEE, NH 03782","","SUNAPEE","Sullivan"
"MOUNT WHITTIER MOTEL","","","","50","Ground water","1695 RTE 16
CENTER OSSIPEE, NH 03814","","OSSIPEE","Carroll"
"MOUNTAIN EDGE RESORT","","","","120","Ground water","C/O MOUNTAIN EDGE DEV CO LLC
1386 RTE 103
NEWBURY, NH 03255","","NEWBURY","Merrimack"
"MOUNTAIN HOME CABINS","","","","25","Ground water","BOX 366
BARTLETT, NH 03812","","BARTLETT","Carroll"
"MOUNTAIN LAKE CAMPGROUND","","","","300","Ground water","PO BOX 475
LANCASTER, NH 03584","","LANCASTER","Coos"
"MOUNTAIN LAKES WATER DEPT","","","","787","Ground water","75 WHITE MOUNTAIN DR
WOODSVILLE, NH 03785","","HAVERHILL","Grafton"
"MOUNTAIN PINES CAMPGROUND","","","","80","Ground water","2759 RTE 25
RUMNEY, NH 03266","","RUMNEY","Grafton"
"MOUNTAIN RIVER CONDOS","","","","60","Ground water","PO BOX 242
CAMPTON, NH 03223","","THORNTON","Grafton"
"MOUNTAIN RIVER CONDOS EAST","","","","200","Ground water","PO BOX 1147
CAMPTON, NH 03223","","THORNTON","Grafton"
"MOUNTAIN SHADOWS SCH","","","","72","Ground water","PO BOX 348
DUBLIN, NH 03444","","DUBLIN","Cheshire"
"MOUNTAIN VALE VILLAGE MHP","","","","388","Ground water","11777 SAN VICENTE BLVD STE 640
LOS ANGELES, CA 90049","","CONWAY","Carroll"
"MOUNTAIN VALLEY TREATMENT CTR","","","","40","Ground water","PO BOX 325
ORFORD, NH 03777","","PLAINFIELD","Sullivan"
"MOUNTAIN VALLEY TREATMENT CTR","","","","50","Ground water","PO BOX 325
ORFORD, NH 03777","","HAVERHILL","Grafton"
"MOUNTAIN VIEW APTS","","","","100","Ground water","380 MILE HILL RD /OFFICE
LACONIA, NH 03246","","LACONIA","Belknap"
"MOUNTAIN VIEW CABINS","","","","66","Ground water","RR1 BOX 30
PITTSBURG, NH 03592","","PITTSBURG","Coos"
"MOUNTAIN VIEW CAMPGROUND","","","","100","Ground water","RR1 BOX 30
PITTSBURG, NH 03592","","PITTSBURG","Coos"
"MOUNTAIN VIEW ESTATES","","","","40","Ground water","PO BOX 36
MOULTONBOROUGH, NH 03254","","TAMWORTH","Carroll"
"MOUNTAIN VIEW HOUSING","","","","148","Ground water","LISCOMB CIR 23
GILFORD, NH 03249","","GILFORD","Belknap"
"MOUNTAIN VIEW PARK ESTATES","","","","45","Ground water","142 CHURCH ST
LACONIA, NH 03246","","COLUMBIA","Coos"
"MOUNTAIN VIEW YACHT CLUB I","","","","570","Ground water","73 WEIRS RD
GILFORD, NH 03246","","GILFORD","Belknap"
"MOUNTAIN VIEW YACHT CLUB II","","","","73","Ground water","73 WEIRS RD
GILFORD, NH 03246","","GILFORD","Belknap"
"MOUNTAIN VILLAGE SCHOOL","","","","62","Ground water","69 SUMMIT RD
PLYMOUTH, NH 03264","","PLYMOUTH","Grafton"
"MOUNTAIN VISTA RV VILLAGE","","","","150","Ground water","PO BOX 293
CAMPTON, NH 03223","","CAMPTON","Grafton"
"MOUNTAINSIDE AT CROTCHED MTN","","","","180","Ground water","10 ONSET RD UT 628
BENNINGTON, NH 03442","","BENNINGTON","Hillsborough"
"MOUNTAINSIDE ON ATTITASH","","","","167","Ground water","C/O EG CHANDLER INC
PO BOX 646
GLEN, NH 03838","","BARTLETT","Carroll"
"MR MIKES","","","","200","Ground water","88 LEROY RD
WILLISTON, VT 05495","","STODDARD","Cheshire"
"MR MIKES MOBIL","","","","25","Ground water","15 MAIN ST  APT 2
GRAY, ME 04039","","KINGSTON","Rockingham"
"MT ATTITASH SKI AREA/LODGE","","","","1,000","Ground water","PO BOX 308
BARTLETT, NH 03812","","BARTLETT","Carroll"
"MT ATTITASH SKI/AQUABOGGAN","","","","1,000","Ground water","PO BOX 308
BARTLETT, NH 03812","","BARTLETT","Carroll"
"MT JEFFERSON/WASHINGTON CONDOS","","","","38","Ground water","PO BOX 135
JACKSON, NH 03846","","JACKSON","Carroll"
"MT KEARSARGE INDIAN MUSEUM","","","","75","Ground water","PO BOX 142
WARNER, NH 03278","","WARNER","Merrimack"
"MT LAUREL ESTATES","","","","115","Ground water","PO BOX 689
GOFFSTOWN, NH 03045","","GOFFSTOWN","Hillsborough"
"MT SUNAPEE SKI AREA/MAIN LODGE","","","","950","Ground water","PO BOX 41
WEST OSSIPEE, NH 03890","","NEWBURY","Merrimack"
"MT SUNAPEE SKI AREA/SUMMIT","","","","950","Ground water","PO BOX 2021
NEWBURY, NH 03255","","NEWBURY","Merrimack"
"MT SUNAPEE STATE PARK CMPGRND","","","","40","Ground water","NH DIV OF PARKS AND RECREATION
172 PEMBROKE RD
CONCORD, NH 03301","","NEWBURY","Merrimack"
"MT SUNAPEE STATE PK/BATH HOUSE","","","","500","Ground water","PO BOX 41
WEST OSSIPEE, NH 03890","","NEWBURY","Merrimack"
"MT WASHINGTON COG RW/PEPPERSAS","","","","198","Ground water","83 ELM ST
LITTLETON, NH 03561","","THOMPSON AND MESERVES PURCHASE","Coos"
"MT WASHINGTON STATE PARK","","","","1,200","Ground water","PO BOX D
GORHAM, NH 03581","","SARGENTS PURCHASE","Coos"
"MTNSIDE RACQUET AND FITNES CTR","","","","50","Ground water","31 KING HILL RD
NEW LONDON, NH 03257","","SUTTON","Merrimack"
"MUIRFIELD CLUSTER","","","","69","Ground water","4 SHANNON DR
STRATHAM, NH 03885","","STRATHAM","Rockingham"
"MURPHYS STEAKHOUSE","","","","65","Ground water","PO BOX 415
PITTSBURG, NH 03592","","PITTSBURG","Coos"
"MURPHYS TAPROOM/CARRIAGE HSE","","","","350","Ground water","5 RACHEL WAY
BEDFORD, NH 03110","","BEDFORD","Hillsborough"
"MURPHYS VILLAGE STORE","","","","25","Ground water","PO BOX 1419
CENTER HARBOR, NH 03226","","MOULTONBOROUGH","Carroll"
"MWV ADULT DAY CENTER","","","","70","Ground water","987 E MAIN ST
CONWAY, NH 03813","","CONWAY","Carroll"
"MYLES TRAVEL PLAZA","","","","250","Ground water","88 LEROY RD
WILLISTON, VT 05495","","AUBURN","Rockingham"
"N SWANZEY WATER AND FIRE PRCT","","","","1,400","Surface water purchased","27 PARK ST
N SWANZEY, NH 03431","","SWANZEY","Cheshire"
"N WALPOLE VILLAGE DIST/HIGH","","","","125","Ground water","PO BOX 266
BELLOWS FALLS, VT 05101","","WALPOLE","Cheshire"
"N WALPOLE VILLAGE DISTRICT/LOW","","","","625","Ground water","PO BOX 266
BELLOWS FALLS, VT 05101","","WALPOLE","Cheshire"
"NATURES CLASSROOM/BOSTON UNIV","","","","140","Ground water","36 SARGENT CAMP RD
HANCOCK, NH 03449","","HANCOCK","Hillsborough"
"NEAR LEDGE","","","","63","Ground water","PO BOX 417
NORTH CONWAY, NH 03860","","CONWAY","Carroll"
"NELSON ELEMENTARY SCH","","","","60","Ground water","193 MAPLE AVE
KEENE, NH 03431","","NELSON","Cheshire"
"NESMITH LIBRARY","","","","200","Ground water","8 FELLOWS RD
WINDHAM, NH 03087","","WINDHAM","Rockingham"
"NEW BOSTON AIR STATION COM CTR","","","","63","Ground water","23 SOPS/CEA
317 CHESTNUT HILL RD
NEW BOSTON AFS, NH 03070","","NEW BOSTON","Hillsborough"
"NEW BOSTON ELEMENTARY SCH","","","","613","Ground water","SAU 19
15 CENTRAL SCHOOL RD
NEW BOSTON, NH 03070","","NEW BOSTON","Hillsborough"
"NEW CASTLE WATER WORKS","","","","910","Surface water purchased","680 PEVERLY HILL RD
PORTSMOUTH, NH 03801","","NEW CASTLE","Rockingham"
"NEW DURHAM ELEMENTARY SCH","","","","180","Ground water","PO BOX 212
NEW DURHAM, NH 03855","","NEW DURHAM","Strafford"
"NEW DURHAM GENERAL STORE","","","","120","Ground water","3 OLD BAY RD
NEW DURHAM, NH 03855","","NEW DURHAM","Strafford"
"NEW ENGLAND DRAGWAY/PITSIDE","","","","600","Ground water","280 EXETER RD
EPPING, NH 03042","","EPPING","Rockingham"
"NEW ENGLAND DRAGWAY/SPECTATORS","","","","600","Ground water","280 EXETER RD
EPPING, NH 03042","","EPPING","Rockingham"
"NEW FREEDOM ACADEMY","","","","29","Ground water","6 MANOR PKWY
SALEM, NH 03079","","CANTERBURY","Merrimack"
"NEW HAMPSHIRE AUDUBON","","","","25","Ground water","84 SILK FARM RD
CONCORD, NH 03301","","CONCORD","Merrimack"
"NEW HAMPTON CONVENIENCE","","","","75","Ground water","2 INTERNATIONAL WAY
LAWRENCE, MA 01843","","NEW HAMPTON","Belknap"
"NEW HAMPTON IRVING","","","","2,005","Ground water","RTE 104
NEW HAMPTON, NH 03256","","NEW HAMPTON","Belknap"
"NEW HAMPTON VILLAGE PCT","","","","600","Surface water","PO BOX 506
NEW HAMPTON, NH 03256","","NEW HAMPTON","Belknap"
"NEW IPSWICH MARKET","","","","100","Ground water","9 COLUMBIA DR
AMHERST, NH 03031","","NEW IPSWICH","Hillsborough"
"NEW LEIS GARDEN","","","","40","Ground water","97 ROCKINGHAM RD
LONDONDERRY, NH 03053","","DERRY","Rockingham"
"NEW LIFE ASSEMBLY OF GOD","","","","50","Ground water","84 NOTTINGHAM RD
RAYMOND, NH 03077","","RAYMOND","Rockingham"
"NEW LONDON SPRINGFIELD WATER","","","","2,750","Ground water","72 OLD DUMP RD
NEW LONDON, NH 03257","","NEW LONDON","Merrimack"
"NEW PINE TREE SCH","","","","328","Ground water","176A MAIN ST
CONWAY, NH 03818","","CONWAY","Carroll"
"NEW VILLAGE KITCHEN","","","","500","Ground water","PO BOX 591
MOULTONBOROUGH, NH 03254","","MOULTONBOROUGH","Carroll"
"NEWBURY ELDERLY HOUSING","","","","51","Ground water","PO BOX 269
FRANKLIN, NH 03235","","NEWBURY","Merrimack"
"NEWBURY HARBOR PLAZA","","","","25","Ground water","PO BOX 85
NEWBURY, NH 03255","","NEWBURY","Merrimack"
"NEWBURY QUICK STOP","","","","100","Ground water","PO BOX 627
NEWBURY, NH 03255","","NEWBURY","Merrimack"
"NEWEST MALL SHOPPING PLAZA","","","","25","Ground water","83 N SPRING ST
CONCORD, NH 03301","","NEW IPSWICH","Hillsborough"
"NEWFIELDS VLG WATER AND SEWER","","","","550","Ground water","46 DARBY LN
ROCHESTER, NH 03839","","NEWFIELDS","Rockingham"
"NEWFOUND ACRES MHP","","","","26","Ground water","98 RUNDLETT HILL RD
BEDFORD, NH 03110","","BRIDGEWATER","Grafton"
"NEWFOUND GROCERY","","","","75","Ground water","408 MAYHEW TPKE
BRIDGEWATER, NH 03222","","BRIDGEWATER","Grafton"
"NEWFOUND REGIONAL HS","","","","500","Ground water","20 N MAIN ST
BRISTOL, NH 03222","","BRISTOL","Grafton"
"NEWFOUND RV PARK","","","","90","Ground water","792 MAYHEW TPKE
BRIDGEWATER, NH 03222","","BRIDGEWATER","Grafton"
"NEWMARKET WATER WORKS","","","","5,030","Ground water","186 MAIN ST
NEWMARKET, NH 03857","","NEWMARKET","Rockingham"
"NEWPORT WATER WORKS","","","","5,000","Surface water","15 SUNAPEE ST
NEWPORT, NH 03773","","NEWPORT","Sullivan"
"NEWTON LEARNING CENTER","","","","82","Ground water","PO BOX 376
NEWTON, NH 03858","","NEWTON","Rockingham"
"NFI NORTH TRNS HSING","","","","50","Ground water","2554 RTE 103
BRADFORD, NH 03221","","BRADFORD","Merrimack"
"NH AUTO DEALERS ASSN","","","","104","Ground water","PO BOX 2337
CONCORD, NH 03302","","BOW","Merrimack"
"NH DOT BUREAU TURNPIKE OFFICES","","","","105","Ground water","PO BOX 2950
CONCORD, NH 03302","","HOOKSETT","Merrimack"
"NH MOTOR SPEEDWAY","","","","4,500","Ground water","2 FLANDERS RD
MEREDITH, NH 03253","","LOUDON","Merrimack"
"NH MOTOR SPEEDWAY/MAIN OFFICE","","","","45","Ground water","2 FLANDERS RD
MEREDITH, NH 03253","","LOUDON","Merrimack"
"NH MOUNTAIN INN","","","","35","Ground water","620 RAGGED MOUNTAIN RD
DANBURY, NH 03230","","WILMOT","Merrimack"
"NH MTR SPDWY/RV CAMPNG STE S10","","","","75","Ground water","2 FLANDERS RD
MEREDITH, NH 03253","","LOUDON","Merrimack"
"NH NATIONAL GUARD","","","","150","Ground water","1 MINUTEMAN WAY /NGNH FMO ENV
CONCORD, NH 03301","","STRAFFORD","Strafford"
"NH WORLD FELLOWSHIP CENTER","","","","125","Ground water","PO BOX 2280
CONWAY, NH 03818","","ALBANY","Carroll"
"NH WORLD FELLOWSHIP CMPGRND","","","","45","Ground water","PO BOX 2280
CONWAY, NH 03818","","ALBANY","Carroll"
"NHDOS MARINE PATROL BLDG","","","","25","Ground water","33 HAZEN DR
CONCORD, NH 03305","","GILFORD","Belknap"
"NICK RECREATIONAL PARK","","","","25","Ground water","PO BOX 838
WOLFEBORO, NH 03894","","WOLFEBORO","Carroll"
"NICKS PLACE","","","","100","Ground water","16 SAMUEL BIXBY WAY
BOXFORD, MA 01921","","RAYMOND","Rockingham"
"NIPPO LAKE GOLF CLUB","","","","300","Ground water","C/O NIPPO LAKE GOLF CLUB
88 STAGECOACH RD
BARRINGTON, NH 03825","","BARRINGTON","Strafford"
"NO HAVERHILL WATER AND LIGHT","","","","725","Ground water","PO BOX 291
NORTH HAVERHILL, NH 03774","","HAVERHILL","Grafton"
"NORDIC VILLAGE","","","","315","Ground water","RTE 16
JACKSON, NH 03846","","BARTLETT","Carroll"
"NORTH CHARLESTOWN WATER DEPT","","","","325","Ground water","PO BOX 385
CHARLESTOWN, NH 03603","","CHARLESTOWN","Sullivan"
"NORTH COLONY MOTEL","","","","43","Ground water","BOX 1
BARTLETT, NH 03812","","BARTLETT","Carroll"
"NORTH CONWAY PINES CAMPGROUND","","","","88","Ground water","2725 WEST SIDE RD
PO BOX 2794
NORTH CONWAY, NH 03860","","CONWAY","Carroll"
"NORTH CONWAY WATER PCT","","","","5,400","Ground water","PO BOX 630
NORTH CONWAY, NH 03860","","CONWAY","Carroll"
"NORTH COUNTRY LODGE AND CABINS","","","","30","Ground water","145 BEACH RD
PITTSBURG, NH 03592","","PITTSBURG","Coos"
"NORTH COUNTRY VILLAGE","","","","143","Ground water","1440 LAKE SHORE RD
GILFORD, NH 03249","","TUFTONBORO","Carroll"
"NORTH HINSDALE WATER DEPT","","","","1,800","Ground water","PO BOX 13
HINSDALE, NH 03451","","HINSDALE","Cheshire"
"NORTH LEDGE","","","","120","Ground water","PO BOX 1270
GLEN, NH 03838","","BARTLETT","Carroll"
"NORTH PINES","","","","67","Ground water","PO BOX 972
GLEN, NH 03838","","CONWAY","Carroll"
"NORTH SALEM ELEMENTARY SCH","","","","427","Ground water","38 GEREMONTY DR
SALEM, NH 03079","","SALEM","Rockingham"
"NORTH SALEM VILLAGE","","","","50","Ground water","32 CARTER RD
SHREWSBURY, MA 01545","","SALEM","Rockingham"
"NORTH STRATFORD MHP","","","","50","Ground water","138 MASON RD
NORTH STRATFORD, NH 03590","","STRATFORD","Coos"
"NORTH STRATFORD WATER DEPT","","","","300","Ground water","PO BOX 366
STRATFORD, NH 03590","","STRATFORD","Coos"
"NORTHBROOK MHP","","","","85","Ground water","142 CHURCH ST
LACONIA, NH 03246","","BELMONT","Belknap"
"NORTHEAST CATHOLIC COLLEGE","","","","105","Ground water","511 KEARSARGE MOUNTAIN RD
WARNER, NH 03278","","WARNER","Merrimack"
"NORTHERN COMFORT MOTEL","","","","51","Ground water","1 SCOTT PHILLIPS HWY
COLEBROOK, NH 03576","","COLEBROOK","Coos"
"NORTHERN HUMAN SVCS","","","","50","Ground water","626 EASTMAN RD
CENTER CONWAY, NH 03813","","CONWAY","Carroll"
