"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"NORTHERN TRAILS LODGING","","","","30","Ground water","6 PATCH RD
PITTSBURG, NH 03592","","PITTSBURG","Coos"
"NORTHERN VIEW APARTMENTS","","","","50","Ground water","PO BOX 1438
CONCORD, NH 03302","","STEWARTSTOWN","Coos"
"NORTHFIELD DRIVE IN THEATER","","","","200","Ground water","445 WEST ST
PO BOX 487
KEENE, NH 03431","","WINCHESTER","Cheshire"
"NORTHPOINTE WATER","","","","83","Ground water","52 NORTHPOINTE RD
THORNTON, NH 03285","","THORNTON","Grafton"
"NORTHSTAR CAMPING AREA","","","","190","Ground water","43 COON BROOK RD
NEWPORT, NH 03773","","NEWPORT","Sullivan"
"NORTHWAY APTS/DAYS INN","","","","42","Ground water","1536 WHITE MOUNTAIN HWY
TAMWORTH, NH 03886","","TAMWORTH","Carroll"
"NORTHWOOD CONGREGATIONAL CHURC","","","","50","Ground water","BOARD OF TRUSTEES  CHAIRMAN
PO BOX 65
NORTHWOOD, NH 03261","","NORTHWOOD","Rockingham"
"NORTHWOOD DINER","","","","195","Ground water","PO BOX 263
NORTHWOOD, NH 03261","","NORTHWOOD","Rockingham"
"NORTHWOOD FAMILY DENTAL CENTER","","","","30","Ground water","1505 FIRST NH TPKE
NORTHWOOD, NH 03261","","NORTHWOOD","Rockingham"
"NORTHWOOD IRVING","","","","100","Ground water","190 COMMERCE WAY
PORTSMOUTH, NH 03801","","NORTHWOOD","Rockingham"
"NORTHWOOD MOUNTAIN VIEW MHP","","","","148","Ground water","45 MILL RD
KINGSTON, NH 03848","","NORTHWOOD","Rockingham"
"NORTHWOOD PLAZA","","","","100","Ground water","46 WOODLAWN DR
PELHAM, NH 03075","","PELHAM","Hillsborough"
"NORTHWOOD SHELL","","","","50","Ground water","137 FIRST NH TPKE
NORTHWOOD, NH 03261","","NORTHWOOD","Rockingham"
"NORTHWOOD TOWN HALL","","","","30","Ground water","818 1ST NH TPKE
NORTHWOOD, NH 03261","","NORTHWOOD","Rockingham"
"NOTCHLAND INN","","","","40","Ground water","2 MOREY RD
HARTS LOCATION, NH 03812","","HARTS LOCATION","Carroll"
"NOTTINGHAM COMMUNITY CHURCH","","","","28","Ground water","PO BOX 154
NOTTINGHAM, NH 03290","","NOTTINGHAM","Rockingham"
"NOTTINGHAM COMMUNITY SCH","","","","609","Ground water","GREENBRIAR BLDG
23A MOUNTAIN AVE
NORTHWOOD, NH 03261","","NOTTINGHAM","Rockingham"
"NOTTINGHAM PLAZA","","","","40","Ground water","22 MANCHESTER RD UT 2
DERRY, NH 03038","","HUDSON","Hillsborough"
"NOURIA FOOD MART 2018","","","","999","Ground water","126 RTE 125
KINGSTON, NH 03848","","KINGSTON","Rockingham"
"NP STRATHAM","","","","100","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","STRATHAM","Rockingham"
"OAK HILL","","","","150","Ground water","54 SAWYER AVE
ATKINSON, NH 03811","","CHESTER","Rockingham"
"OAK HILL GOLF COURSE","","","","50","Ground water","159 PEASE RD
MEREDITH, NH 03253","","MEREDITH","Belknap"
"OAK HILL PROFESSIONAL PARK","","","","100","Ground water","572 MAMMOTH RD
LONDONDERRY, NH 03053","","LONDONDERRY","Rockingham"
"OAKRIDGE CONDOS","","","","250","Ground water","163 MAIN ST  STE 201
SALEM, NH 03079","","LONDONDERRY","Rockingham"
"OAKWOOD HEIGHTS","","","","50","Ground water","PO BOX 280
INTERVALE, NH 03845","","CONWAY","Carroll"
"OASIS GAS AND MINI MART","","","","550","Ground water","16 E MAIN ST
WESTBOROUGH, MA 01581","","WINDHAM","Rockingham"
"OCEAN STATE JOB LOT","","","","45","Ground water","445 CALLAHAN RD
NORTH KINGSTOWN, RI 02852","","OSSIPEE","Carroll"
"OFF THE WALL GYMNASTICS","","","","300","Ground water","191 PLAISTOW RD
PLAISTOW, NH 03865","","PLAISTOW","Rockingham"
"OGONTZ HALL","","","","150","Ground water","14 OGONTZ RD
LYMAN, NH 03585","","LYMAN","Grafton"
"OGONTZ LOG HALL CAMP","","","","150","Ground water","14 OGONTZ RD
LYMAN, NH 03585","","LYMAN","Grafton"
"OGONTZ LOWER CAMP","","","","150","Ground water","14 OGONTZ RD
LYMAN, NH 03585","","LYMAN","Grafton"
"OGONTZ UPPER CAMP","","","","150","Ground water","14 OGONTZ RD
LYMAN, NH 03585","","LYMAN","Grafton"
"OLD COACH VILLAGE","","","","50","Ground water","7 CLYDE RD
DERRY, NH 03038","","DERRY","Rockingham"
"OLD CORNER STORE","","","","125","Ground water","764 PRESIDENTIAL HWY
JEFFERSON, NH 03583","","JEFFERSON","Coos"
"OLD FARM HOUSE AT EAST HILL","","","","79","Ground water","460 MONADNOCK ST
TROY, NH 03465","","TROY","Cheshire"
"OLD LAKE SHORE","","","","128","Ground water","343 OLD LAKE SHORE RD LOT 40
GILFORD, NH 03249","","GILFORD","Belknap"
"OLD LAWRENCE ROAD","","","","25","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","PELHAM","Hillsborough"
"OLD STAGE COACH ARMS","","","","35","Ground water","66 OLD CONCORD TPKE UT 10
BARRINGTON, NH 03825","","BARRINGTON","Strafford"
"OLD TOWN HALL","","","","50","Ground water","10 GRANDVIEW RD
BOW, NH 03304","","BOW","Merrimack"
"OLDE COUNTRY VILLAGE","","","","130","Ground water","45 OLDE COUNTRY VILLAGE RD
LONDONDERRY, NH 03053","","LONDONDERRY","Rockingham"
"OLDE POST RESTAURANT","","","","50","Ground water","15 CHESTER ST
CHESTER, NH 03036","","CHESTER","Rockingham"
"OLDE TOWNE","","","","243","Ground water","7 HILLSIDE DR
ALLENSTOWN, NH 03275","","ALLENSTOWN","Merrimack"
"OLIVER LODGE","","","","55","Ground water","PO BOX 1338
MEREDITH, NH 03253","","MEREDITH","Belknap"
"OLIVERIAN EAST CAMPUS","","","","30","Ground water","PO BOX 325
ORFORD, NH 03777","","HAVERHILL","Grafton"
"OLIVERIAN SCH","","","","76","Ground water","PO BOX 98
HAVERHILL, NH 03765","","HAVERHILL","Grafton"
"OLYMPIC MOBILE HOME VILL/LOWER","","","","32","Ground water","PO BOX 1157
LEBANON, NH 03766","","LEBANON","Grafton"
"OLYMPIC MOBILE HOME VILL/UPPER","","","","48","Ground water","PO BOX 1157
LEBANON, NH 03766","","LEBANON","Grafton"
"ONWAY LAKE FAMILY RESORT","","","","30","Ground water","15 SARGENT DRIVE
RAYMOND, NH 03077","","RAYMOND","Rockingham"
"OPECHEE PLAZA","","","","25","Ground water","PO BOX 1284
LACONIA, NH 03247","","BELMONT","Belknap"
"ORAS COFFEE AND ICE CREAM","","","","100","Ground water","316 MEETINGHOUSE HILL RD
FARMINGTON, NH 03835","","OSSIPEE","Carroll"
"ORCHARD HIGHLANDS","","","","105","Ground water","1 HARDY RD  UT 391
BEDFORD, NH 03110","","GOFFSTOWN","Hillsborough"
"ORCHARD SCHOOL","","","","45","Ground water","114 OLD SETTLERS RD
ALSTEAD, NH 03602","","ALSTEAD","Cheshire"
"ORFORD VILLAGE DIST","","","","128","Ground water","7 HEBB DR
ORFORD, NH 03777","","ORFORD","Grafton"
"OSBORNE COTTAGES","","","","45","Ground water","22 HICKORY LN
DANVILLE, NH 03819","","SANBORNTON","Belknap"
"OSCEOLA VISTA","","","","40","Ground water","105 FLETCHER FARM RD
ALEXANDRIA, NH 03222","","WATERVILLE VALLEY","Grafton"
"OSSIPEE DUNKIN DONUTS","","","","840","Ground water","OSSIPEE DUNKIN DONUTS
280 MERRIMACK ST
METHUEN, MA 01844","","OSSIPEE","Carroll"
"OSSIPEE IRVING MAINWAY","","","","200","Ground water","190 COMMERCE WAY
PORTSMOUTH, NH 03801","","OSSIPEE","Carroll"
"OSSIPEE LAKE CAMPING AREA/NEW","","","","30","Ground water","1 CRAWFORD RD
BURLINGTON, MA 01803","","EFFINGHAM","Carroll"
"OSSIPEE LAKE CAMPING AREA/OLD","","","","355","Ground water","1 CRAWFORD RD
BURLINGTON, MA 01803","","EFFINGHAM","Carroll"
"OSSIPEE MOUNTAIN GRILLE","","","","60","Ground water","PO BOX 522
CENTER OSSIPEE, NH 03814","","OSSIPEE","Carroll"
"OSSIPEE MOUNTAINS ESTATES","","","","255","Ground water","16 PURITAN LN
CENTER OSSIPEE, NH 03814","","OSSIPEE","Carroll"
"OSSIPEE WATER DEPT","","","","850","Ground water","6 DORE ST
CENTER OSSIPEE, NH 03814","","OSSIPEE","Carroll"
"OTTER BROOK LAKE REC AREA","","","","200","Ground water","480 BRANCH RD
KEENE, NH 03431","","KEENE","Cheshire"
"OVER THE RAINBOW PRESCH","","","","78","Ground water","223 ROCKINGHAM RD
DERRY, NH 03038","","DERRY","Rockingham"
"OVERSEAS UNITED EDUC FNDTN","","","","25","Ground water","100 OLD NORTH BRANCH RD
ANTRIM, NH 03440","","ANTRIM","Hillsborough"
"OWLS LANDING CAMPGROUND","","","","270","Ground water","245 RTE 3
HOLDERNESS, NH 03245","","HOLDERNESS","Grafton"
"OWLS NEST GOLF CLUB AND CONDOS","","","","272","Ground water","PO BOX 1684
CAMPTON, NH 03223","","THORNTON","Grafton"
"OYSTER RIVER APTS EAST/WEST","","","","60","Ground water","66 OLD CONCORD TPKE UT 10
BARRINGTON, NH 03825","","BARRINGTON","Strafford"
"OYSTER RIVER CONDOS","","","","53","Ground water","10 DURHAM RD
DOVER, NH 03820","","LEE","Strafford"
"PACKER MEADOWS","","","","115","Ground water","5A EAST POINT DR
BEDFORD, NH 03110","","NEWTON","Rockingham"
"PACKERS FALLS VILLAGE","","","","60","Ground water","217 HIGH ST
SOMERSWORTH, NH 03878","","LEE","Strafford"
"PAGES COUNTRY STORE AND DELI","","","","100","Ground water","757 MASSABESIC ST
MANCHESTER, NH 03103","","DUNBARTON","Merrimack"
"PALMER GAS","","","","65","Ground water","13 HALL FARM RD
ATKINSON, NH 03811","","ATKINSON","Rockingham"
"PAPERMILL VILLAGE","","","","24","Ground water","PO BOX 10540
BEDFORD, NH 03110","","ALSTEAD","Cheshire"
"PARADISE ESTATES","","","","405","Ground water","PO BOX 823
NEW HAMPTON, NH 03256","","ROCHESTER","Strafford"
"PARADISE ESTATES CONDOMINIUM","","","","47","Ground water","15 WHISPERING OAKS RD
PELHAM, NH 03076","","PELHAM","Hillsborough"
"PARADISE LODGE CONDOS","","","","60","Ground water","5 COLE RD
DERRY, NH 03038","","BRIDGEWATER","Grafton"
"PARADISE POINT NATURE CENTER","","","","25","Ground water","84 SILK FARM RD
CONCORD, NH 03301","","HEBRON","Grafton"
"PARADISE SHORES","","","","1,980","Ground water","PO BOX 389
MOULTONBOROUGH, NH 03254","","MOULTONBOROUGH","Carroll"
"PARC RECREATION FIELD","","","","200","Ground water","145 MAIN ST
PLAISTOW, NH 03865","","PLAISTOW","Rockingham"
"PARK N GO MARKET","","","","50","Ground water","ELKINS BUSINESS LOOP
WILMOT, NH 03287","","WILMOT","Merrimack"
"PARK PLACE LANES","","","","350","Ground water","16 ROCKINGHAM RD
WINDHAM, NH 03087","","WINDHAM","Rockingham"
"PARKERS MAPLE BARN/SUGAR HOUSE","","","","300","Ground water","1316 BROOKLINE RD
MASON, NH 03048","","MASON","Hillsborough"
"PARTRIDGE CABINS/MOOSE ALLEY","","","","115","Ground water","3 PARTRIDGE RD
PITTSBURG, NH 03592","","PITTSBURG","Coos"
"PASSACONAWAY CAMPGROUND 5","","","","83","Ground water","105 FLETCHER FARM RD
ALEXANDRIA, NH 03222","","ALBANY","Carroll"
"PASTURES CAMPGROUND","","","","145","Ground water","499 NH RTE 10
ORFORD, NH 03777","","ORFORD","Grafton"
"PATHWAYS ORFORD ROAD RESIDENCE","","","","40","Ground water","PO BOX 68
HENNIKER, NH 03242","","LYME","Grafton"
"PATRICIAN SHORES","","","","225","Ground water","PO BOX 1311
CENTER HARBOR, NH 03226","","MEREDITH","Belknap"
"PATS PEAK SKI AREA","","","","47","Ground water","PO BOX 2448
HENNIKER, NH 03242","","HENNIKER","Merrimack"
"PAWTUCKAWAY FARMS","","","","38","Ground water","24 STONEPOST CIR
RAYMOND, NH 03077","","RAYMOND","Rockingham"
"PAWTUCKAWAY ST PK/ADMN COMPLEX","","","","75","Ground water","128 MOUNTAIN RD
NOTTINGHAM, NH 03290","","NOTTINGHAM","Rockingham"
"PAWTUCKAWAY ST PK/DAY USE AREA","","","","694","Ground water","128 MOUNTAIN RD
NOTTINGHAM, NH 03290","","NOTTINGHAM","Rockingham"
"PAWTUCKAWAY ST PK/HORSE ISLAND","","","","450","Ground water","128 MOUNTAIN RD
NOTTINGHAM, NH 03290","","NOTTINGHAM","Rockingham"
"PAYSON VILLAGE","","","","54","Ground water","PO BOX 603
KEENE, NH 03431","","RINDGE","Cheshire"
"PB AND JS FAMILY CHILDCARE","","","","40","Ground water","1420 PEAKED HILL RD
BRISTOL, NH 03222","","BRISTOL","Grafton"
"PEAK THREE","","","","40","Ground water","84 EDENCROFT RD
LITTLETON, NH 03561","","LITTLETON","Grafton"
"PEASE TRADE PORT","","","","9,900","Ground water","680 PEVERLY HILL RD
PORTSMOUTH, NH 03801","","PORTSMOUTH","Rockingham"
"PEGGYS COVE ESTATES","","","","35","Ground water","33 FOREST RD
CENTER BARNSTEAD, NH 03225","","ALTON","Belknap"
"PELHAM BP","","","","25","Ground water","600 HAMILTON ST  STE 500
ALLENTOWN, PA 18101","","PELHAM","Hillsborough"
"PELHAM COUNTRY STORES","","","","50","Ground water","10 BRIDGE ST  UT 1
PELHAM, NH 03076","","PELHAM","Hillsborough"
"PELHAM HOUSE OF PIZZA","","","","25","Ground water","30 BRIDGE ST
PELHAM, NH 03076","","PELHAM","Hillsborough"
"PELHAM INDUSTRIAL PARK I","","","","100","Ground water","3 HOLLAND WAY STE 201
EXETER, NH 03883","","PELHAM","Hillsborough"
"PELHAM PLAZA","","","","100","Ground water","ONE WASHINGTON ST   STE 300
WELLESLEY, MA 02481","","PELHAM","Hillsborough"
"PELHAM SENIOR CENTER","","","","40","Ground water","8 NASHUA RD
PELHAM, NH 03076","","PELHAM","Hillsborough"
"PELHAM VETERANS MEMORIAL PARK","","","","200","Ground water","PELHAM SELECTMEN OFFICE
6 VILLAGE GREEN
PELHAM, NH 03076","","PELHAM","Hillsborough"
"PEMBROKE PINES COUNTRY CLUB","","","","50","Ground water","ATTN PEMBROKE PUB LLC
15 WEST RD
CANTERBURY, NH 03224","","PEMBROKE","Merrimack"
"PEMBROKE WATER WORKS","","","","5,200","Ground water","346 PEMBROKE ST
PEMBROKE, NH 03275","","PEMBROKE","Merrimack"
"PEMI RIVER CAMPGROUND","","","","300","Ground water","2458 US RTE 3
THORNTON, NH 03285","","THORNTON","Grafton"
"PEMI SHORES CONDOS","","","","38","Ground water","26 CEDAR TER
MILTON, MA 02186","","NEW HAMPTON","Belknap"
"PENACOOK BOSCAWEN WATER PCT","","","","3,800","Ground water","102 N MAIN ST
BOSCAWEN, NH 03303","","BOSCAWEN","Merrimack"
"PENDLETON COVE","","","","185","Ground water","PO BOX 389
MOULTONBOROUGH, NH 03254","","LACONIA","Belknap"
"PENINSULA AT WINDING BROOK","","","","128","Ground water","PO BOX 165
HAMPTON, NH 03843","","STRATHAM","Rockingham"
"PENNICHUCK WATER WORKS","","","","87,932","Surface water","PO BOX 1947
MERRIMACK, NH 03054","","NASHUA","Hillsborough"
"PENTUCKET SHOPPING CENTER","","","","200","Ground water","2000 RIVEREDGE PKWY STE 945
ATLANTA, GA 30328","","PLAISTOW","Rockingham"
"PEPPERIDGE WOODS","","","","113","Ground water","29 PHEASANT LN
BARRINGTON, NH 03825","","BARRINGTON","Strafford"
"PERFECT PLACE FOR CHILDREN","","","","54","Ground water","5 CHRISTOPHER LN
PELHAM, NH 03076","","PELHAM","Hillsborough"
"PETERBOROUGH PLAYERS THEATRE","","","","250","Ground water","PO BOX 118
PETERBOROUGH, NH 03458","","PETERBOROUGH","Hillsborough"
"PETERBOROUGH WATER WORKS","","","","4,350","Ground water","1 GROVE ST
PETERBOROUGH, NH 03458","","PETERBOROUGH","Hillsborough"
"PETES SCOOP","","","","100","Ground water","185 ROCKINGHAM RD
DERRY, NH 03038","","DERRY","Rockingham"
"PEU/AVERY ESTATES","","","","380","Ground water purchased","PO BOX 1947
MERRIMACK, NH 03054","","LONDONDERRY","Rockingham"
"PEU/BEAVER HOLLOW","","","","30","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","SANDOWN","Rockingham"
"PEU/BIRCH HILL EAST","","","","540","Ground water purchased","PO BOX 1947
MERRIMACK, NH 03054","","CONWAY","Carroll"
"PEU/BROOK PARK ESTS","","","","865","Surface water purchased","PO BOX 1947
MERRIMACK, NH 03054","","LONDONDERRY","Rockingham"
"PEU/CASTLE REACH","","","","100","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","WINDHAM","Rockingham"
"PEU/CLEARWATER ESTATES","","","","78","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","RAYMOND","Rockingham"
"PEU/DANIELS LAKE","","","","70","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","WEARE","Hillsborough"
"PEU/FARMSTEAD ACRES","","","","95","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","DERRY","Rockingham"
"PEU/FLETCHER CORNER ESTATES","","","","135","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","WINDHAM","Rockingham"
"PEU/FOREST RIDGE","","","","130","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","EXETER","Rockingham"
"PEU/GAGE HILL","","","","68","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","PELHAM","Hillsborough"
"PEU/GOLDEN BROOK","","","","315","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","WINDHAM","Rockingham"
"PEU/GREEN HILLS ESTS","","","","620","Ground water purchased","PO BOX 1947
MERRIMACK, NH 03054","","RAYMOND","Rockingham"
"PEU/HARDWOOD HTS BIRCH HILL","","","","100","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","WINDHAM","Rockingham"
"PEU/HARVEST VILLAGE","","","","175","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","LONDONDERRY","Rockingham"
"PEU/LAMPLIGHTER VILLAGE","","","","162","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","WINDHAM","Rockingham"
"PEU/LIBERTY TREE ACRES","","","","183","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","RAYMOND","Rockingham"
"PEU/LITCHFIELD","","","","6,075","Ground water purchased","PO BOX 1947
MERRIMACK, NH 03054","","LITCHFIELD","Hillsborough"
"PEU/LOCKE LAKE","","","","2,238","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","BARNSTEAD","Belknap"
"PEU/LONDONDERRY","","","","4,883","Surface water purchased","PO BOX 1947
MERRIMACK, NH 03054","","LONDONDERRY","Rockingham"
"PEU/MAPLE HILL ACRES","","","","455","Surface water purchased","PO BOX 1947
MERRIMACK, NH 03054","","DERRY","Rockingham"
"PEU/MINISTERIAL/PARRISH HILLS","","","","175","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","LONDONDERRY","Rockingham"
"PEU/NORTHERN SHORES","","","","75","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","TILTON","Belknap"
"PEU/OAKWOOD TERRACE","","","","305","Surface water purchased","PO BOX 1947
MERRIMACK, NH 03054","","DERRY","Rockingham"
"PEU/PINEHAVEN WATER TRUST","","","","88","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","LONDONDERRY","Rockingham"
"PEU/PIONEER COMMERCE PARK","","","","400","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","ATKINSON","Rockingham"
"PEU/SHAKER HEIGHTS","","","","83","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","CHESTER","Rockingham"
"PEU/SKY VIEW ESTATES","","","","100","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","PELHAM","Hillsborough"
"PEU/SMYTHE WOODS","","","","160","Surface water purchased","PO BOX 1947
MERRIMACK, NH 03054","","HOOKSETT","Merrimack"
"PEU/SPRINGWOOD HILLS","","","","225","Surface water purchased","PO BOX 1947
MERRIMACK, NH 03054","","LONDONDERRY","Rockingham"
"PEU/SPRUCE POND ESTS","","","","120","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","WINDHAM","Rockingham"
"PEU/STONE SLED FARM","","","","82","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","BOW","Merrimack"
"PEU/SUNRISE ESTATES","","","","210","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","MIDDLETON","Strafford"
"PEU/THURSTON WOODS","","","","85","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","LEE","Strafford"
"PEU/W AND E","","","","523","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","WINDHAM","Rockingham"
"PEU/WESCO UTILITIES","","","","195","Ground water purchased","PO BOX 1947
MERRIMACK, NH 03054","","HOOKSETT","Merrimack"
"PEU/WHISPERING WINDS","","","","400","Ground water purchased","PO BOX 1947
MERRIMACK, NH 03054","","WINDHAM","Rockingham"
"PEU/WHITE ROCK SENIOR LIVING","","","","300","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","BOW","Merrimack"
"PEU/WILLIAMSBURG","","","","910","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","PELHAM","Hillsborough"
"PEYTON PLACE RESTAURANT","","","","45","Ground water","454 RTE 10
ORFORD, NH 03777","","ORFORD","Grafton"
"PHAN ZONE","","","","400","Ground water","PO BOX 3247
EAST HAMPSTEAD, NH 03826","","HAMPSTEAD","Rockingham"
"PHASE 10","","","","69","Ground water","581 RTE 119
RINDGE, NH 03461","","RINDGE","Cheshire"
"PHEASANT RIDGE COUNTRY CLUB","","","","56","Ground water","140 COUNTRY CLUB RD
GILFORD, NH 03249","","GILFORD","Belknap"
"PHEASANT RUN CONDOS","","","","70","Ground water","11 COURT ST STE 100
EXETER, NH 03833","","STRATHAM","Rockingham"
"PHILBROOK FARM INN","","","","30","Ground water","881 NORTH RD
SHELBURNE, NH 03581","","SHELBURNE","Coos"
"PHOENIX HOUSE DUBLIN CENTER","","","","65","Ground water","106 ROXBURY ST
KEENE, NH 03431","","DUBLIN","Cheshire"
"PICKITY PLACE","","","","60","Ground water","PO BOX 544
GREENVILLE, NH 03048","","MASON","Hillsborough"
"PICKPOCKET WOODS","","","","26","Ground water","4 SPLIT ROCK RD
EXETER, NH 03833","","EXETER","Rockingham"
"PIERCE CAMP BIRCHMONT/CABINS","","","","350","Ground water","1690 PROVINCE LAKE RD
EAST WAKEFIELD, NH 03830","","WOLFEBORO","Carroll"
"PIERCE CAMP BIRCHMONT/KITCHEN","","","","350","Ground water","1690 PROVINCE LAKE RD
EAST WAKEFIELD, NH 03830","","WOLFEBORO","Carroll"
"PIERCES COUNTRY INN","","","","30","Ground water","261 DOGFORD RD
ETNA, NH 03750","","HANOVER","Grafton"
"PIERMONT VILLAGE SCH","","","","88","Ground water","2975 DARTMOUTH COLLEGE HWY
NORTH HAVERHILL, NH 03774","","PIERMONT","Grafton"
"PIERRE PLACE","","","","200","Ground water","85 RT 9
WEST CHESTERFIELD, NH 03466","","CHESTERFIELD","Cheshire"
"PILGRIM PINES","","","","180","Ground water","16 LAKE SHORE DR
SWANZEY, NH 03446","","SWANZEY","Cheshire"
"PILGRIM PINES CAMPGROUND","","","","100","Ground water","220 WEST SHORE RD
SWANZEY, NH 03446","","SWANZEY","Cheshire"
"PILLSBURY LAKE/FRANKLIN PIERCE","","","","155","Ground water","PO BOX 6159
PENACOOK, NH 03303","","WEBSTER","Merrimack"
"PILLSBURY LAKE/PENINSULA","","","","130","Ground water","PO BOX 6159
PENACOOK, NH 03303","","WEBSTER","Merrimack"
"PILLSBURY STATE PARK","","","","160","Ground water","PO BOX 41
WEST OSSIPEE, NH 03890","","WASHINGTON","Sullivan"
"PINE ACRES CONDOS","","","","90","Ground water","163 MAIN ST  STE 201
SALEM, NH 03079","","SANDOWN","Rockingham"
"PINE GARDENS MHP","","","","413","Ground water","PO BOX 965
BELMONT, NH 03220","","BELMONT","Belknap"
"PINE GLEN","","","","36","Ground water","404 RTE 302
BARTLETT, NH 03838","","BARTLETT","Carroll"
"PINE GROVE APARTMENTS","","","","38","Ground water","70 LOWELL ST
MANCHESTER, NH 03101","","OSSIPEE","Carroll"
"PINE GROVE MOBILE HOME PARK","","","","305","Ground water","13 EASTVIEW
SWANZEY, NH 03446","","SWANZEY","Cheshire"
"PINE GROVE SPRINGS","","","","150","Ground water","PO BOX 62
WESTMORELAND, NH 03467","","CHESTERFIELD","Cheshire"
"PINE HAVEN CAMPGROUND","","","","257","Ground water","PO BOX 43
WENTWORTH, NH 03282","","WENTWORTH","Grafton"
