,NAME,state,place,H011001,H011004,% Renters
16929,"Waco city, Texas",48,76000,116786,58741,0.502979809
16930,"Waelder city, Texas",48,76024,1065,458,0.430046948
16931,"Wake Village city, Texas",48,76096,5492,1617,0.294428259
16932,"Warren City city, Texas",48,76576,298,72,0.241610738
16933,"Villa Verde CDP, Texas",48,75626,874,148,0.169336384
16934,"Waller city, Texas",48,76228,2318,1218,0.525452977
16935,"Wallis city, Texas",48,76240,1252,381,0.304313099
16936,"Walnut Springs city, Texas",48,76348,827,262,0.316807739
16937,"Warren CDP, Texas",48,76564,757,141,0.186261559
16938,"Waskom city, Texas",48,76636,2160,822,0.380555556
16939,"Watauga city, Texas",48,76672,23397,5398,0.230713339
16940,"Waxahachie city, Texas",48,76816,28412,11395,0.401062931
16941,"Weatherford city, Texas",48,76864,24173,8741,0.361601787
16942,"Webberville village, Texas",48,76924,392,65,0.165816327
16943,"Weinert city, Texas",48,77044,172,40,0.23255814
16944,"Webster city, Texas",48,76948,10159,8685,0.854906979
16945,"Welch CDP, Texas",48,77080,222,64,0.288288288
16946,"Weimar city, Texas",48,77020,2072,576,0.277992278
16947,"Weir city, Texas",48,77056,450,189,0.42
16948,"Wellington city, Texas",48,77152,2137,529,0.247543285
16949,"Wellman city, Texas",48,77164,203,55,0.270935961
16950,"Wells town, Texas",48,77176,739,310,0.419485792
16951,"Wells Branch CDP, Texas",48,77196,12114,7894,0.651642727
16952,"Weslaco city, Texas",48,77272,35033,11669,0.333085948
16953,"West Columbia city, Texas",48,77416,3852,1420,0.368639668
16954,"West city, Texas",48,77332,2670,895,0.335205993
16955,"West Alto Bonito CDP, Texas",48,77336,696,103,0.147988506
16956,"Westbrook city, Texas",48,77380,253,64,0.252964427
16957,"Westdale CDP, Texas",48,77422,372,62,0.166666667
16958,"Western Lake CDP, Texas",48,77490,1525,342,0.224262295
16959,"Westlake town, Texas",48,77620,992,52,0.052419355
16960,"Merrifield CDP, Virginia",51,51192,15211,7753,0.50969693
16961,"Modest Town CDP, Virginia",51,52408,149,45,0.302013423
16962,"Meadow View CDP, Virginia",51,50776,923,284,0.307692308
16963,"Mathews CDP, Virginia",51,50104,495,174,0.351515152
16964,"Merrimac CDP, Virginia",51,51208,1935,1177,0.608268734
16965,"Matoaca CDP, Virginia",51,50136,2403,663,0.275905119
16966,"Mount Leonard town, Missouri",29,50510,87,27,0.310344828
16967,"Mount Vernon city, Missouri",29,50672,4182,1697,0.405786705
16968,"Murphy CDP, Missouri",29,50834,8690,1763,0.20287687
16969,"Napoleon city, Missouri",29,51140,222,64,0.288288288
16970,"Naylor city, Missouri",29,51302,632,158,0.25
16971,"Neck City city, Missouri",29,51356,186,26,0.139784946
16972,"Neelyville city, Missouri",29,51446,483,206,0.426501035
16973,"Creighton city, Nebraska",31,11230,1116,222,0.198924731
16974,"Creston village, Nebraska",31,11300,203,41,0.201970443
16975,"Crete city, Nebraska",31,11370,6127,2605,0.425167292
16976,"Crofton city, Nebraska",31,11440,726,148,0.203856749
16977,"Crookston village, Nebraska",31,11475,69,11,0.15942029
16978,"Culbertson village, Nebraska",31,11615,595,119,0.2
16979,"Curtis city, Nebraska",31,11825,826,325,0.39346247
16980,"Cushing village, Nebraska",31,11860,32,3,0.09375
16981,"Danbury village, Nebraska",31,12105,101,17,0.168316832
16982,"Nelson city, Missouri",29,51500,192,19,0.098958333
16983,"Neosho city, Missouri",29,51572,11377,4314,0.379186077
16984,"Dannebrog village, Nebraska",31,12140,303,60,0.198019802
16985,"Dakota City city, Nebraska",31,12000,1846,359,0.19447454
16986,"Dalton village, Nebraska",31,12070,315,65,0.206349206
16987,"Davenport village, Nebraska",31,12245,294,48,0.163265306
16988,"Davey village, Nebraska",31,12280,154,20,0.12987013
16989,"David City city, Nebraska",31,12315,2733,793,0.290157336
16990,"Dawson village, Nebraska",31,12420,146,28,0.191780822
16991,"Daykin village, Nebraska",31,12455,166,19,0.114457831
16992,"Decatur village, Nebraska",31,12525,481,81,0.168399168
16993,"De Witt village, Nebraska",31,13015,513,102,0.198830409
16994,"Denton village, Nebraska",31,12770,190,53,0.278947368
16995,"Deshler city, Nebraska",31,12840,713,151,0.211781206
16996,"Deweese village, Nebraska",31,12945,67,14,0.208955224
16997,"Diller village, Nebraska",31,13085,260,41,0.157692308
16998,"Dix village, Nebraska",31,13190,255,47,0.184313725
16999,"Dixon village, Nebraska",31,13225,87,13,0.149425287
17000,"Dodge village, Nebraska",31,13295,556,92,0.165467626
17001,"Doniphan village, Nebraska",31,13365,829,165,0.199034982
17002,"Dorchester village, Nebraska",31,13435,586,156,0.266211604
17003,"Duncan village, Nebraska",31,13890,351,35,0.0997151
17004,"Douglas village, Nebraska",31,13505,173,23,0.132947977
17005,"Du Bois village, Nebraska",31,13750,147,21,0.142857143
17006,"Dunbar village, Nebraska",31,13855,187,56,0.299465241
17007,"Dunning village, Nebraska",31,13960,103,22,0.213592233
17008,"Dwight village, Nebraska",31,14065,204,29,0.142156863
17009,"Eagle village, Nebraska",31,14100,1024,169,0.165039063
17010,"Eddyville village, Nebraska",31,14380,97,34,0.350515464
17011,"Edgar city, Nebraska",31,14450,470,104,0.221276596
17012,"Edison village, Nebraska",31,14520,133,34,0.255639098
17013,"Elm Creek village, Nebraska",31,15360,901,191,0.211986681
17014,"Elba village, Nebraska",31,14555,215,46,0.213953488
17015,"Elgin city, Nebraska",31,14730,661,110,0.166414523
17016,"Elk Creek village, Nebraska",31,14975,98,20,0.204081633
17017,"Elmwood village, Nebraska",31,15430,634,137,0.216088328
17018,"Elsie village, Nebraska",31,15500,106,28,0.264150943
17019,"Elwood village, Nebraska",31,15570,667,153,0.229385307
17020,"Elyria village, Nebraska",31,15605,51,8,0.156862745
17021,"Emerson village, Nebraska",31,15710,805,249,0.30931677
17022,"Ericson village, Nebraska",31,16025,92,14,0.152173913
17023,"Emmet village, Nebraska",31,15815,48,5,0.104166667
17024,"Enders CDP, Nebraska",31,15885,42,10,0.238095238
17025,"Endicott village, Nebraska",31,15920,132,18,0.136363636
17026,"Eustis village, Nebraska",31,16165,401,72,0.179551122
17027,"Ewing village, Nebraska",31,16270,387,79,0.204134367
17028,"Exeter village, Nebraska",31,16340,561,88,0.156862745
17029,"Fairbury city, Nebraska",31,16410,3837,1232,0.32108418
17030,"Fairfield city, Nebraska",31,16445,387,63,0.162790698
17031,"Fairmont village, Nebraska",31,16550,521,82,0.157389635
17032,"Laurel Springs borough, New Jersey",34,39210,1908,333,0.174528302
17033,"Worthington town, West Virginia",54,88708,158,15,0.094936709
17034,"Adell village, Wisconsin",55,450,516,122,0.236434109
17035,"Abbotsford city, Wisconsin",55,100,2224,691,0.310701439
17036,"Abrams CDP, Wisconsin",55,150,340,32,0.094117647
17037,"Adams city, Wisconsin",55,275,1952,896,0.459016393
17038,"Algoma city, Wisconsin",55,1000,3103,778,0.250725105
17039,"Allouez village, Wisconsin",55,1150,12764,1987,0.155672203
17040,"Alma Center village, Wisconsin",55,1300,503,124,0.246520875
17041,"Appleton city, Wisconsin",55,2375,70194,19967,0.284454512
17042,"Altoona city, Wisconsin",55,1550,6690,2299,0.343647235
17043,"Angelica CDP, Wisconsin",55,1950,92,24,0.260869565
17044,"Aniwa village, Wisconsin",55,2075,260,33,0.126923077
17045,"Ashland city, Wisconsin",55,3225,7627,2685,0.352038809
17046,"Arena village, Wisconsin",55,2550,834,192,0.230215827
17047,"Argonne CDP, Wisconsin",55,2600,160,25,0.15625
17048,"Ashippun CDP, Wisconsin",55,3175,333,53,0.159159159
17049,"Ashwaubenon village, Wisconsin",55,3425,16689,5348,0.320450596
17050,"Albany village, Wisconsin",55,750,1018,346,0.339882122
17051,"Allenton CDP, Wisconsin",55,1100,823,200,0.243013366
17052,"Arkdale CDP, Wisconsin",55,2725,158,11,0.069620253
17053,"Alma city, Wisconsin",55,1225,754,254,0.336870027
17054,"Amery city, Wisconsin",55,1725,2746,895,0.325928623
17055,"Almena village, Wisconsin",55,1325,677,212,0.313146233
17056,"Almond village, Wisconsin",55,1400,448,99,0.220982143
17057,"Amherst village, Wisconsin",55,1750,1035,303,0.292753623
17058,"Arlington village, Wisconsin",55,2800,819,147,0.179487179
17059,"Amberg CDP, Wisconsin",55,1650,180,72,0.4
17060,"Arkansaw CDP, Wisconsin",55,2700,177,36,0.203389831
17061,"Babcock CDP, Wisconsin",55,4150,126,24,0.19047619
17062,"Augusta city, Wisconsin",55,3825,1489,418,0.280725319
17063,"Avoca village, Wisconsin",55,4025,632,201,0.318037975
17064,"Bagley village, Wisconsin",55,4250,379,49,0.129287599
17065,"Amherst Junction village, Wisconsin",55,1800,377,34,0.090185676
17066,"Argyle village, Wisconsin",55,2650,857,203,0.236872812
17067,"Athens village, Wisconsin",55,3550,1105,269,0.243438914
17068,"Antigo city, Wisconsin",55,2250,7994,2697,0.337378034
17069,"Arcadia city, Wisconsin",55,2500,2844,1206,0.424050633
17070,"Arpin village, Wisconsin",55,3025,325,72,0.221538462
17071,"Auburndale village, Wisconsin",55,3775,703,150,0.213371266
17072,"Baileys Harbor CDP, Wisconsin",55,4300,257,44,0.171206226
17073,"Baldwin village, Wisconsin",55,4400,3898,1117,0.286557209
17074,"Balsam Lake village, Wisconsin",55,4475,920,242,0.263043478
17075,"Bancroft CDP, Wisconsin",55,4525,535,85,0.158878505
17076,"Bangor village, Wisconsin",55,4550,1459,290,0.198766278
17077,"Leopolis CDP, Wisconsin",55,43575,87,32,0.367816092
17078,"Lewis CDP, Wisconsin",55,43725,164,38,0.231707317
17079,"Lily Lake CDP, Wisconsin",55,43985,477,72,0.150943396
17080,"Lime Ridge village, Wisconsin",55,44225,162,34,0.209876543
17081,"Linden village, Wisconsin",55,44625,549,94,0.171220401
17082,"Little Chute village, Wisconsin",55,44950,10370,2846,0.274445516
17083,"Little Round Lake CDP, Wisconsin",55,45220,1062,818,0.770244821
17084,"Little Sturgeon CDP, Wisconsin",55,45225,136,20,0.147058824
17085,"Livingston village, Wisconsin",55,45325,658,121,0.183890578
17086,"Lone Rock village, Wisconsin",55,45575,888,253,0.28490991
17087,"Barneveld village, Wisconsin",55,4775,1221,195,0.15970516
17088,"Lodi city, Wisconsin",55,45350,2984,862,0.288873995
17089,"Loganville village, Wisconsin",55,45400,300,83,0.276666667
17090,"Lohrville village, Wisconsin",55,45425,402,54,0.134328358
17091,"Lomira village, Wisconsin",55,45475,2394,990,0.413533835
17092,"Long Lake CDP, Wisconsin",55,45600,50,5,0.1
17093,"Lowell village, Wisconsin",55,45950,340,87,0.255882353
17094,"Loyal city, Wisconsin",55,46075,1261,265,0.210150674
17095,"Lublin village, Wisconsin",55,46150,118,30,0.254237288
17096,"Luck village, Wisconsin",55,46200,1059,321,0.303116147
17097,"Luxemburg village, Wisconsin",55,46400,2503,685,0.273671594
17098,"McFarland village, Wisconsin",55,46850,7808,1735,0.222207992
17099,"Eastvale CDP, California",6,21230,53660,9724,0.181215058
17100,"Edgewood CDP, California",6,21530,43,6,0.139534884
17101,"Edmundson Acres CDP, California",6,21558,279,124,0.444444444
17102,"Edna CDP, California",6,21565,193,41,0.212435233
17103,"Edwards AFB CDP, California",6,21600,1834,1818,0.9912759
17104,"Sky Valley CDP, California",6,72156,2397,511,0.213183146
17105,"Sleepy Hollow CDP, California",6,72184,2314,220,0.095073466
17106,"Smartsville CDP, California",6,72282,177,51,0.288135593
17107,"Smith Corner CDP, California",6,72338,524,260,0.496183206
17108,"Soda Bay CDP, California",6,72478,1008,302,0.299603175
17109,"El Cajon city, California",6,21712,96996,58896,0.607200297
17110,"El Centro city, California",6,21782,41782,20353,0.487123642
17111,"El Cerrito city, California",6,21796,23456,8982,0.382929741
17112,"Smith River CDP, California",6,72380,866,393,0.453810624
17113,"Snelling CDP, California",6,72408,231,118,0.510822511
17114,"Soda Springs CDP, California",6,72492,81,39,0.481481481
17115,"Solana Beach city, California",6,72506,12867,4948,0.384549623
17116,"Soledad city, California",6,72520,15635,6993,0.44726575
17117,"Solvang city, California",6,72576,5190,2318,0.446628131
17118,"Sonoma city, California",6,72646,10411,4117,0.395447123
17119,"Sonora city, California",6,72674,4613,2653,0.575113809
17120,"Soquel CDP, California",6,72688,9595,2941,0.306513809
17121,"Soulsbyville CDP, California",6,72772,2215,542,0.24469526
17122,"South Lake Tahoe city, California",6,73108,21034,13350,0.634686698
17123,"South El Monte city, California",6,72996,20059,10755,0.536168304
17124,"South Dos Palos CDP, California",6,72954,1620,654,0.403703704
17125,"South Gate city, California",6,73080,94308,47643,0.505185138
17126,"South Monrovia Island CDP, California",6,73167,6620,1785,0.269637462
17127,"South Oroville CDP, California",6,73178,5624,3085,0.548541963
17128,"South Pasadena city, California",6,73220,25456,12271,0.482047454
17129,"South San Francisco city, California",6,73262,63053,25251,0.400472618
17130,"South San Gabriel CDP, California",6,73276,7834,2289,0.292187899
17131,"South San Jose Hills CDP, California",6,73290,20524,5230,0.254823621
17132,"South Taft CDP, California",6,73388,2028,1238,0.610453649
17133,"Spring Garden CDP, California",6,73654,16,2,0.125
17134,"South Whittier CDP, California",6,73430,56859,20809,0.365975483
17135,"Spaulding CDP, California",6,73554,178,20,0.112359551
17136,"Spreckels CDP, California",6,73612,673,206,0.306092125
17137,"Spring Valley CDP (Lake County), California",6,73690,845,107,0.126627219
17138,"Spring Valley CDP (San Diego County), California",6,73696,28040,10910,0.389087019
17139,"Spring Valley Lake CDP, California",6,73700,8220,2526,0.30729927
17140,"Springville CDP, California",6,73710,934,353,0.377944325
17141,"Squaw Valley CDP, California",6,73794,3160,512,0.162025316
17142,"Squirrel Mountain Valley CDP, California",6,73815,547,59,0.10786106
17143,"Stevenson Ranch CDP, California",6,74130,17557,3738,0.212906533
17144,"Stallion Springs CDP, California",6,73868,2488,432,0.173633441
17145,"Stanford CDP, California",6,73906,7679,5657,0.736684464
17146,"Stanton city, California",6,73962,37836,19803,0.523390422
17147,"Stevinson CDP, California",6,74144,313,145,0.463258786
17148,"Stinson Beach CDP, California",6,74172,629,204,0.324324324
17149,"Stirling City CDP, California",6,74186,295,131,0.444067797
17150,"Stockton city, California",6,75000,285973,139738,0.488640536
17151,"Stonyford CDP, California",6,75154,149,52,0.348993289
17152,"Storrie CDP, California",6,75168,4,2,0.5
17153,"Stratford CDP, California",6,75252,1277,450,0.35238841
17154,"Strathmore CDP, California",6,75280,2819,1344,0.47676481
17155,"Sugarloaf Saw Mill CDP, California",6,75592,18,0,0
17156,"Strawberry CDP (Marin County), California",6,75315,5147,2763,0.536817564
17157,"Strawberry CDP (Tuolumne County), California",6,75322,84,6,0.071428571
17158,"Sugarloaf Mountain Park CDP, California",6,75588,0,0,0
17159,"Sugarloaf Village CDP, California",6,75596,10,0,0
17160,"Suisun City city, California",6,75630,28067,8695,0.30979442
17161,"Sultana CDP, California",6,75672,775,521,0.672258065
17162,"Miller City village, Ohio",39,50358,137,14,0.102189781
17163,"Millersport village, Ohio",39,50400,1044,335,0.320881226
17164,"Millfield CDP, Ohio",39,50456,341,122,0.357771261
17165,"Millville village, Ohio",39,50540,708,120,0.169491525
17166,"Milton Center village, Ohio",39,50708,144,26,0.180555556
17167,"Miltonsburg village, Ohio",39,50722,43,8,0.186046512
17168,"Minford CDP, Ohio",39,50876,627,171,0.272727273
17169,"Mineral Ridge CDP, Ohio",39,50778,3616,814,0.225110619
17170,"Minerva village, Ohio",39,50834,3694,1326,0.358960476
17171,"Minerva Park village, Ohio",39,50862,1272,102,0.080188679
17172,"Monroe city, Ohio",39,51310,12250,2197,0.179346939
17173,"Mineral City village, Ohio",39,50764,727,200,0.275103164
17174,"Mingo Junction village, Ohio",39,50904,3454,1025,0.296757383
17175,"Minster village, Ohio",39,50918,2717,351,0.129186603
17176,"Mogadore village, Ohio",39,51058,3844,701,0.182362123
17177,"Monfort Heights CDP, Ohio",39,51212,11936,1598,0.133880697
17178,"Monroeville village, Ohio",39,51618,1400,508,0.362857143
17179,"Montrose-Ghent CDP, Ohio",39,51816,5177,323,0.062391346
17180,"Montezuma village, Ohio",39,51674,165,46,0.278787879
17181,"Montgomery city, Ohio",39,51716,9996,1007,0.100740296
17182,"Montpelier village, Ohio",39,51772,4011,1473,0.36724009
17183,"Moraine city, Ohio",39,52010,6204,2628,0.423597679
17184,"Moreland Hills village, Ohio",39,52052,3315,158,0.047662142
17185,"Morgandale CDP, Ohio",39,52178,1224,369,0.301470588
17186,"Morral village, Ohio",39,52276,399,55,0.137844612
17187,"Morristown village, Ohio",39,52346,278,56,0.201438849
17188,"Morrow village, Ohio",39,52374,1149,469,0.408181027
17189,"Mount Cory village, Ohio",39,52668,204,20,0.098039216
17190,"Moscow village, Ohio",39,52416,185,67,0.362162162
17191,"Mount Blanchard village, Ohio",39,52598,492,143,0.290650407
17192,"Mount Carmel CDP, Ohio",39,52612,4741,1627,0.343176545
17193,"Lahoma town, Oklahoma",40,40700,611,82,0.134206219
17194,"Lake Aluma town, Oklahoma",40,40800,88,1,0.011363636
17195,"Lamont town, Oklahoma",40,41350,417,125,0.299760192
17196,"Lamar town, Oklahoma",40,41250,158,18,0.113924051
17197,"Lambert town, Oklahoma",40,41300,6,0,0
17198,"Lane CDP, Oklahoma",40,41400,414,71,0.171497585
17199,"Langley town, Oklahoma",40,41500,819,223,0.272283272
17200,"Langston town, Oklahoma",40,41550,450,280,0.622222222
17201,"Laverne town, Oklahoma",40,41700,1344,357,0.265625
17202,"Lawrence Creek town, Oklahoma",40,41760,149,11,0.073825503
17203,"Lawton city, Oklahoma",40,41850,86724,44056,0.508002398
17204,"Leach CDP, Oklahoma",40,41900,237,41,0.172995781
17205,"Lehigh city, Oklahoma",40,42200,356,32,0.08988764
17206,"Lebanon CDP, Oklahoma",40,41950,303,97,0.320132013
17207,"Leedey town, Oklahoma",40,42050,435,104,0.23908046
17208,"Le Flore town, Oklahoma",40,42150,190,54,0.284210526
17209,"Lenapah town, Oklahoma",40,42300,293,80,0.273037543
17210,"Leon town, Oklahoma",40,42450,91,21,0.230769231
17211,"Lexington city, Oklahoma",40,42700,2016,702,0.348214286
17212,"Liberty CDP, Oklahoma",40,42855,220,11,0.05
17213,"Liberty town, Oklahoma",40,42860,220,57,0.259090909
17214,"Lima town, Oklahoma",40,43000,53,6,0.113207547
17215,"Locust Grove town, Oklahoma",40,43500,1423,569,0.399859452
17216,"Limestone CDP, Oklahoma",40,43057,629,32,0.050874404
17217,"Lindsay city, Oklahoma",40,43150,2787,914,0.327951202
17218,"Loco town, Oklahoma",40,43450,122,9,0.073770492
17219,"Lone Grove city, Oklahoma",40,43750,5042,1282,0.254264181
17220,"Lone Wolf town, Oklahoma",40,43850,438,105,0.239726027
17221,"Long CDP, Oklahoma",40,43900,370,58,0.156756757
17222,"Longdale town, Oklahoma",40,43950,262,48,0.183206107
17223,"Longtown CDP, Oklahoma",40,43975,2739,384,0.140197152
17224,"Lookeba town, Oklahoma",40,44000,166,63,0.379518072
17225,"Lyons Switch CDP, Oklahoma",40,44775,288,64,0.222222222
17226,"Lost City CDP, Oklahoma",40,44075,770,88,0.114285714
17227,"Lotsee town, Oklahoma",40,44100,2,0,0
17228,"Loveland town, Oklahoma",40,44150,13,4,0.307692308
17229,"Loyal town, Oklahoma",40,44300,79,22,0.278481013
17230,"Oxford town, Indiana",18,57546,1162,291,0.250430293
17231,"Painted Hills CDP, Indiana",18,57632,677,45,0.066469719
17232,"Palmyra town, Indiana",18,57726,930,310,0.333333333
17233,"Paoli town, Indiana",18,57780,3488,1191,0.341456422
17234,"Paragon town, Indiana",18,57870,659,287,0.435508346
17235,"Patoka town, Indiana",18,58320,735,124,0.168707483
17236,"Parker City town, Indiana",18,57978,1340,368,0.274626866
17237,"Pendleton town, Indiana",18,58662,4164,1275,0.306195965
17238,"Parkers Settlement CDP, Indiana",18,58050,711,59,0.082981716
17239,"Patriot town, Indiana",18,58392,209,95,0.454545455
17240,"Pennville town, Indiana",18,58788,701,168,0.239657632
17241,"Perrysville town, Indiana",18,59238,456,82,0.179824561
17242,"Peru city, Indiana",18,59328,11295,3611,0.319698982
17243,"Petersburg city, Indiana",18,59364,2237,713,0.318730443
17244,"Pierceton town, Indiana",18,59598,1015,262,0.258128079
17245,"Plainville town, Indiana",18,60264,468,132,0.282051282
17246,"Pine Village town, Indiana",18,60084,217,55,0.253456221
17247,"Pittsboro town, Indiana",18,60192,2928,449,0.153346995
17248,"Plainfield town, Indiana",18,60246,25016,6950,0.277822194
17249,"Plymouth city, Indiana",18,60822,9822,4053,0.412645082
17250,"Odebolt city, Iowa",19,58575,980,143,0.145918367
17251,"Olds city, Iowa",19,58890,229,62,0.270742358
17252,"Oelwein city, Iowa",19,58620,6248,1866,0.29865557
17253,"Ogden city, Iowa",19,58665,2011,390,0.193933366
17254,"Okoboji city, Iowa",19,58710,807,163,0.201982652
17255,"Olin city, Iowa",19,58980,698,168,0.240687679
17256,"Ollie city, Iowa",19,59070,215,38,0.176744186
17257,"Onawa city, Iowa",19,59115,2934,905,0.308452624
17258,"Onslow city, Iowa",19,59250,197,45,0.228426396
17259,"Orange City city, Iowa",19,59475,4974,815,0.163852031
17260,"Orchard city, Iowa",19,59520,71,10,0.14084507
17261,"Osage city, Iowa",19,59745,3488,740,0.212155963
17262,"Orient city, Iowa",19,59565,408,81,0.198529412
17263,"Orleans city, Iowa",19,59655,608,43,0.070723684
17264,"Ossian city, Iowa",19,59970,800,138,0.1725
17265,"Osceola city, Iowa",19,59835,4789,1775,0.370641052
17266,"Oskaloosa city, Iowa",19,59925,10844,3678,0.339173737
17267,"Osterdock city, Iowa",19,60015,59,8,0.13559322
17268,"Otho city, Iowa",19,60105,542,160,0.295202952
17269,"Oto city, Iowa",19,60240,108,22,0.203703704
17270,"Otranto CDP, Iowa",19,60285,27,5,0.185185185
17271,"Oxford city, Iowa",19,60645,807,155,0.192069393
17272,"Ottosen city, Iowa",19,60420,55,3,0.054545455
17273,"Ottumwa city, Iowa",19,60465,24197,7077,0.292474274
17274,"Owasa city, Iowa",19,60555,43,12,0.279069767
17275,"Oxford Junction city, Iowa",19,60690,496,151,0.304435484
17276,"Oyens city, Iowa",19,60780,103,1,0.009708738
17277,"Pacific Junction city, Iowa",19,60825,471,104,0.220806794
17278,"Packwood city, Iowa",19,60915,204,46,0.225490196
17279,"Palmer city, Iowa",19,61050,165,27,0.163636364
17280,"Palo city, Iowa",19,61230,1026,76,0.074074074
17281,"Parkersburg city, Iowa",19,61590,1870,321,0.171657754
17282,"Panama city, Iowa",19,61275,221,24,0.108597285
17283,"Panora city, Iowa",19,61320,1064,279,0.262218045
17284,"Panorama Park city, Iowa",19,61365,129,12,0.093023256
17285,"Park View CDP, Iowa",19,61725,2389,711,0.297614064
17286,"Parnell city, Iowa",19,61770,193,24,0.124352332
17287,"Paton city, Iowa",19,61815,236,46,0.194915254
17288,"Patterson city, Iowa",19,61860,130,14,0.107692308
17289,"Paullina city, Iowa",19,61905,1056,172,0.162878788
17290,"Perry city, Iowa",19,62355,7557,2717,0.359534207
17291,"Pella city, Iowa",19,62040,8946,2310,0.258215962
17292,"Peosta city, Iowa",19,62130,1377,171,0.124183007
17293,"Percival CDP, Iowa",19,62175,87,10,0.114942529
17294,"Persia city, Iowa",19,62445,319,74,0.231974922
17295,"Peterson city, Iowa",19,62625,334,43,0.128742515
17296,"Pierson city, Iowa",19,62760,366,72,0.196721311
17297,"Pilot Mound city, Iowa",19,62850,173,36,0.208092486
17298,"Pioneer city, Iowa",19,62985,23,4,0.173913043
17299,"Pisgah city, Iowa",19,63075,251,62,0.247011952
17300,"Plainfield city, Iowa",19,63210,436,85,0.194954128
17301,"Linden city, Texas",48,42844,1862,733,0.393662728
17302,"Lindsay city, Texas",48,42868,1018,135,0.132612967
17303,"Lindsay CDP, Texas",48,42874,271,17,0.062730627
17304,"Linn CDP, Texas",48,42916,801,100,0.124843945
17305,"Lipan city, Texas",48,42940,430,92,0.213953488
17306,"Little River-Academy city, Texas",48,43066,1961,482,0.245792963
17307,"Lipscomb CDP, Texas",48,42952,33,6,0.181818182
17308,"Little Elm city, Texas",48,43012,25898,4809,0.185690015
17309,"Littlefield city, Texas",48,43024,6292,1828,0.290527654
17310,"Live Oak city, Texas",48,43096,13116,4519,0.344541019
17311,"Liverpool city, Texas",48,43120,482,90,0.186721992
17312,"Livingston town, Texas",48,43132,5055,2293,0.453610287
17313,"Llano city, Texas",48,43144,3133,950,0.303223747
17314,"Llano Grande CDP, Texas",48,43150,3008,488,0.162234043
17315,"Lockhart city, Texas",48,43240,11376,4462,0.392229255
17316,"Loma Grande CDP, Texas",48,43458,107,11,0.102803738
17317,"Lockney town, Texas",48,43252,1807,518,0.286662977
17318,"Log Cabin city, Texas",48,43354,714,146,0.204481793
17319,"Lolita CDP, Texas",48,43432,555,136,0.245045045
17320,"Loma Linda CDP, Texas",48,43460,122,19,0.155737705
17321,"Loma Linda East CDP (Starr County), Texas",48,43463,44,23,0.522727273
17322,"Loma Linda West CDP, Texas",48,43465,114,14,0.122807018
17323,"Loma Vista CDP, Texas",48,43474,160,48,0.3
17324,"Lometa city, Texas",48,43516,828,353,0.426328502
17325,"Lone Oak city, Texas",48,43636,598,180,0.301003344
17326,"Lone Star city, Texas",48,43684,1581,618,0.390891841
17327,"Lope?o CDP, Texas",48,43960,174,39,0.224137931
17328,"Longoria CDP, Texas",48,43822,92,23,0.25
17329,"Longview city, Texas",48,43888,76765,32240,0.419983065
17330,"Loop CDP, Texas",48,43948,223,84,0.376681614
17331,"Lopezville CDP, Texas",48,43972,4333,1373,0.316870529
17332,"Loraine town, Texas",48,43996,602,140,0.23255814
17333,"Lorena city, Texas",48,44020,1691,391,0.231224128
17334,"Lorenzo city, Texas",48,44032,1147,411,0.358326068
17335,"Los Altos CDP, Texas",48,44038,140,46,0.328571429
17336,"Los Alvarez CDP, Texas",48,44044,303,15,0.04950495
17337,"Los Angeles CDP, Texas",48,44062,121,6,0.049586777
17338,"Los Centenarios CDP, Texas",48,44078,87,22,0.252873563
17339,"Los Arcos CDP, Texas",48,44072,127,41,0.322834646
17340,"Los Arrieros CDP, Texas",48,44075,91,15,0.164835165
17341,"Los Barreras CDP, Texas",48,44076,288,36,0.125
17342,"Los Corralitos CDP, Texas",48,44079,35,2,0.057142857
17343,"Los Ebanos CDP (Hidalgo County), Texas",48,44104,335,72,0.214925373
17344,"Los Ebanos CDP (Starr County), Texas",48,44110,280,13,0.046428571
17345,"Los Fresnos city, Texas",48,44116,5542,1646,0.297004691
17346,"Los Fresnos CDP, Texas",48,44120,67,16,0.23880597
17347,"Los Huisaches CDP, Texas",48,44123,17,3,0.176470588
17348,"Los Indios town, Texas",48,44128,1083,174,0.16066482
17349,"Los Lobos CDP, Texas",48,44142,9,0,0
17350,"Los Minerales CDP, Texas",48,44145,20,5,0.25
17351,"Los Nopalitos CDP, Texas",48,44146,62,13,0.209677419
17352,"Los Ybanez city, Texas",48,44170,19,15,0.789473684
17353,"Lost Creek CDP, Texas",48,44166,4509,229,0.050787314
17354,"Los Veteranos I CDP, Texas",48,44167,24,12,0.5
17355,"Los Veteranos II CDP, Texas",48,44168,24,8,0.333333333
17356,"Centerville city, Utah",49,11980,15311,1827,0.119325975
17357,"Clearfield city, Utah",49,13850,28849,11390,0.394814378
17358,"Cornish town, Utah",49,15940,288,37,0.128472222
17359,"Coalville city, Utah",49,14840,1363,340,0.249449743
17360,"Copperton CDP, Utah",49,15720,826,184,0.222760291
17361,"Corinne city, Utah",49,15830,685,108,0.157664234
17362,"Cottonwood Heights city, Utah",49,16270,33419,8268,0.247404171
17363,"Cove CDP, Utah",49,16490,460,53,0.115217391
17364,"Dammeron Valley CDP, Utah",49,18090,803,52,0.064757161
17365,"Daniel town, Utah",49,18140,938,169,0.180170576
