,NAME,state,place,H011001,H011004,% Renters
17366,"Delta city, Utah",49,18910,3347,1106,0.330445175
17367,"Deseret CDP, Utah",49,19020,353,52,0.147308782
17368,"Deweyville town, Utah",49,19680,332,53,0.159638554
17369,"Dugway CDP, Utah",49,20450,769,769,1
17370,"Deephaven city, Minnesota",27,15148,3618,224,0.061912659
17371,"Deer Creek city, Minnesota",27,15184,322,65,0.201863354
17372,"Delano city, Minnesota",27,15454,5406,929,0.171846097
17373,"Deer River city, Minnesota",27,15310,892,335,0.375560538
17374,"Deerwood city, Minnesota",27,15346,532,157,0.295112782
17375,"De Graff city, Minnesota",27,15418,115,14,0.12173913
17376,"Delavan city, Minnesota",27,15472,179,26,0.145251397
17377,"Myrtle town, Mississippi",28,50280,490,215,0.43877551
17378,"Natchez city, Mississippi",28,50440,15455,6539,0.423099321
17379,"New Augusta town, Mississippi",28,51040,644,179,0.277950311
17380,"Nellieburg CDP, Mississippi",28,50720,1224,229,0.187091503
17381,"Nettleton city, Mississippi",28,50880,1972,657,0.3331643
17382,"New Albany city, Mississippi",28,51000,7751,3279,0.423042188
17383,"New Hamilton CDP, Mississippi",28,51240,553,128,0.231464738
17384,"New Hebron town, Mississippi",28,51360,447,115,0.257270694
17385,"New Hope CDP, Mississippi",28,51400,3193,378,0.118383965
17386,"New Houlka town, Mississippi",28,51420,626,229,0.365814696
17387,"Newton city, Mississippi",28,51720,3211,1138,0.354406727
17388,"Olive Branch city, Mississippi",28,54040,33484,6711,0.200424083
17389,"North Carrollton town, Mississippi",28,52400,473,182,0.384778013
17390,"North Tunica CDP, Mississippi",28,52680,988,450,0.455465587
17391,"Oakland town, Mississippi",28,53200,527,137,0.259962049
17392,"Osyka town, Mississippi",28,54640,440,125,0.284090909
17393,"Oxford city, Mississippi",28,54840,18032,11387,0.631488465
17394,"Pace town, Mississippi",28,54920,274,57,0.208029197
17395,"Pass Christian city, Mississippi",28,55400,4556,1029,0.225856014
17396,"Pachuta town, Mississippi",28,54960,261,83,0.318007663
17397,"Paden village, Mississippi",28,55000,116,23,0.198275862
17398,"Pascagoula city, Mississippi",28,55360,21577,9168,0.424896881
17399,"Pearl city, Mississippi",28,55760,25022,9488,0.379186316
17400,"Pearlington CDP, Mississippi",28,55920,1332,128,0.096096096
17401,"Pearl River CDP, Mississippi",28,55930,3506,899,0.25641757
17402,"Pelahatchie town, Mississippi",28,56200,1316,433,0.329027356
17403,"Petal city, Mississippi",28,56800,10397,2736,0.263152833
17404,"Philadelphia city, Mississippi",28,56960,7261,3180,0.437956204
17405,"Plantersville town, Mississippi",28,58440,1114,470,0.421903052
17406,"Picayune city, Mississippi",28,57160,10769,4375,0.406258706
17407,"Pickens town, Mississippi",28,57200,1157,328,0.283491789
17408,"Pittsboro village, Mississippi",28,58360,177,35,0.197740113
17409,"Polkville town, Mississippi",28,58960,833,177,0.212484994
17410,"Pontotoc city, Mississippi",28,59160,5448,2149,0.394456681
17411,"Pope village, Mississippi",28,59240,215,52,0.241860465
17412,"Port Gibson city, Mississippi",28,59560,1567,648,0.413529036
17413,"Quitman city, Mississippi",28,60720,2275,849,0.373186813
17414,"Prentiss town, Mississippi",28,59920,965,270,0.279792746
17415,"Puckett village, Mississippi",28,60360,316,83,0.262658228
17416,"Purvis city, Mississippi",28,60480,2045,708,0.346210269
17417,"Raleigh town, Mississippi",28,60840,1374,317,0.230713246
17418,"Rawls Springs CDP, Mississippi",28,61080,1254,383,0.305422648
17419,"Raymond city, Mississippi",28,61160,1026,378,0.368421053
17420,"Redwater CDP, Mississippi",28,61400,633,148,0.233807267
17421,"Renova town, Mississippi",28,61890,668,229,0.342814371
17422,"Richland city, Mississippi",28,62400,6912,2284,0.330439815
17423,"Ripley city, Mississippi",28,62600,5305,2078,0.391705938
17424,"Richton town, Mississippi",28,62480,978,392,0.400817996
17425,"Ridgeland city, Mississippi",28,62520,23755,11106,0.467522627
17426,"Rienzi town, Mississippi",28,62560,317,56,0.176656151
17427,"Robinhood CDP, Mississippi",28,62900,1605,349,0.217445483
17428,"Nicholson CDP, Mississippi",28,51840,3092,1069,0.345730918
17429,"Noxapater town, Mississippi",28,52880,472,214,0.453389831
17430,"Ocean Springs city, Mississippi",28,53520,17320,4539,0.262066975
17431,"Okolona city, Mississippi",28,53680,2630,1089,0.414068441
17432,"Poplarville city, Mississippi",28,59480,2213,889,0.401717126
17433,"Potts Camp town, Mississippi",28,59720,523,153,0.292543021
17434,"Purdin city, Missouri",29,60158,190,34,0.178947368
17435,"Purdy city, Missouri",29,60176,1098,410,0.373406193
17436,"Readstown village, Wisconsin",55,66450,409,120,0.293398533
17437,"Redgranite village, Wisconsin",55,66625,1104,407,0.36865942
17438,"Reedsburg city, Wisconsin",55,66800,9141,3019,0.330270211
17439,"Reedsville village, Wisconsin",55,66875,1206,289,0.239635158
17440,"Reeseville village, Wisconsin",55,66900,705,177,0.25106383
17441,"Rib Lake village, Wisconsin",55,67275,864,313,0.362268519
17442,"Reserve CDP, Wisconsin",55,67050,429,175,0.407925408
17443,"Rewey village, Wisconsin",55,67100,292,104,0.356164384
17444,"Rhinelander city, Wisconsin",55,67200,7439,2864,0.384997984
17445,"Rib Mountain CDP, Wisconsin",55,67320,5636,632,0.112136267
17446,"Rice Lake city, Wisconsin",55,67350,8227,3234,0.393095904
17447,"Richfield village, Wisconsin",55,67475,11300,441,0.039026549
17448,"Richland Center city, Wisconsin",55,67625,5007,1815,0.36249251
17449,"Ridgeland village, Wisconsin",55,67800,273,72,0.263736264
17450,"Ridgeway village, Wisconsin",55,67875,643,108,0.167962675
17451,"Rio village, Wisconsin",55,68100,1059,258,0.243626062
17452,"Roberts village, Wisconsin",55,68475,1651,432,0.2616596
17453,"River Hills village, Wisconsin",55,68325,1597,72,0.045084534
17454,"Ripon city, Wisconsin",55,68175,6766,2228,0.329293526
17455,"River Falls city, Wisconsin",55,68275,12461,5090,0.40847444
17456,"Rochester village, Wisconsin",55,68550,3655,596,0.163064295
17457,"Rockdale village, Wisconsin",55,68725,214,56,0.261682243
17458,"Rockland village, Wisconsin",55,68900,594,138,0.232323232
17459,"Rock Springs village, Wisconsin",55,68975,362,65,0.179558011
17460,"Rome CDP, Wisconsin",55,69300,689,78,0.113207547
17461,"Rudolph village, Wisconsin",55,70000,434,82,0.188940092
17462,"Rosendale village, Wisconsin",55,69525,1063,155,0.145813735
17463,"Rosholt village, Wisconsin",55,69575,506,132,0.260869565
17464,"Rothschild village, Wisconsin",55,69725,5223,1118,0.214053226
17465,"St. Cloud village, Wisconsin",55,70500,477,65,0.136268344
17466,"St. Croix Falls city, Wisconsin",55,70550,2069,734,0.354760754
17467,"St. Francis city, Wisconsin",55,70650,9063,3645,0.402184707
17468,"St. Joseph CDP, Wisconsin",55,70815,423,48,0.113475177
17469,"St. Nazianz village, Wisconsin",55,71025,783,166,0.212005109
17470,"St. Peter CDP, Wisconsin",55,71050,1489,48,0.0322364
17471,"Sandy Hook CDP, Wisconsin",55,71585,309,44,0.142394822
17472,"Sayner CDP, Wisconsin",55,71950,207,61,0.29468599
17473,"Sauk City village, Wisconsin",55,71650,3298,1112,0.337174045
17474,"Saukville village, Wisconsin",55,71700,4445,1300,0.292463442
17475,"Saxon CDP, Wisconsin",55,71850,90,8,0.088888889
17476,"Carolina zona urbana, Puerto Rico",72,14290,157322,45515,0.289311094
17477,"Cayuco comunidad, Puerto Rico",72,15623,1120,339,0.302678571
17478,"Carrizales comunidad, Puerto Rico",72,14634,2738,501,0.182980278
17479,"Cata?o zona urbana, Puerto Rico",72,15193,28081,10246,0.364873046
17480,"Cayey zona urbana, Puerto Rico",72,15494,16551,7473,0.451513504
17481,"Ceiba zona urbana, Puerto Rico",72,15924,5633,1756,0.311734422
17482,"Cerillos Hoyos comunidad, Puerto Rico",72,17050,748,162,0.21657754
17483,"Ceiba comunidad, Puerto Rico",72,16139,3338,635,0.190233673
17484,"Celada comunidad, Puerto Rico",72,16440,4081,748,0.18328841
17485,"Central Aguirre comunidad, Puerto Rico",72,16526,1301,270,0.207532667
17486,"Ciales zona urbana, Puerto Rico",72,17773,2591,1121,0.432651486
17487,"Cidra zona urbana, Puerto Rico",72,18074,5075,2147,0.423054187
17488,"Comunas comunidad, Puerto Rico",72,19837,1900,368,0.193684211
17489,"Coamo zona urbana, Puerto Rico",72,18719,11472,4336,0.377963738
17490,"Coco comunidad, Puerto Rico",72,18891,5758,1177,0.204411254
17491,"Comer?o zona urbana, Puerto Rico",72,19665,4000,1898,0.4745
17492,"Coqu? comunidad, Puerto Rico",72,20310,3293,978,0.296993623
17493,"Corral Viejo comunidad, Puerto Rico",72,21020,260,97,0.373076923
17494,"Coraz?n comunidad, Puerto Rico",72,20353,2131,607,0.284842797
17495,"Corcovado comunidad, Puerto Rico",72,20482,1405,302,0.214946619
17496,"Corozal zona urbana, Puerto Rico",72,20783,10124,3320,0.327933623
17497,"Duque comunidad, Puerto Rico",72,24395,1309,295,0.225362872
17498,"Culebra zona urbana, Puerto Rico",72,22589,1590,488,0.306918239
17499,"Crown Point CDP, Alaska",2,17960,66,16,0.242424242
17500,"Deering city, Alaska",2,18510,122,48,0.393442623
17501,"Delta Junction city, Alaska",2,18620,958,378,0.394572025
17502,"Diomede city, Alaska",2,19060,115,35,0.304347826
17503,"Deltana CDP, Alaska",2,18675,2234,422,0.188898836
17504,"Diamond Ridge CDP, Alaska",2,18925,1156,177,0.153114187
17505,"Dillingham city, Alaska",2,18950,2277,963,0.422924901
17506,"Dot Lake CDP, Alaska",2,19720,13,6,0.461538462
17507,"Dot Lake Village CDP, Alaska",2,19750,62,19,0.306451613
17508,"Dry Creek CDP, Alaska",2,20020,94,79,0.840425532
17509,"Eagle city, Alaska",2,20380,86,0,0
17510,"Eagle Village CDP, Alaska",2,20600,67,15,0.223880597
17511,"Eielson AFB CDP, Alaska",2,21370,2222,2209,0.994149415
17512,"Edna Bay CDP, Alaska",2,20970,42,5,0.119047619
17513,"Eek city, Alaska",2,21040,296,99,0.334459459
17514,"Egegik city, Alaska",2,21150,72,12,0.166666667
17515,"Ekwok city, Alaska",2,21810,115,18,0.156521739
17516,"Elfin Cove CDP, Alaska",2,22140,20,5,0.25
17517,"Elim city, Alaska",2,22250,330,138,0.418181818
17518,"Emmonak city, Alaska",2,22910,762,79,0.103674541
17519,"Ester CDP, Alaska",2,23460,2287,849,0.371228684
17520,"Eureka Roadhouse CDP, Alaska",2,23720,29,6,0.206896552
17521,"Evansville CDP, Alaska",2,23790,15,7,0.466666667
17522,"Farmers Loop CDP, Alaska",2,24980,4853,867,0.17865238
17523,"Excursion Inlet CDP, Alaska",2,23900,12,7,0.583333333
17524,"Fairbanks city, Alaska",2,24230,29017,18531,0.638625633
17525,"False Pass city, Alaska",2,24660,35,11,0.314285714
17526,"Farm Loop CDP, Alaska",2,25000,1021,154,0.150832517
17527,"Ferry CDP, Alaska",2,25220,33,0,0
17528,"Fishhook CDP, Alaska",2,25550,4655,524,0.112567132
17529,"Flat CDP, Alaska",2,25880,0,0,0
17530,"Fort Greely CDP, Alaska",2,26100,510,504,0.988235294
17531,"Fort Yukon city, Alaska",2,26760,581,136,0.234079174
17532,"Evening Shade city, Arkansas",5,22360,432,79,0.18287037
17533,"Everton town, Arkansas",5,22450,133,41,0.308270677
17534,"Fairfield Bay city, Arkansas",5,22660,2303,460,0.19973947
17535,"Fargo town, Arkansas",5,23140,98,18,0.183673469
17536,"Farmington city, Arkansas",5,23170,5974,2045,0.342316706
17537,"Fisher city, Arkansas",5,23800,223,67,0.30044843
17538,"Fayetteville city, Arkansas",5,23290,66762,36238,0.542793805
17539,"Felsenthal town, Arkansas",5,23320,150,29,0.193333333
17540,"Fifty-Six city, Arkansas",5,23680,173,42,0.242774566
17541,"Flippin city, Arkansas",5,24010,1355,658,0.485608856
17542,"Fordyce city, Arkansas",5,24220,3911,1596,0.408079775
17543,"Foreman city, Arkansas",5,24250,1011,332,0.328387735
17544,"Forrest City city, Arkansas",5,24430,11287,6268,0.55532914
17545,"Fort Smith city, Arkansas",5,24550,84279,36597,0.434236287
17546,"Fouke city, Arkansas",5,24640,859,436,0.507566938
17547,"Franklin town, Arkansas",5,25030,198,34,0.171717172
17548,"Fountain Hill town, Arkansas",5,24670,175,56,0.32
17549,"Fountain Lake town, Arkansas",5,24700,503,106,0.210735586
17550,"Fourche town, Arkansas",5,24760,62,24,0.387096774
17551,"Fredonia (Biscoe) town, Arkansas",5,25060,363,83,0.228650138
17552,"Friendship town, Arkansas",5,25180,176,18,0.102272727
17553,"Fulton town, Arkansas",5,25360,201,46,0.228855721
17554,"Garfield town, Arkansas",5,25750,502,48,0.09561753
17555,"Garland town, Arkansas",5,25780,242,53,0.219008264
17556,"Garner town, Arkansas",5,25900,284,81,0.285211268
17557,"Georgetown town, Arkansas",5,26440,124,19,0.153225806
17558,"Gassville city, Arkansas",5,26050,1982,630,0.317860747
17559,"Gateway town, Arkansas",5,26110,405,94,0.232098765
17560,"Gentry city, Arkansas",5,26290,3158,1317,0.417036099
17561,"Gibson CDP, Arkansas",5,26710,3543,633,0.178662151
17562,"Gilbert town, Arkansas",5,26800,28,0,0
17563,"Gillett city, Arkansas",5,26980,691,215,0.311143271
17564,"Gillham town, Arkansas",5,27010,160,38,0.2375
17565,"Gilmore city, Arkansas",5,27040,188,55,0.292553191
17566,"Gould city, Arkansas",5,27730,837,271,0.323775388
17567,"Goshen town, Arkansas",5,27670,1071,134,0.125116713
17568,"Chimney Rock Village village, North Carolina",37,12460,113,29,0.256637168
17569,"China Grove town, North Carolina",37,12480,3530,1200,0.339943343
17570,"Chocowinity town, North Carolina",37,12580,814,387,0.475429975
17571,"Clarkton town, North Carolina",37,12780,810,359,0.443209877
17572,"Clayton town, North Carolina",37,12860,16018,5234,0.326757398
17573,"Clemmons village, North Carolina",37,12960,18414,3573,0.194037146
17574,"Cleveland town, North Carolina",37,13000,871,203,0.233065442
17575,"Cliffside CDP, North Carolina",37,13100,611,145,0.237315876
17576,"Clinton city, North Carolina",37,13240,7704,3753,0.487149533
17577,"Coinjock CDP, North Carolina",37,13500,335,113,0.337313433
17578,"Clyde town, North Carolina",37,13280,1223,460,0.376124285
17579,"Coats town, North Carolina",37,13360,2106,911,0.432573599
17580,"Cofield village, North Carolina",37,13460,407,182,0.447174447
17581,"Colerain town, North Carolina",37,13560,204,56,0.274509804
17582,"Columbia town, North Carolina",37,13940,885,394,0.44519774
17583,"Columbus town, North Carolina",37,13980,980,401,0.409183673
17584,"Como town, North Carolina",37,14060,91,32,0.351648352
17585,"Concord city, North Carolina",37,14100,78173,24159,0.309045323
17586,"Conetoe town, North Carolina",37,14200,294,96,0.326530612
17587,"Cooleemee town, North Carolina",37,14460,960,287,0.298958333
17588,"Connelly Springs town, North Carolina",37,14280,1669,399,0.239065309
17589,"Conover city, North Carolina",37,14340,8043,2521,0.313440259
17590,"Conway town, North Carolina",37,14400,836,353,0.422248804
17591,"Cordova CDP, North Carolina",37,14600,1775,446,0.251267606
17592,"Cornelius town, North Carolina",37,14700,24860,6405,0.2576428
17593,"Cove City town, North Carolina",37,15020,399,115,0.288220551
17594,"Cove Creek CDP, North Carolina",37,15040,1171,278,0.237403928
17595,"Cramerton town, North Carolina",37,15260,4085,915,0.223990208
17596,"Creedmoor city, North Carolina",37,15320,4094,1002,0.244748412
17597,"Creswell town, North Carolina",37,15420,276,141,0.510869565
17598,"Dallas town, North Carolina",37,16180,4488,1811,0.403520499
17599,"Cricket CDP, North Carolina",37,15440,1855,619,0.333692722
17600,"Crossnore town, North Carolina",37,15580,118,19,0.161016949
17601,"Cullowhee CDP, North Carolina",37,15880,2881,2427,0.842415828
17602,"Dana CDP, North Carolina",37,16220,3329,867,0.26043857
17603,"Danbury town, North Carolina",37,16240,110,19,0.172727273
17604,"Davidson town, North Carolina",37,16400,9150,1943,0.212349727
17605,"Davis CDP, North Carolina",37,16480,422,81,0.191943128
17606,"Deercroft CDP, North Carolina",37,16730,411,19,0.04622871
17607,"Delco CDP, North Carolina",37,16780,348,58,0.166666667
17608,"Dellview town, North Carolina",37,16820,13,4,0.307692308
17609,"Delway CDP, North Carolina",37,16860,203,65,0.320197044
17610,"Dover town, North Carolina",37,17660,401,120,0.29925187
17611,"Denton town, North Carolina",37,16980,1636,667,0.407701711
17612,"Denver CDP, North Carolina",37,17000,2309,685,0.296665223
17613,"Dillsboro town, North Carolina",37,17180,232,100,0.431034483
17614,"Dobbins Heights town, North Carolina",37,17325,866,342,0.394919169
17615,"Dobson town, North Carolina",37,17340,1397,692,0.495347173
17616,"Dortches town, North Carolina",37,17520,935,161,0.172192513
17617,"Drexel town, North Carolina",37,17860,1746,497,0.28465063
17618,"Dublin town, North Carolina",37,18040,338,136,0.402366864
17619,"Duck town, North Carolina",37,18060,369,71,0.192411924
17620,"Earl town, North Carolina",37,19140,260,65,0.25
17621,"Dundarrach CDP, North Carolina",37,18300,41,9,0.219512195
17622,"Dunn city, North Carolina",37,18320,9046,4407,0.487176653
17623,"Durham city, North Carolina",37,19000,218394,106179,0.486180939
17624,"East Arcadia town, North Carolina",37,19300,487,161,0.330595483
17625,"Porcupine CDP, North Dakota",38,63700,146,134,0.917808219
17626,"Portal city, North Dakota",38,63740,126,33,0.261904762
17627,"Portland city, North Dakota",38,63900,606,172,0.283828383
17628,"Ray city, North Dakota",38,65580,592,105,0.177364865
17629,"Powers Lake city, North Dakota",38,64140,280,70,0.25
17630,"Prairie Rose city, North Dakota",38,64320,73,6,0.082191781
17631,"Raleigh CDP, North Dakota",38,65100,12,1,0.083333333
17632,"Reeder city, North Dakota",38,65900,162,30,0.185185185
17633,"Folkston city, Georgia",13,30424,2357,985,0.417904115
17634,"Forest Park city, Georgia",13,30536,18070,9880,0.54676259
17635,"Forsyth city, Georgia",13,30732,3710,1658,0.44690027
17636,"Fort Oglethorpe city, Georgia",13,30956,8907,4197,0.471202425
17637,"Fort Stewart CDP, Georgia",13,31068,3030,3015,0.995049505
17638,"Fort Valley city, Georgia",13,31096,7858,4772,0.607279206
17639,"Franklin city, Georgia",13,31292,918,615,0.669934641
17640,"Franklin Springs city, Georgia",13,31320,642,258,0.401869159
17641,"Funston city, Georgia",13,31684,449,123,0.273942094
17642,"Gay town, Georgia",13,32384,89,18,0.202247191
17643,"Gainesville city, Georgia",13,31908,32091,19756,0.615624318
17644,"Garden City city, Georgia",13,32048,8762,4750,0.542113673
17645,"Garfield city, Georgia",13,32188,201,55,0.273631841
17646,"Geneva town, Georgia",13,32412,105,34,0.323809524
17647,"Georgetown CDP, Georgia",13,32482,11820,4975,0.420896785
17648,"Georgetown-Quitman County unified government, Georgia",13,32528,2513,581,0.231197772
17649,"Gibson city, Georgia",13,32748,574,267,0.465156794
17650,"Gillsville city, Georgia",13,32860,235,54,0.229787234
17651,"Girard town, Georgia",13,32916,156,59,0.378205128
17652,"Gordon city, Georgia",13,33980,2017,486,0.240951909
17653,"Glennville city, Georgia",13,33336,3442,1335,0.387855898
17654,"Glenwood city, Georgia",13,33392,699,318,0.454935622
17655,"Good Hope city, Georgia",13,33896,274,38,0.138686131
