GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C02_001E,S1901_C02_001M,S1901_C03_001E,S1901_C03_001M,S1901_C04_001E,S1901_C04_001M,S1901_C01_002E,S1901_C01_002M,S1901_C02_002E,S1901_C02_002M,S1901_C03_002E,S1901_C03_002M,S1901_C04_002E,S1901_C04_002M,S1901_C01_003E,S1901_C01_003M,S1901_C02_003E,S1901_C02_003M,S1901_C03_003E,S1901_C03_003M,S1901_C04_003E,S1901_C04_003M,S1901_C01_004E,S1901_C01_004M,S1901_C02_004E,S1901_C02_004M,S1901_C03_004E,S1901_C03_004M,S1901_C04_004E,S1901_C04_004M,S1901_C01_005E,S1901_C01_005M,S1901_C02_005E,S1901_C02_005M,S1901_C03_005E,S1901_C03_005M,S1901_C04_005E,S1901_C04_005M,S1901_C01_006E,S1901_C01_006M,S1901_C02_006E,S1901_C02_006M,S1901_C03_006E,S1901_C03_006M,S1901_C04_006E,S1901_C04_006M,S1901_C01_007E,S1901_C01_007M,S1901_C02_007E,S1901_C02_007M,S1901_C03_007E,S1901_C03_007M,S1901_C04_007E,S1901_C04_007M,S1901_C01_008E,S1901_C01_008M,S1901_C02_008E,S1901_C02_008M,S1901_C03_008E,S1901_C03_008M,S1901_C04_008E,S1901_C04_008M,S1901_C01_009E,S1901_C01_009M,S1901_C02_009E,S1901_C02_009M,S1901_C03_009E,S1901_C03_009M,S1901_C04_009E,S1901_C04_009M,S1901_C01_010E,S1901_C01_010M,S1901_C02_010E,S1901_C02_010M,S1901_C03_010E,S1901_C03_010M,S1901_C04_010E,S1901_C04_010M,S1901_C01_011E,S1901_C01_011M,S1901_C02_011E,S1901_C02_011M,S1901_C03_011E,S1901_C03_011M,S1901_C04_011E,S1901_C04_011M,S1901_C01_012E,S1901_C01_012M,S1901_C02_012E,S1901_C02_012M,S1901_C03_012E,S1901_C03_012M,S1901_C04_012E,S1901_C04_012M,S1901_C01_013E,S1901_C01_013M,S1901_C02_013E,S1901_C02_013M,S1901_C03_013E,S1901_C03_013M,S1901_C04_013E,S1901_C04_013M,S1901_C01_014E,S1901_C01_014M,S1901_C02_014E,S1901_C02_014M,S1901_C03_014E,S1901_C03_014M,S1901_C04_014E,S1901_C04_014M,S1901_C01_015E,S1901_C01_015M,S1901_C02_015E,S1901_C02_015M,S1901_C03_015E,S1901_C03_015M,S1901_C04_015E,S1901_C04_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_016E,S1901_C02_016M,S1901_C03_016E,S1901_C03_016M,S1901_C04_016E,S1901_C04_016M
1600000US2567000,"Springfield city, Massachusetts",57078,2493,34453,2152,17506,1764,22625,2465,15.1,2.6,9.7,2.7,2.8,2.1,23.3,4.8,8,1.9,5.5,2.5,2.4,2.8,14,3.6,15.5,3.2,15.9,3.9,12.6,5,16,4.5,13.9,2.9,14.6,3.9,10.2,5,13,4.3,10.8,2.3,11.5,2.9,9.3,4,8.9,3.3,14.5,2.3,15,2.9,19.6,4.3,14.6,4.1,8.5,2,11.5,3.1,14.1,4.5,4.4,1.9,9.1,2.1,9.9,2.4,17.2,4.9,4.3,1.7,2.3,1,3.4,1.7,6.5,3.3,0.3,0.4,2.3,0.9,3,1.2,5.4,2.1,1.3,1.5,32747,2787,40984,6104,63807,8120,22117,4000,51376,4013,59592,5501,N,N,35225,4867,43.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38,(X)
1600000US2621000,"Dearborn city, Michigan",31061,1607,21117,939,16316,1156,9944,1380,8.8,2.4,7.1,2.7,4.7,2.6,13.8,5.8,6,2.2,4.6,2.2,4.9,2.6,9.3,3.9,11.3,2.5,8.5,2.9,9,3.2,16.2,4,7.1,1.9,7.6,2.7,6.6,3,5.7,2.7,12.4,2.5,11.2,2.6,10.9,2.9,15,4.5,18.8,3.3,17.6,4.1,18.7,4.7,22.1,5.5,12.6,2.7,15.9,3.7,15.6,4.1,5.2,2.8,14.8,2.5,16.3,3,17.6,3.5,10.9,3.9,5,1.6,7.1,2.3,7,2.6,0.4,0.6,3.3,1.2,4,1.6,5,2,1.3,1.3,55498,4614,64145,5579,66554,8723,40039,4732,71348,4814,79762,6451,N,N,51428,6518,40.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),45.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.1,(X)
1600000US3240000,"Las Vegas city, Nevada",234592,4636,145638,3292,98307,3518,88954,4219,9.1,1,4.2,0.8,2,0.7,17.7,2.1,4.4,0.6,2.6,0.6,1,0.5,7.9,1.4,9.9,1.1,8.1,1.2,4.9,1.1,14,1.9,9.6,0.9,8.3,1.1,6.3,1.2,12,1.6,14,1.2,13.1,1.5,11.4,1.7,15.5,2.1,15.7,1.1,16.9,1.5,17.5,1.9,13.2,1.9,12.7,1.2,14.6,1.6,16.7,2,8.4,1.6,13.4,1,16.6,1.4,20.5,2,7.7,1.3,5.6,0.8,7.8,1.2,10.4,1.5,1.5,0.5,5.6,0.7,7.6,1,9.3,1.3,2.1,0.7,53575,2746,69526,3595,84705,3422,33760,2292,80771,3814,97130,5200,112629,6920,51148,4511,37.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31,(X)
1600000US3271400,"Sunrise Manor CDP, Nevada",61929,2890,41468,2391,23964,1934,20461,2182,13.1,2.2,8.4,2.1,2.5,1.7,24,5.6,5.6,1.5,4.1,1.8,1.7,1.2,9.8,3.5,12.4,2.3,10.8,2.8,7.4,2.8,17.9,4,11.1,1.9,11.3,2,9.5,3.1,12.1,3.4,17.1,2.8,16.7,3.4,18.5,4.4,15.9,3.2,17.3,2.2,20,3,21.2,3.9,11.2,2.9,10.4,2,13.1,2.6,17.1,4.2,4.9,2.8,9.4,1.7,11.2,2.2,15.4,3.3,3.3,2,2.6,0.9,3.3,1.2,5,1.9,0.3,0.3,1,0.4,1,0.4,1.5,0.6,0.6,0.6,41342,2361,48475,3803,60428,5970,24397,1815,52327,2449,59187,3133,N,N,33129,3542,43.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38,(X)
1600000US3775000,"Winston-Salem city, North Carolina",97226,2265,56387,2414,35848,2333,40839,2978,10,1.7,6.6,2.1,1,0.8,17,3.9,5.2,1.3,1.8,0.9,0.6,0.5,9.6,2.6,12.7,1.7,9.7,2.4,5.2,1.7,16.4,3.3,10.7,1.5,10.3,2,6.5,1.9,11,2.7,16.5,2.2,15.9,2.9,14.3,3.4,17.1,2.9,16.7,2.1,17.8,3.2,20.5,4.1,14.8,2.6,11,1.8,13.2,2.7,16.5,3.4,7.9,2.5,9.1,1.5,12.9,2.6,17.9,3.5,3.8,1.3,3.1,0.8,4.6,1.2,6.4,1.8,1.2,0.6,5,0.8,7.3,1.2,11.1,1.7,1.3,0.7,44597,3066,58639,7144,78286,6337,30407,3229,68777,3622,86256,6390,N,N,42131,2983,32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
1600000US3825700,"Fargo city, North Dakota",53850,2515,26205,2351,N,N,27645,2753,5.9,2.2,3,2.5,N,N,8.6,3.8,4.8,1.9,2.8,2.2,N,N,6.8,2.6,10,2.6,4,2.3,N,N,16,4.9,9.4,2.1,6.8,3,N,N,12.5,3.5,17.7,3.4,14,3.7,N,N,22.2,4.8,15.5,2.9,14.6,3.2,N,N,17.4,4.2,13.3,2.4,16.8,3.9,N,N,8.7,2.9,12.4,2.5,17.5,4.4,N,N,6.2,3,4.2,1.5,7.7,2.9,N,N,0.8,0.7,6.7,2.6,12.9,5.2,N,N,0.8,0.8,51839,4924,81017,6808,96980,10753,38525,3347,83533,9806,121499,18245,N,N,45644,3924,27.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),27,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.7,(X)
1600000US4803000,"Amarillo city, Texas",77403,2009,49983,2380,35066,2277,27420,2177,7.2,1.6,4.8,1.7,0.7,0.5,12,3.1,5.3,1.1,1.5,0.8,0.7,0.7,12.8,2.7,10.8,1.7,8.8,2.1,3.3,1.6,16.1,3.9,12.9,1.9,9.3,2.3,7,2.6,19.7,4,13.5,2,14.4,3.1,14.1,3.7,12.4,3.3,20.2,2.3,20.9,3,22.5,3.7,16.1,3.2,11.1,1.7,13.5,2.2,17.1,3.1,6.6,2.4,12,1.9,16.6,2.8,21.4,3.7,3.1,1.4,3.3,0.9,5,1.3,5.9,1.7,0.2,0.3,3.8,1,5.3,1.5,7.5,2.1,0.9,0.7,50234,1908,62137,3479,76782,4917,30416,2110,67859,3197,82648,4440,N,N,39327,2943,32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X)
1600000US5121088,"Dale City CDP, Virginia",20142,1369,15108,1295,N,N,5034,934,4.4,2.4,2.2,2.6,N,N,15.1,8.5,1.1,0.8,1.3,0.9,N,N,1.3,2.3,2.2,1.3,3.3,2.5,N,N,3.2,3.4,6.8,2.9,3.9,2.2,N,N,11.4,7.2,8.4,3.2,6.1,3,N,N,12.9,8.4,12.1,3.7,11.9,4.9,N,N,15.3,7.2,15.5,4,17.3,5.1,N,N,12,6.1,22.2,3.9,24.2,4.8,N,N,21.4,9,15.7,4,16.8,4.3,N,N,4.4,4,11.7,3.2,13,4.2,N,N,3.1,4.9,99554,7031,106695,16644,120239,12082,60993,16753,117803,12004,126965,15605,N,N,70327,12705,32.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.1,(X)
1600000US5531000,"Green Bay city, Wisconsin",41272,1833,23958,1330,N,N,17314,2074,4.8,1.5,3.8,1.9,N,N,7.2,2.6,6.6,2.1,2.8,1.9,N,N,12.3,4.3,9.1,2.1,6.3,2.3,N,N,14.2,4.4,12.8,2.5,7.1,2.3,N,N,20.2,5.1,14.9,2,13.6,3.1,N,N,17.5,3.7,21.4,2.7,25,4.6,N,N,16.3,4.3,11.9,2.7,15.8,4.3,N,N,5.7,2.5,12.9,2.6,18.3,4.1,N,N,4.1,1.9,2.8,1,4,1.6,N,N,1,0.9,2.8,1.3,3.4,1.7,N,N,1.3,1.8,52243,3646,66766,6191,75502,7463,32797,2993,68988,8789,79825,7640,N,N,50702,17243,29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31,(X)
1600000US0602553,"Arden-Arcade CDP, California",44426,2534,25019,1950,N,N,19407,2172,7.7,2.4,6.6,3.1,N,N,9.8,3.8,5.4,1.9,2.1,1.8,N,N,9.7,3.5,11.8,2.5,10.8,3.4,N,N,14.3,4.6,9.6,2.3,8.1,3.7,N,N,12.2,3.6,15.7,2.8,14.1,4.2,N,N,16.2,5,12.8,2.7,12.8,3.7,N,N,13.8,3.7,10.8,2.1,11.5,2.9,N,N,8.9,3.3,14.2,2.9,17.3,4,N,N,10.4,3.8,5.2,1.9,6,2,N,N,3.3,2.8,6.8,1.8,10.7,3.2,N,N,1.4,1.1,49787,4665,62674,12438,91441,12223,37479,7927,82425,7943,102346,13950,N,N,53874,6426,31.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X)
1600000US0619766,"Downey city, California",34820,1630,27280,1003,N,N,7540,1449,3.2,1.7,2.1,1.5,N,N,9.6,6.5,2.5,1.3,1.1,0.8,N,N,7.7,5.3,4.4,1.8,5.3,2.3,N,N,11.4,6.2,6.5,2.3,6.4,2.6,N,N,7.3,4.8,14.5,3.1,13,3.4,N,N,16.1,7.6,19.8,4.3,19.4,4.4,N,N,18,5.6,17,3.5,18.7,4.5,N,N,10.7,5.7,17.8,3.1,18.2,3.5,N,N,14.4,8.1,8,2.2,9.2,2.8,N,N,2.2,2.2,6.3,2.3,6.6,2.8,N,N,2.6,2.9,74327,3638,76740,4429,92624,12624,47687,14626,88980,6306,93346,7555,N,N,59948,9218,30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.8,(X)
1600000US0649270,"Moreno Valley city, California",47952,2046,40538,1554,27256,1649,7414,1299,3,1.1,2.4,1.2,1.1,1.2,8.1,3.9,3.4,1.4,2.4,1.4,1,0.9,8.9,4.6,7.8,2.3,7.4,2.4,5.6,2.4,11.3,4.2,8.3,1.9,8.6,2.3,8,2.5,11.9,4.3,11.6,1.9,12.2,2.1,9.5,2.4,11,4.3,22.1,2.7,22.4,2.9,21.2,3.5,22.2,7.2,16.9,2.6,17.2,2.7,20.3,3.7,10.1,5.1,17.4,2.7,18.4,3.2,21.8,4.3,10.5,5.3,6.1,1.4,5.7,1.4,7.1,1.8,2.9,2.7,3.5,1.2,3.3,1.1,4.5,1.6,2.9,3.5,67949,3259,69305,2880,80662,5827,47252,10133,79355,3268,80298,3718,N,N,59479,9828,56.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),57,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),46.6,(X)
1600000US2038900,"Lawrence city, Kansas",40407,1185,19775,1595,N,N,20632,1709,10.1,3.4,3.5,2.4,N,N,16.9,6.1,4.9,2.3,2.1,2.4,N,N,7.6,4.2,11,3,6,3.5,N,N,17.8,4.7,9.2,2.6,4.4,2.5,N,N,14,4.6,12.7,2.8,11.8,4.2,N,N,11.1,4,19.6,4.1,21.6,5.9,N,N,18.6,5.5,9.5,2.3,14.7,4.4,N,N,4.1,2.3,13.5,2.9,20.2,4.3,N,N,7.6,3.2,4.9,1.6,7.7,2.5,N,N,1.3,1.3,4.5,1.4,8,2.8,N,N,0.8,1.1,50985,1938,75795,9219,89394,7512,29871,3126,69788,5034,96843,9120,N,N,41179,4702,24.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X)
1600000US2534550,"Lawrence city, Massachusetts",25992,1717,18065,1162,N,N,7927,1330,10.3,2.8,3.4,2.4,N,N,27.5,7.3,9.9,3.2,6.2,3.4,N,N,19.3,7.4,13.1,3.6,15.1,5,N,N,18.3,7.2,11.9,3.3,10.4,3.1,N,N,15.2,6.5,13.5,3.6,16.4,4.5,N,N,5.1,3.8,15.3,3.8,20.2,5.3,N,N,4.8,3,10.2,2.8,10.6,3.5,N,N,4.5,4.1,10.8,2.8,11.1,3.3,N,N,5.3,4.4,2.9,1.5,3.7,2,N,N,0,2.3,2.1,1.3,2.8,1.9,N,N,0,2.3,41356,6094,48269,7116,63018,12710,15944,3341,55028,4238,61839,5369,N,N,27172,5994,52.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),56.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.3,(X)
1600000US3413690,"Clifton city, New Jersey",30647,1367,22271,1062,N,N,8376,1496,3.1,1.5,0.8,0.8,N,N,9.4,4.9,4,2.1,1.7,1.7,N,N,10.2,5.1,10.9,3.6,7.6,3.8,N,N,19.8,8.1,6,2.3,4.7,2.7,N,N,12.7,7.3,8.8,3.1,9.3,4.3,N,N,10,5.6,15.5,2.9,15.6,3.8,N,N,13.9,5.8,15.5,4,18.7,5.3,N,N,7.8,4.1,17,3,18.9,4.3,N,N,9.9,4.1,7.6,2.4,8.5,2.6,N,N,3.5,2.9,11.5,2.8,14.2,3.7,N,N,2.9,2.6,77397,6499,87767,8589,100302,16388,34138,6669,99641,8627,113747,10392,N,N,53566,8368,39.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),39,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.1,(X)
1600000US3725580,"Gastonia city, North Carolina",30725,1496,17825,1343,N,N,12900,1842,8.2,2.4,7.6,3.2,N,N,11.3,4.3,5.6,2,2.7,1.9,N,N,9.9,4.2,12.7,3.5,6.6,3.2,N,N,19.6,6.5,12.9,2.7,8.5,3.1,N,N,19.1,5.1,12,2.7,12.2,3.9,N,N,11,4.2,19.3,3.9,19.2,4.8,N,N,18.9,5.5,10.2,2.5,15.1,3.6,N,N,4.1,2.9,12.9,2.8,19.5,4,N,N,3,2.9,2.6,1.1,3.8,1.8,N,N,0.8,1.1,3.6,1.3,4.7,1.8,N,N,2.2,1.6,48383,4916,63967,7214,76878,6675,27366,4681,66537,6490,79846,7133,N,N,46523,11266,45.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),46.2,(X)
1600000US3916000,"Cleveland city, Ohio",173025,3916,78875,3114,33481,2517,94150,4588,20.1,1.6,14.4,2,5,2.1,26.3,2.4,9.4,1,6,1.4,2.5,1.4,13.2,1.7,14.6,1.3,13.3,1.8,7.4,1.9,15.7,1.7,11.3,1.2,12.7,2,11.7,2.9,10.5,1.4,13,1.2,15.7,1.9,13.4,2.7,10.9,1.6,13.7,1.2,14.2,1.6,18.6,2.7,12.4,1.7,7.6,0.9,9.9,1.6,15.1,2.7,4.9,0.9,6.4,0.8,8.5,1.5,15.9,2.6,3.7,1,1.8,0.4,2.6,0.7,5.1,1.5,0.9,0.5,2.1,0.4,2.8,0.8,5.5,1.4,1.5,0.6,29953,1341,37509,2401,62831,4558,21210,1327,47788,2067,56650,4030,N,N,37473,2876,36.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X)
1600000US3921000,"Dayton city, Ohio",60096,2339,27547,1675,12134,1384,32549,2484,15.7,2.6,8.8,3,3.1,2.4,22.4,4,9.3,2.2,6.1,2.9,1.1,1.5,13,3.2,13.3,2.2,10,3.1,4.7,2.5,18.1,3.6,12.8,2.3,13.9,3.5,7.9,4.5,12,3,14.1,2.3,14.2,3,10.6,4,12.7,2.9,17,2.3,22.1,3.8,25.8,5.9,11.9,2.9,8.9,1.8,11.5,3.2,20.1,6,6.1,2.1,6.3,1.6,9.3,2.7,17.4,5.3,2.5,1.5,1.6,0.8,2.8,1.5,6.4,3.5,0.5,0.5,1,0.6,1.3,1,3,2.2,0.8,0.7,33960,3211,46729,6724,73076,6102,21835,2450,47136,3785,57432,5057,N,N,35937,5025,35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),40.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X)
1600000US3944856,"Lorain city, Ohio",25568,1732,15383,1228,N,N,10185,1948,13.3,3.9,13.5,5.2,N,N,18.5,5.7,9.9,4.2,4.4,2.8,N,N,18.2,8.5,13,3.3,11.2,4.6,N,N,15.8,6.2,13.2,3.9,13,4.4,N,N,10.5,5,14.4,3.4,13.1,4.4,N,N,16.6,6.4,15.9,3.4,20.7,4.7,N,N,12.4,5.1,7.7,2.7,9.5,3.4,N,N,3.1,2.2,9.6,3.1,10.4,3.3,N,N,4.4,4.2,1.6,1.1,1.9,1.6,N,N,0.3,0.6,1.4,0.9,2.3,1.5,N,N,0,1.5,35544,5385,45158,4597,67834,9833,22968,6168,49001,4480,56416,6249,N,N,32241,4791,29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.7,(X)
1600000US3961000,"Parma city, Ohio",33329,1832,20065,1100,N,N,13264,1996,4.6,1.7,4.4,2.3,N,N,7.6,3.6,3.3,2,2.4,1.8,N,N,7.3,4.7,7.7,2.1,5.1,2.4,N,N,10.3,3.5,9.2,2.4,4.7,2,N,N,15.2,4.9,15.2,2.6,12.9,3,N,N,18,4.8,24.2,3.7,25.4,4.6,N,N,22.5,5.4,16.7,3,19.3,3.9,N,N,12,4.2,13.6,2.5,18.2,3.5,N,N,5.2,2.8,3.2,1.1,4.5,1.6,N,N,1.3,1.2,2.2,1.1,3.2,1.8,N,N,0.6,0.7,59372,4186,70221,4168,79071,5130,44116,5980,68823,3957,78387,4741,N,N,51670,6789,28.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21,(X)
1600000US4863572,"Rowlett city, Texas",21477,1498,18385,1320,N,N,N,N,2.3,1.9,1.6,2,N,N,N,N,1.8,2.2,1.9,2.6,N,N,N,N,2.5,1.8,2.5,2,N,N,N,N,6.4,4.8,6.1,5.4,N,N,N,N,9.8,4.7,9.9,5.4,N,N,N,N,13.3,4.1,13,4.7,N,N,N,N,13.3,3.7,13.5,4.2,N,N,N,N,27.9,5.5,26.3,6.2,N,N,N,N,13.1,5,14.1,5.7,N,N,N,N,9.4,3.5,11,4.1,N,N,N,N,101168,12709,102716,13739,109057,11145,89010,36022,107645,8807,110839,10400,N,N,N,N,31.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.4,(X)
1600000US5322640,"Everett city, Washington",43260,2074,25966,1436,N,N,17294,2010,4.2,1.2,2.4,1.5,N,N,7.4,2.2,3.7,1.6,3.3,2.4,N,N,6.4,3.2,7.3,2.1,4.9,3.1,N,N,12.4,3.9,9.3,2.7,8.4,3.5,N,N,11.1,3.9,14.1,3.7,14.1,4.2,N,N,16.9,5.4,18.7,3.6,16.4,3.7,N,N,18.8,5.4,14.9,2.9,16.8,4.1,N,N,13,3.9,17,3,19.8,4.4,N,N,9.3,3.6,7,2.2,9.2,3,N,N,2.1,1.6,3.9,1.1,4.6,1.7,N,N,2.6,1.4,62946,6129,75537,8517,88894,8906,47333,6317,80623,4825,90168,7906,N,N,59292,5003,35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X)
1600000US2669035,"Rochester Hills city, Michigan",28325,1365,19421,994,N,N,8904,1259,2.2,1.7,1.7,1.8,N,N,3.4,3.5,1,0.8,0.3,0.5,N,N,2.4,2.2,6.4,2.2,2.1,1.3,N,N,15.7,5.5,5.5,1.5,2.6,1.5,N,N,11.9,4.1,7.6,2.3,4.1,2,N,N,15.3,5.7,12.6,2.9,10.9,2.8,N,N,17.2,6.2,15.6,2.9,14.9,3.2,N,N,17,6.2,20.6,2.7,25.2,3.6,N,N,9.9,3.6,13,2.3,16.9,3.4,N,N,5,2.4,15.4,3,21.2,4.2,N,N,2.2,1.7,97808,9024,126765,10522,133206,9090,52537,14359,129580,8228,155764,11124,N,N,71307,11400,28.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.3,(X)
1600000US2706382,"Blaine city, Minnesota",22718,1440,16101,965,N,N,6617,1340,2.3,1.2,2.9,2.4,N,N,4,3,3.5,1.7,1.2,1.4,N,N,9.2,4.9,3.9,1.2,1.2,1,N,N,10.5,4.1,4.2,1.7,4.2,2.2,N,N,5.8,2.8,11.2,3.9,8.9,3,N,N,17.2,8.5,16.2,4.5,13.3,3.7,N,N,25.2,10.9,17.9,3.8,18.3,4.5,N,N,13.9,5.5,23.6,4.1,29.3,5.8,N,N,11.8,6,10.6,3,12.2,3.5,N,N,1.3,1.5,6.7,2,8.5,2.8,N,N,1,1.2,84907,6197,99973,4515,105876,7546,54194,10771,102423,7925,114416,9694,N,N,62719,11265,28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.8,(X)
1600000US2751730,"Plymouth city, Minnesota",31874,1476,20844,1122,N,N,11030,1815,1.5,1,0.9,0.9,N,N,2.6,2.1,1.3,1.1,0.4,0.5,N,N,2.9,2.9,4.8,2.1,2.3,1.5,N,N,10,5.2,6.2,2.3,3.1,2.6,N,N,12.2,5.7,10.2,2.7,6.9,2.9,N,N,17.5,5.2,9.5,2.2,6.2,2.2,N,N,16.8,5.5,13.4,2.9,12.4,3.6,N,N,15.1,4.9,16.6,3.5,17,3.8,N,N,15.5,6.7,13.3,2.8,17.4,4,N,N,4,2.9,23,3.7,33.4,5.3,N,N,3.4,2,106017,13397,152559,16292,170241,11078,56634,12128,147638,11975,186410,16793,N,N,71637,7963,23.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),14.2,(X)
1600000US2941348,"Lee's Summit city, Missouri",37758,1695,27866,1367,N,N,9892,1584,1.7,1.1,1.9,1.3,N,N,2.2,2.1,3,1.7,1.4,1.6,N,N,8.4,4.8,5,1.9,1,0.7,N,N,16.6,6.6,4.9,2.1,2.4,1.7,N,N,12.7,6.4,10.8,2.5,8.3,2.6,N,N,17.7,5.7,17.6,3.1,17.3,3.9,N,N,20.7,6.3,13.1,2,14,3,N,N,9.5,4.2,21.1,2.8,25.1,3.7,N,N,7.6,3.8,9.2,2.1,12,3.1,N,N,1.6,1.5,13.5,2.5,16.7,3.2,N,N,3.1,2.6,85183,7006,104198,5969,109951,7101,44797,7056,110446,7138,127412,8800,N,N,57852,8132,28.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.1,(X)
1600000US4751560,"Murfreesboro city, Tennessee",53894,1867,32294,2267,N,N,21600,2746,3.9,1.4,1.5,1.5,N,N,7.4,3.4,3.1,1.7,3.5,2.6,N,N,2.5,2,8.2,2.3,4.4,2.7,N,N,16.3,4.8,9,2.8,8.5,4.5,N,N,11.5,4.1,18,3.5,12.6,4.2,N,N,23.8,7,19.6,3.8,18,4.4,N,N,20.4,6.6,15.9,3.9,21.6,5.8,N,N,7.1,4,14.4,3,19.8,4.8,N,N,6,3.1,4.5,1.4,7,2.3,N,N,0.8,1,3.5,1.4,3,1.4,N,N,4.3,3.2,55162,6135,77136,8891,90158,6694,39182,7647,75434,5650,85994,6976,N,N,57425,9991,35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),33,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.8,(X)
1600000US0611390,"Carmichael CDP, California",26271,1766,16179,1640,N,N,10092,1402,5.1,2.5,4.6,3.9,N,N,7.3,3.3,5.3,2.8,3.5,3,N,N,9.5,5.9,8.7,2.8,5.4,2.9,N,N,14.1,5.2,5.4,2.2,5.4,3.1,N,N,6,3.3,12.8,3.6,8.2,3.4,N,N,19.4,6.2,20.4,4.5,21.9,5.5,N,N,21,6.8,10.7,2.6,11.7,3.9,N,N,7.3,3.6,13.7,3.2,13.6,3.6,N,N,11.6,5,8.5,2.7,13,4,N,N,0.8,1.3,9.2,2.6,12.7,3.8,N,N,3.2,2.1,61334,7321,77196,13670,110280,23482,45383,6228,94271,10497,114117,15735,N,N,57912,8370,34.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.3,(X)
