,NAME,state,place,H002002,H002001,% Urban
17365,"Daniel town, Utah",49,18140,212,348,0.609195402
17366,"Delta city, Utah",49,18910,1210,1269,0.953506698
17367,"Deseret CDP, Utah",49,19020,0,124,0
17368,"Deweyville town, Utah",49,19680,0,129,0
17369,"Dugway CDP, Utah",49,20450,0,504,0
17370,"Deephaven city, Minnesota",27,15148,1423,1423,1
17371,"Deer Creek city, Minnesota",27,15184,0,161,0
17372,"Delano city, Minnesota",27,15454,1979,2064,0.958817829
17373,"Deer River city, Minnesota",27,15310,0,434,0
17374,"Deerwood city, Minnesota",27,15346,259,319,0.811912226
17375,"De Graff city, Minnesota",27,15418,0,67,0
17376,"Delavan city, Minnesota",27,15472,0,104,0
17377,"Myrtle town, Mississippi",28,50280,0,236,0
17378,"Natchez city, Mississippi",28,50440,7745,7932,0.976424609
17379,"New Augusta town, Mississippi",28,51040,0,319,0
17380,"Nellieburg CDP, Mississippi",28,50720,60,566,0.106007067
17381,"Nettleton city, Mississippi",28,50880,0,926,0
17382,"New Albany city, Mississippi",28,51000,2728,3393,0.804008252
17383,"New Hamilton CDP, Mississippi",28,51240,0,237,0
17384,"New Hebron town, Mississippi",28,51360,0,207,0
17385,"New Hope CDP, Mississippi",28,51400,907,1234,0.735008104
17386,"New Houlka town, Mississippi",28,51420,0,297,0
17387,"Newton city, Mississippi",28,51720,1210,1520,0.796052632
17388,"Olive Branch city, Mississippi",28,54040,12578,12942,0.971874517
17389,"North Carrollton town, Mississippi",28,52400,0,244,0
17390,"North Tunica CDP, Mississippi",28,52680,333,333,1
17391,"Oakland town, Mississippi",28,53200,0,261,0
17392,"Osyka town, Mississippi",28,54640,0,232,0
17393,"Oxford city, Mississippi",28,54840,10684,11085,0.963824989
17394,"Pace town, Mississippi",28,54920,0,109,0
17395,"Pass Christian city, Mississippi",28,55400,2494,2494,1
17396,"Pachuta town, Mississippi",28,54960,0,134,0
17397,"Paden village, Mississippi",28,55000,0,62,0
17398,"Pascagoula city, Mississippi",28,55360,10224,10224,1
17399,"Pearl city, Mississippi",28,55760,9969,10396,0.95892651
17400,"Pearlington CDP, Mississippi",28,55920,0,659,0
17401,"Pearl River CDP, Mississippi",28,55930,85,986,0.086206897
17402,"Pelahatchie town, Mississippi",28,56200,0,514,0
17403,"Petal city, Mississippi",28,56800,3676,4261,0.862708284
17404,"Philadelphia city, Mississippi",28,56960,3218,3389,0.949542638
17405,"Plantersville town, Mississippi",28,58440,369,491,0.751527495
17406,"Picayune city, Mississippi",28,57160,4666,4891,0.953997138
17407,"Pickens town, Mississippi",28,57200,0,489,0
17408,"Pittsboro village, Mississippi",28,58360,0,84,0
17409,"Polkville town, Mississippi",28,58960,0,353,0
17410,"Pontotoc city, Mississippi",28,59160,1903,2325,0.818494624
17411,"Pope village, Mississippi",28,59240,0,92,0
17412,"Port Gibson city, Mississippi",28,59560,0,754,0
17413,"Quitman city, Mississippi",28,60720,0,1065,0
17414,"Prentiss town, Mississippi",28,59920,0,498,0
17415,"Puckett village, Mississippi",28,60360,0,139,0
17416,"Purvis city, Mississippi",28,60480,0,879,0
17417,"Raleigh town, Mississippi",28,60840,0,584,0
17418,"Rawls Springs CDP, Mississippi",28,61080,395,504,0.783730159
17419,"Raymond city, Mississippi",28,61160,434,491,0.883910387
17420,"Redwater CDP, Mississippi",28,61400,102,209,0.488038278
17421,"Renova town, Mississippi",28,61890,242,283,0.855123675
17422,"Richland city, Mississippi",28,62400,2562,2843,0.901160746
17423,"Ripley city, Mississippi",28,62600,1579,2386,0.661777033
17424,"Richton town, Mississippi",28,62480,0,463,0
17425,"Ridgeland city, Mississippi",28,62520,11464,11735,0.976906689
17426,"Rienzi town, Mississippi",28,62560,0,151,0
17427,"Robinhood CDP, Mississippi",28,62900,0,702,0
17428,"Nicholson CDP, Mississippi",28,51840,1009,1376,0.733284884
17429,"Noxapater town, Mississippi",28,52880,0,221,0
17430,"Ocean Springs city, Mississippi",28,53520,7787,7814,0.996544663
17431,"Okolona city, Mississippi",28,53680,0,1222,0
17432,"Poplarville city, Mississippi",28,59480,0,1019,0
17433,"Potts Camp town, Mississippi",28,59720,0,218,0
17434,"Purdin city, Missouri",29,60158,0,99,0
17435,"Purdy city, Missouri",29,60176,0,452,0
17436,"Readstown village, Wisconsin",55,66450,0,213,0
17437,"Redgranite village, Wisconsin",55,66625,0,583,0
17438,"Reedsburg city, Wisconsin",55,66800,4055,4103,0.988301243
17439,"Reedsville village, Wisconsin",55,66875,0,513,0
17440,"Reeseville village, Wisconsin",55,66900,0,322,0
17441,"Rib Lake village, Wisconsin",55,67275,0,432,0
17442,"Reserve CDP, Wisconsin",55,67050,0,260,0
17443,"Rewey village, Wisconsin",55,67100,0,129,0
17444,"Rhinelander city, Wisconsin",55,67200,3820,3981,0.9595579
17445,"Rib Mountain CDP, Wisconsin",55,67320,1706,2324,0.734079174
17446,"Rice Lake city, Wisconsin",55,67350,4020,4239,0.948336872
17447,"Richfield village, Wisconsin",55,67475,2203,4338,0.507837713
17448,"Richland Center city, Wisconsin",55,67625,2527,2613,0.967087639
17449,"Ridgeland village, Wisconsin",55,67800,0,138,0
17450,"Ridgeway village, Wisconsin",55,67875,0,293,0
17451,"Rio village, Wisconsin",55,68100,0,475,0
17452,"Roberts village, Wisconsin",55,68475,0,724,0
17453,"River Hills village, Wisconsin",55,68325,647,647,1
17454,"Ripon city, Wisconsin",55,68175,3245,3306,0.981548699
17455,"River Falls city, Wisconsin",55,68275,5427,5449,0.995962562
17456,"Rochester village, Wisconsin",55,68550,819,1412,0.580028329
17457,"Rockdale village, Wisconsin",55,68725,0,94,0
17458,"Rockland village, Wisconsin",55,68900,0,243,0
17459,"Rock Springs village, Wisconsin",55,68975,0,150,0
17460,"Rome CDP, Wisconsin",55,69300,0,291,0
17461,"Rudolph village, Wisconsin",55,70000,0,197,0
17462,"Rosendale village, Wisconsin",55,69525,0,417,0
17463,"Rosholt village, Wisconsin",55,69575,0,227,0
17464,"Rothschild village, Wisconsin",55,69725,2332,2332,1
17465,"St. Cloud village, Wisconsin",55,70500,0,216,0
17466,"St. Croix Falls city, Wisconsin",55,70550,0,1088,0
17467,"St. Francis city, Wisconsin",55,70650,4828,4828,1
17468,"St. Joseph CDP, Wisconsin",55,70815,0,164,0
17469,"St. Nazianz village, Wisconsin",55,71025,0,346,0
17470,"St. Peter CDP, Wisconsin",55,71050,347,544,0.637867647
17471,"Sandy Hook CDP, Wisconsin",55,71585,0,136,0
17472,"Sayner CDP, Wisconsin",55,71950,0,210,0
17473,"Sauk City village, Wisconsin",55,71650,1497,1508,0.99270557
17474,"Saukville village, Wisconsin",55,71700,1815,1848,0.982142857
17475,"Saxon CDP, Wisconsin",55,71850,0,50,0
17476,"Carolina zona urbana, Puerto Rico",72,14290,72549,72549,1
17477,"Cayuco comunidad, Puerto Rico",72,15623,0,511,0
17478,"Carrizales comunidad, Puerto Rico",72,14634,1126,1126,1
17479,"Cata?o zona urbana, Puerto Rico",72,15193,11202,11203,0.999910738
17480,"Cayey zona urbana, Puerto Rico",72,15494,7796,7796,1
17481,"Ceiba zona urbana, Puerto Rico",72,15924,2564,2564,1
17482,"Cerillos Hoyos comunidad, Puerto Rico",72,17050,281,281,1
17483,"Ceiba comunidad, Puerto Rico",72,16139,1375,1375,1
17484,"Celada comunidad, Puerto Rico",72,16440,1547,1547,1
17485,"Central Aguirre comunidad, Puerto Rico",72,16526,603,635,0.949606299
17486,"Ciales zona urbana, Puerto Rico",72,17773,1145,1145,1
17487,"Cidra zona urbana, Puerto Rico",72,18074,2206,2206,1
17488,"Comunas comunidad, Puerto Rico",72,19837,815,830,0.981927711
17489,"Coamo zona urbana, Puerto Rico",72,18719,5011,5011,1
17490,"Coco comunidad, Puerto Rico",72,18891,2327,2353,0.988950276
17491,"Comer?o zona urbana, Puerto Rico",72,19665,1625,1625,1
17492,"Coqu? comunidad, Puerto Rico",72,20310,1526,1531,0.996734161
17493,"Corral Viejo comunidad, Puerto Rico",72,21020,101,101,1
17494,"Coraz?n comunidad, Puerto Rico",72,20353,959,959,1
17495,"Corcovado comunidad, Puerto Rico",72,20482,564,564,1
17496,"Corozal zona urbana, Puerto Rico",72,20783,4118,4118,1
17497,"Duque comunidad, Puerto Rico",72,24395,600,600,1
17498,"Culebra zona urbana, Puerto Rico",72,22589,0,1059,0
17499,"Crown Point CDP, Alaska",2,17960,0,38,0
17500,"Deering city, Alaska",2,18510,0,61,0
17501,"Delta Junction city, Alaska",2,18620,0,517,0
17502,"Diomede city, Alaska",2,19060,0,47,0
17503,"Deltana CDP, Alaska",2,18675,0,1017,0
17504,"Diamond Ridge CDP, Alaska",2,18925,0,647,0
17505,"Dillingham city, Alaska",2,18950,0,1047,0
17506,"Dot Lake CDP, Alaska",2,19720,0,23,0
17507,"Dot Lake Village CDP, Alaska",2,19750,0,28,0
17508,"Dry Creek CDP, Alaska",2,20020,0,47,0
17509,"Eagle city, Alaska",2,20380,0,150,0
17510,"Eagle Village CDP, Alaska",2,20600,0,49,0
17511,"Eielson AFB CDP, Alaska",2,21370,737,848,0.869103774
17512,"Edna Bay CDP, Alaska",2,20970,0,32,0
17513,"Eek city, Alaska",2,21040,0,101,0
17514,"Egegik city, Alaska",2,21150,0,256,0
17515,"Ekwok city, Alaska",2,21810,0,51,0
17516,"Elfin Cove CDP, Alaska",2,22140,0,28,0
17517,"Elim city, Alaska",2,22250,0,105,0
17518,"Emmonak city, Alaska",2,22910,0,213,0
17519,"Ester CDP, Alaska",2,23460,315,1229,0.25630594
17520,"Eureka Roadhouse CDP, Alaska",2,23720,0,101,0
17521,"Evansville CDP, Alaska",2,23790,0,25,0
17522,"Farmers Loop CDP, Alaska",2,24980,967,2106,0.459164292
17523,"Excursion Inlet CDP, Alaska",2,23900,0,71,0
17524,"Fairbanks city, Alaska",2,24230,13008,13056,0.996323529
17525,"False Pass city, Alaska",2,24660,0,40,0
17526,"Farm Loop CDP, Alaska",2,25000,17,394,0.043147208
17527,"Ferry CDP, Alaska",2,25220,0,43,0
17528,"Fishhook CDP, Alaska",2,25550,204,1734,0.117647059
17529,"Flat CDP, Alaska",2,25880,0,3,0
17530,"Fort Greely CDP, Alaska",2,26100,0,364,0
17531,"Fort Yukon city, Alaska",2,26760,0,325,0
17532,"Evening Shade city, Arkansas",5,22360,0,222,0
17533,"Everton town, Arkansas",5,22450,0,62,0
17534,"Fairfield Bay city, Arkansas",5,22660,0,2170,0
17535,"Fargo town, Arkansas",5,23140,0,53,0
17536,"Farmington city, Arkansas",5,23170,2015,2416,0.834023179
17537,"Fisher city, Arkansas",5,23800,0,112,0
17538,"Fayetteville city, Arkansas",5,23290,35203,36188,0.972781032
17539,"Felsenthal town, Arkansas",5,23320,0,259,0
17540,"Fifty-Six city, Arkansas",5,23680,0,99,0
17541,"Flippin city, Arkansas",5,24010,0,674,0
17542,"Fordyce city, Arkansas",5,24220,1735,1921,0.903175429
17543,"Foreman city, Arkansas",5,24250,0,542,0
17544,"Forrest City city, Arkansas",5,24430,4210,4970,0.847082495
17545,"Fort Smith city, Arkansas",5,24550,37691,37899,0.994511729
17546,"Fouke city, Arkansas",5,24640,0,356,0
17547,"Franklin town, Arkansas",5,25030,0,104,0
17548,"Fountain Hill town, Arkansas",5,24670,0,85,0
17549,"Fountain Lake town, Arkansas",5,24700,0,214,0
17550,"Fourche town, Arkansas",5,24760,0,28,0
17551,"Fredonia (Biscoe) town, Arkansas",5,25060,0,179,0
17552,"Friendship town, Arkansas",5,25180,0,85,0
17553,"Fulton town, Arkansas",5,25360,0,108,0
17554,"Garfield town, Arkansas",5,25750,0,224,0
17555,"Garland town, Arkansas",5,25780,0,148,0
17556,"Garner town, Arkansas",5,25900,0,107,0
17557,"Georgetown town, Arkansas",5,26440,0,60,0
17558,"Gassville city, Arkansas",5,26050,0,872,0
17559,"Gateway town, Arkansas",5,26110,0,174,0
17560,"Gentry city, Arkansas",5,26290,1158,1274,0.908948195
17561,"Gibson CDP, Arkansas",5,26710,1103,1367,0.806876372
17562,"Gilbert town, Arkansas",5,26800,0,34,0
17563,"Gillett city, Arkansas",5,26980,0,386,0
17564,"Gillham town, Arkansas",5,27010,0,85,0
17565,"Gilmore city, Arkansas",5,27040,0,83,0
17566,"Gould city, Arkansas",5,27730,0,464,0
17567,"Goshen town, Arkansas",5,27670,0,445,0
17568,"Chimney Rock Village village, North Carolina",37,12460,0,213,0
17569,"China Grove town, North Carolina",37,12480,1563,1564,0.999360614
17570,"Chocowinity town, North Carolina",37,12580,380,393,0.96692112
17571,"Clarkton town, North Carolina",37,12780,0,377,0
17572,"Clayton town, North Carolina",37,12860,5714,6648,0.859506619
17573,"Clemmons village, North Carolina",37,12960,8042,8046,0.999502859
17574,"Cleveland town, North Carolina",37,13000,0,377,0
17575,"Cliffside CDP, North Carolina",37,13100,0,269,0
17576,"Clinton city, North Carolina",37,13240,3622,3711,0.976017246
17577,"Coinjock CDP, North Carolina",37,13500,0,179,0
17578,"Clyde town, North Carolina",37,13280,618,619,0.998384491
17579,"Coats town, North Carolina",37,13360,900,935,0.962566845
17580,"Cofield village, North Carolina",37,13460,0,216,0
17581,"Colerain town, North Carolina",37,13560,0,120,0
17582,"Columbia town, North Carolina",37,13940,0,433,0
17583,"Columbus town, North Carolina",37,13980,0,508,0
17584,"Como town, North Carolina",37,14060,0,47,0
17585,"Concord city, North Carolina",37,14100,31892,32130,0.992592593
17586,"Conetoe town, North Carolina",37,14200,0,140,0
17587,"Cooleemee town, North Carolina",37,14460,0,461,0
17588,"Connelly Springs town, North Carolina",37,14280,370,731,0.506155951
17589,"Conover city, North Carolina",37,14340,3549,3654,0.971264368
17590,"Conway town, North Carolina",37,14400,0,405,0
17591,"Cordova CDP, North Carolina",37,14600,699,758,0.922163588
17592,"Cornelius town, North Carolina",37,14700,11941,11947,0.999497782
17593,"Cove City town, North Carolina",37,15020,0,195,0
17594,"Cove Creek CDP, North Carolina",37,15040,0,604,0
17595,"Cramerton town, North Carolina",37,15260,1834,1834,1
17596,"Creedmoor city, North Carolina",37,15320,1660,1728,0.960648148
17597,"Creswell town, North Carolina",37,15420,0,133,0
17598,"Dallas town, North Carolina",37,16180,1990,2003,0.993509735
17599,"Cricket CDP, North Carolina",37,15440,670,889,0.753655793
17600,"Crossnore town, North Carolina",37,15580,0,87,0
17601,"Cullowhee CDP, North Carolina",37,15880,1692,1874,0.902881537
17602,"Dana CDP, North Carolina",37,16220,749,1454,0.515130674
17603,"Danbury town, North Carolina",37,16240,0,55,0
17604,"Davidson town, North Carolina",37,16400,4157,4253,0.977427698
17605,"Davis CDP, North Carolina",37,16480,0,263,0
17606,"Deercroft CDP, North Carolina",37,16730,0,190,0
17607,"Delco CDP, North Carolina",37,16780,0,157,0
17608,"Dellview town, North Carolina",37,16820,0,5,0
17609,"Delway CDP, North Carolina",37,16860,0,100,0
17610,"Dover town, North Carolina",37,17660,0,197,0
17611,"Denton town, North Carolina",37,16980,0,766,0
17612,"Denver CDP, North Carolina",37,17000,559,1058,0.528355388
17613,"Dillsboro town, North Carolina",37,17180,127,140,0.907142857
17614,"Dobbins Heights town, North Carolina",37,17325,464,464,1
17615,"Dobson town, North Carolina",37,17340,0,641,0
17616,"Dortches town, North Carolina",37,17520,15,422,0.035545024
17617,"Drexel town, North Carolina",37,17860,833,833,1
17618,"Dublin town, North Carolina",37,18040,0,145,0
17619,"Duck town, North Carolina",37,18060,2560,2722,0.940484938
17620,"Earl town, North Carolina",37,19140,0,117,0
17621,"Dundarrach CDP, North Carolina",37,18300,0,21,0
17622,"Dunn city, North Carolina",37,18320,4370,4417,0.989359294
17623,"Durham city, North Carolina",37,19000,102742,103221,0.995359471
17624,"East Arcadia town, North Carolina",37,19300,0,214,0
17625,"Porcupine CDP, North Dakota",38,63700,0,40,0
17626,"Portal city, North Dakota",38,63740,0,80,0
17627,"Portland city, North Dakota",38,63900,0,297,0
17628,"Ray city, North Dakota",38,65580,0,301,0
17629,"Powers Lake city, North Dakota",38,64140,0,172,0
17630,"Prairie Rose city, North Dakota",38,64320,26,26,1
17631,"Raleigh CDP, North Dakota",38,65100,0,9,0
17632,"Reeder city, North Dakota",38,65900,0,114,0
17633,"Folkston city, Georgia",13,30424,897,997,0.899699097
17634,"Forest Park city, Georgia",13,30536,7354,7354,1
17635,"Forsyth city, Georgia",13,30732,1428,1760,0.811363636
17636,"Fort Oglethorpe city, Georgia",13,30956,4217,4278,0.985741
17637,"Fort Stewart CDP, Georgia",13,31068,1271,1271,1
17638,"Fort Valley city, Georgia",13,31096,3364,3528,0.953514739
17639,"Franklin city, Georgia",13,31292,0,473,0
17640,"Franklin Springs city, Georgia",13,31320,153,281,0.544483986
17641,"Funston city, Georgia",13,31684,0,168,0
17642,"Gay town, Georgia",13,32384,0,47,0
17643,"Gainesville city, Georgia",13,31908,12717,12967,0.98072029
17644,"Garden City city, Georgia",13,32048,3331,3704,0.899298056
17645,"Garfield city, Georgia",13,32188,0,78,0
17646,"Geneva town, Georgia",13,32412,0,61,0
17647,"Georgetown CDP, Georgia",13,32482,4878,5141,0.948842638
17648,"Georgetown-Quitman County unified government, Georgia",13,32528,476,2047,0.232535418
17649,"Gibson city, Georgia",13,32748,0,324,0
17650,"Gillsville city, Georgia",13,32860,0,98,0
17651,"Girard town, Georgia",13,32916,0,104,0
17652,"Gordon city, Georgia",13,33980,0,900,0
17653,"Glennville city, Georgia",13,33336,1467,1729,0.848467322
17654,"Glenwood city, Georgia",13,33392,0,364,0
17655,"Good Hope city, Georgia",13,33896,0,130,0
17656,"Graham city, Georgia",13,34260,0,143,0
17657,"Grantville city, Georgia",13,34428,972,1169,0.831479897
17658,"Gray city, Georgia",13,34512,1130,1288,0.877329193
17659,"Grayson city, Georgia",13,34596,967,967,1
17660,"Greensboro city, Georgia",13,34876,1167,1440,0.810416667
17661,"Greenville city, Georgia",13,35016,0,413,0
17662,"Gumbranch city, Georgia",13,35800,0,120,0
17663,"Gresham Park CDP, Georgia",13,35240,3362,3362,1
17664,"Griffin city, Georgia",13,35324,10308,10524,0.979475485
17665,"Grovetown city, Georgia",13,35716,4297,4298,0.999767334
17666,"Gumlog CDP, Georgia",13,35814,0,1574,0
17667,"Guyton city, Georgia",13,35884,0,639,0
17668,"Hagan city, Georgia",13,36024,317,428,0.740654206
17669,"Hahira city, Georgia",13,36052,1091,1097,0.994530538
17670,"Hamilton city, Georgia",13,36220,0,337,0
17671,"Haralson town, Georgia",13,36528,0,67,0
17672,"Hampton city, Georgia",13,36276,2661,2666,0.998124531
17673,"Hannahs Mill CDP, Georgia",13,36416,1205,1370,0.879562044
17674,"Hapeville city, Georgia",13,36472,2901,2901,1
17675,"Hardwick CDP, Georgia",13,36668,2060,2061,0.999514799
17676,"Harlem city, Georgia",13,36696,1020,1120,0.910714286
17677,"Harrison town, Georgia",13,36920,0,207,0
17678,"Hartwell city, Georgia",13,37144,2211,2266,0.975728155
17679,"Hawkinsville city, Georgia",13,37396,1508,1629,0.925721301
17680,"Hazlehurst city, Georgia",13,37564,1794,1880,0.954255319
17681,"Helen city, Georgia",13,37788,0,850,0
17682,"Heron Bay CDP, Georgia",13,38105,868,1166,0.744425386
17683,"Helena city, Georgia",13,37816,802,825,0.972121212
17684,"Henderson CDP, Georgia",13,37910,862,875,0.985142857
17685,"Hephzibah city, Georgia",13,38040,266,1613,0.164910105
17686,"Hiawassee city, Georgia",13,38124,0,744,0
17687,"Breese city, Illinois",17,7913,1865,1873,0.995728777
17688,"Brimfield village, Illinois",17,8303,0,355,0
17689,"Bridgeport city, Illinois",17,8186,847,867,0.976931949
17690,"Bridgeview village, Illinois",17,8225,5889,5889,1
17691,"Brighton village, Illinois",17,8264,0,920,0
17692,"Broadlands village, Illinois",17,8420,0,147,0
17693,"Broadview village, Illinois",17,8446,3322,3322,1
17694,"Broadwell village, Illinois",17,8472,0,78,0
17695,"Brocton village, Illinois",17,8524,0,145,0
17696,"Brookfield village, Illinois",17,8576,7785,7785,1
17697,"Brooklyn village, Illinois",17,8667,325,326,0.996932515
17698,"Browns village, Illinois",17,8979,0,69,0
17699,"Brookport city, Illinois",17,8706,457,469,0.974413646
17700,"Edie CDP, Pennsylvania",42,22600,0,37,0
17701,"Edinboro borough, Pennsylvania",42,22608,2346,2346,1
17702,"Edwardsville borough, Pennsylvania",42,22672,2506,2506,1
17703,"Eighty Four CDP, Pennsylvania",42,22736,0,291,0
17704,"Effort CDP, Pennsylvania",42,22680,508,819,0.62026862
17705,"Egypt CDP, Pennsylvania",42,22696,940,940,1
17706,"Ehrenfeld borough, Pennsylvania",42,22712,0,92,0
17707,"Elco borough, Pennsylvania",42,22800,139,148,0.939189189
17708,"Elderton borough, Pennsylvania",42,22832,0,169,0
17709,"Eldred borough, Pennsylvania",42,22888,0,382,0
17710,"Elgin borough, Pennsylvania",42,22960,0,83,0
17711,"Elim CDP, Pennsylvania",42,22976,1599,1603,0.997504679
17712,"Elizabeth borough, Pennsylvania",42,22992,715,715,1
17713,"Elizabethtown borough, Pennsylvania",42,23016,4521,4521,1
17714,"Ellsworth borough, Pennsylvania",42,23296,488,489,0.99795501
17715,"Elizabethville borough, Pennsylvania",42,23024,0,697,0
17716,"Elkland borough, Pennsylvania",42,23152,0,820,0
17717,"Ellport borough, Pennsylvania",42,23280,501,501,1
17718,"Ellwood City borough, Pennsylvania",42,23304,3915,3917,0.999489405
17719,"Rogersville CDP, Pennsylvania",42,65848,0,112,0
17720,"Rockhill borough, Pennsylvania",42,65496,0,168,0
17721,"Rockledge borough, Pennsylvania",42,65568,1097,1097,1
17722,"Rockwood borough, Pennsylvania",42,65736,0,420,0
17723,"Rohrsburg CDP, Pennsylvania",42,65872,0,59,0
17724,"Rome borough, Pennsylvania",42,65944,0,189,0
17725,"Ronco CDP, Pennsylvania",42,65976,118,125,0.944
17726,"Ronks CDP, Pennsylvania",42,65984,89,147,0.605442177
17727,"Roscoe borough, Pennsylvania",42,66016,398,398,1
17728,"Roseto borough, Pennsylvania",42,66168,670,670,1
17729,"Rose Valley borough, Pennsylvania",42,66192,372,372,1
17730,"Rote CDP, Pennsylvania",42,66384,151,221,0.683257919
17731,"Roseville borough, Pennsylvania",42,66232,0,84,0
17732,"Rossiter CDP, Pennsylvania",42,66304,0,272,0
17733,"Rosslyn Farms borough, Pennsylvania",42,66320,179,179,1
17734,"Rothsville CDP, Pennsylvania",42,66392,1085,1111,0.97659766
17735,"Roulette CDP, Pennsylvania",42,66408,0,385,0
17736,"Rouseville borough, Pennsylvania",42,66440,173,230,0.752173913
17737,"Rouzerville CDP, Pennsylvania",42,66448,408,408,1
17738,"Rowes Run CDP, Pennsylvania",42,66472,0,270,0
17739,"Royalton borough, Pennsylvania",42,66560,427,427,1
17740,"Russell CDP, Pennsylvania",42,66808,440,625,0.704
17741,"Royersford borough, Pennsylvania",42,66576,2351,2351,1
17742,"Rupert CDP, Pennsylvania",42,66696,31,74,0.418918919
17743,"Rural Valley borough, Pennsylvania",42,66720,0,431,0
17744,"Russellton CDP, Pennsylvania",42,66832,586,647,0.905718702
17745,"Rutherford CDP, Pennsylvania",42,66864,1867,1867,1
17746,"St. Clairsville borough, Pennsylvania",42,67256,0,34,0
17747,"Rutledge borough, Pennsylvania",42,66928,292,292,1
17748,"Saegertown borough, Pennsylvania",42,67120,292,394,0.741116751
17749,"St. Clair borough, Pennsylvania",42,67224,1598,1598,1
17750,"St. Lawrence borough, Pennsylvania",42,67304,763,763,1
17751,"St. Vincent College CDP, Pennsylvania",42,67416,0,0,0
17752,"St. Marys city, Pennsylvania",42,67344,4506,6124,0.735793599
17753,"St. Michael CDP, Pennsylvania",42,67352,0,223,0
17754,"St. Petersburg borough, Pennsylvania",42,67384,0,178,0
17755,"Salisbury borough, Pennsylvania",42,67584,0,368,0
17756,"Salix CDP, Pennsylvania",42,67608,0,496,0
17757,"Salladasburg borough, Pennsylvania",42,67616,0,118,0
17758,"Saltillo borough, Pennsylvania",42,67632,0,143,0
17759,"Saltsburg borough, Pennsylvania",42,67648,0,428,0
17760,"Salunga CDP, Pennsylvania",42,67656,1072,1072,1
17761,"Sandy Lake borough, Pennsylvania",42,67848,0,302,0
17762,"Sanatoga CDP, Pennsylvania",42,67712,3241,3241,1
17763,"Sand Hill CDP, Pennsylvania",42,67744,987,987,1
17764,"Walker city, Iowa",19,81885,0,309,0
17765,"Wallingford city, Iowa",19,81975,0,87,0
17766,"Wall Lake city, Iowa",19,82020,0,366,0
17767,"Walnut city, Iowa",19,82065,0,411,0
17768,"Washta city, Iowa",19,82380,0,123,0
17769,"Wapello city, Iowa",19,82200,0,889,0
17770,"Washburn CDP, Iowa",19,82290,360,389,0.925449871
17771,"Washington city, Iowa",19,82335,3021,3301,0.915177219
17772,"Waterloo city, Iowa",19,82425,29923,30723,0.973960876
17773,"Waterville city, Iowa",19,82470,0,61,0
17774,"Watkins CDP, Iowa",19,82515,0,60,0
17775,"Waucoma city, Iowa",19,82650,0,134,0
17776,"Waukee city, Iowa",19,82695,5107,5378,0.94960952
17777,"Waukon city, Iowa",19,82740,1862,1946,0.956834532
17778,"Webster city, Iowa",19,83055,0,50,0
17779,"Waverly city, Iowa",19,82875,3214,3732,0.861200429
17780,"Wayland city, Iowa",19,82965,0,417,0
17781,"Webb city, Iowa",19,83010,0,78,0
17782,"Webster City city, Iowa",19,83145,3640,3800,0.957894737
17783,"Weldon city, Iowa",19,83190,0,58,0
17784,"Wellman city, Iowa",19,83280,0,659,0
17785,"Wellsburg city, Iowa",19,83325,0,367,0
17786,"Ewing city, Kentucky",21,25786,0,117,0
17787,"Ezel CDP, Kentucky",21,25876,0,97,0
17788,"Fairfield city, Kentucky",21,26020,0,57,0
17789,"Fairview CDP, Kentucky",21,26182,0,127,0
17790,"Farley CDP, Kentucky",21,26528,2068,2232,0.926523297
17791,"Fairview city, Kentucky",21,26236,46,67,0.686567164
17792,"Falmouth city, Kentucky",21,26434,0,1001,0
17793,"Fancy Farm CDP, Kentucky",21,26452,0,214,0
17794,"Farmers CDP, Kentucky",21,26560,0,132,0
17795,"Farmington CDP, Kentucky",21,26614,0,108,0
17796,"Ferguson city, Kentucky",21,27010,388,403,0.962779156
17797,"Fincastle city, Kentucky",21,27262,318,318,1
17798,"Flat Lick CDP, Kentucky",21,27730,227,423,0.536643026
17799,"Flatwoods city, Kentucky",21,27802,3349,3349,1
17800,"Fleming-Neon city, Kentucky",21,27846,0,378,0
17801,"Flemingsburg city, Kentucky",21,27856,1354,1358,0.997054492
17802,"Fort Campbell North CDP, Kentucky",21,28486,2692,2692,1
17803,"Florence city, Kentucky",21,27982,13446,13447,0.999925634
17804,"Fordsville city, Kentucky",21,28270,0,231,0
17805,"Forest Hills city, Kentucky",21,28342,177,177,1
17806,"Fort Knox CDP, Kentucky",21,28540,2960,2961,0.999662276
17807,"Fort Mitchell city, Kentucky",21,28558,3746,3746,1
17808,"Fort Thomas city, Kentucky",21,28594,7290,7290,1
17809,"Fort Wright city, Kentucky",21,28612,2695,2695,1
17810,"Foster city, Kentucky",21,28630,0,26,0
17811,"Fountain Run city, Kentucky",21,28666,0,122,0
17812,"Fox Chase city, Kentucky",21,28785,178,178,1
17813,"Franklin city, Kentucky",21,28918,3521,3730,0.943967828
17814,"Francisville CDP, Kentucky",21,28882,2412,2662,0.90608565
17815,"Frankfort city, Kentucky",21,28900,12853,12938,0.993430206
17816,"Fredonia city, Kentucky",21,29080,0,198,0
17817,"Freeburn CDP, Kentucky",21,29134,0,185,0
17818,"Frenchburg city, Kentucky",21,29260,0,281,0
17819,"Fulton city, Kentucky",21,29566,1308,1328,0.984939759
17820,"Gamaliel city, Kentucky",21,29872,0,178,0
17821,"Garrison CDP, Kentucky",21,30232,0,397,0
