,NAME,state,place,H002002,H002001,% Urban
9429,"California Hot Springs CDP, California",6,9822,0,68,0
9430,"Calabasas city, California",6,9598,8526,8878,0.960351431
9431,"Calexico city, California",6,9710,10620,10651,0.997089475
9432,"California City city, California",6,9780,4899,5210,0.940307102
9433,"California Pines CDP, California",6,9834,0,276,0
9434,"Calimesa city, California",6,9864,3417,3687,0.926769731
9435,"Calipatria city, California",6,9878,1116,1121,0.995539697
9436,"Calistoga city, California",6,9892,2319,2319,1
9437,"Callender CDP, California",6,9948,452,481,0.93970894
9438,"Calpella CDP, California",6,9990,172,272,0.632352941
9439,"Calpine CDP, California",6,10004,0,158,0
9440,"Calwa CDP, California",6,10031,531,531,1
9441,"Pico Rivera city, California",6,56924,17109,17109,1
9442,"Piedmont city, California",6,56938,3924,3924,1
9443,"Pierpoint CDP, California",6,57011,0,83,0
9444,"Pike CDP, California",6,57036,0,90,0
9445,"Pine Canyon CDP, California",6,57070,529,587,0.901192504
9446,"Pine Flat CDP, California",6,57134,0,272,0
9447,"Pine Grove CDP, California",6,57148,0,1140,0
9448,"Pine Hills CDP, California",6,57204,614,1327,0.462697815
9449,"Pine Mountain Club CDP, California",6,57240,0,2181,0
9450,"Pine Mountain Lake CDP, California",6,57244,0,3048,0
9451,"Pi?on Hills CDP, California",6,57302,273,2996,0.091121495
9452,"Pine Valley CDP, California",6,57260,0,721,0
9453,"Pinole city, California",6,57288,7158,7158,1
9454,"Pismo Beach city, California",6,57414,5552,5585,0.994091316
9455,"Pioneer CDP, California",6,57330,0,600,0
9456,"Piru CDP, California",6,57372,0,561,0
9457,"Pittsburg city, California",6,57456,21079,21126,0.997775253
9458,"Pixley CDP, California",6,57512,810,875,0.925714286
9459,"Placentia city, California",6,57526,16872,16872,1
9460,"Placerville city, California",6,57540,4484,4541,0.987447699
9461,"Plainview CDP, California",6,57568,0,224,0
9462,"Plumas Eureka CDP, California",6,57828,0,523,0
9463,"Planada CDP, California",6,57582,1193,1207,0.988400994
9464,"Pleasant Hill city, California",6,57764,14321,14321,1
9465,"Pleasanton city, California",6,57792,25822,26053,0.991133459
9466,"Plumas Lake CDP, California",6,57829,1717,1924,0.892411642
9467,"Plymouth city, California",6,57834,0,493,0
9468,"Point Arena city, California",6,57876,0,225,0
9469,"Point Reyes Station CDP, California",6,57960,0,490,0
9470,"Pollock Pines CDP, California",6,58030,2662,3391,0.785019168
9471,"Pomona city, California",6,58072,40685,40685,1
9472,"Porterville city, California",6,58240,16643,16734,0.99456197
9473,"Ponderosa CDP, California",6,58134,0,126,0
9474,"Poplar-Cotton Center CDP, California",6,58191,588,611,0.962356792
9475,"Port Costa CDP, California",6,58226,110,110,1
9476,"Port Hueneme city, California",6,58296,8131,8131,1
9477,"Hamden village, Ohio",39,32956,0,367,0
9478,"Hamersville village, Ohio",39,32984,0,206,0
9479,"Hamilton city, Ohio",39,33012,27729,27878,0.994655284
9480,"Hanover village, Ohio",39,33292,0,334,0
9481,"Hamler village, Ohio",39,33096,0,258,0
9482,"Hanging Rock village, Ohio",39,33194,92,102,0.901960784
9483,"Hannibal CDP, Ohio",39,33222,151,206,0.733009709
9484,"Hanoverton village, Ohio",39,33306,0,175,0
9485,"Harbor Hills CDP, Ohio",39,33362,763,833,0.915966387
9486,"Harbor View village, Ohio",39,33376,57,57,1
9487,"Harpster village, Ohio",39,33656,0,90,0
9488,"Harrisburg village, Ohio",39,33740,147,147,1
9489,"Harrison city, Ohio",39,33838,4046,4054,0.99802664
9490,"Hartville village, Ohio",39,34328,1176,1276,0.921630094
9491,"Harrisville village, Ohio",39,34090,0,120,0
9492,"Harrod village, Ohio",39,34118,0,161,0
9493,"Hartford village, Ohio",39,34202,0,161,0
9494,"Harveysburg village, Ohio",39,34384,0,237,0
9495,"Haskins village, Ohio",39,34412,0,437,0
9496,"Hayesville village, Ohio",39,34636,0,192,0
9497,"Gettysburg village, Ohio",39,29974,0,194,0
9498,"Gordon village, Ohio",39,30912,0,79,0
9499,"Greenville city, Ohio",39,32340,6491,6536,0.993115055
9500,"Haviland village, Ohio",39,34552,0,88,0
9501,"Haydenville CDP, Ohio",39,34594,0,158,0
9502,"Heath city, Ohio",39,34748,4292,4426,0.969724356
9503,"Hessville CDP, Ohio",39,35028,0,83,0
9504,"Hebron village, Ohio",39,34790,988,1086,0.909760589
9505,"Helena village, Ohio",39,34860,0,102,0
9506,"Hemlock village, Ohio",39,34888,0,71,0
9507,"Hicksville village, Ohio",39,35098,1557,1571,0.991088479
9508,"Hide-A-Way Hills CDP, Ohio",39,35126,0,688,0
9509,"Higginsport village, Ohio",39,35168,0,138,0
9510,"Highland village, Ohio",39,35210,0,105,0
9511,"Highland Heights city, Ohio",39,35252,3405,3405,1
9512,"Highland Hills village, Ohio",39,35255,315,315,1
9513,"Highland Holiday CDP, Ohio",39,35256,0,313,0
9514,"Hillsboro city, Ohio",39,35560,3122,3181,0.981452373
9515,"Highpoint CDP, Ohio",39,35322,621,621,1
9516,"Hilliard city, Ohio",39,35476,10613,10637,0.997743725
9517,"Hills and Dales village, Ohio",39,35532,113,113,1
9518,"Hilltop CDP, Ohio",39,35613,223,223,1
9519,"Hiram village, Ohio",39,35658,170,248,0.685483871
9520,"Hockingport CDP, Ohio",39,35826,0,144,0
9521,"Holgate village, Ohio",39,35854,0,460,0
9522,"Holiday City village, Ohio",39,35864,0,20,0
9523,"Holiday Lakes CDP, Ohio",39,35866,0,429,0
9524,"Holiday Valley CDP, Ohio",39,35868,517,564,0.916666667
9525,"Holmesville village, Ohio",39,35994,0,153,0
9526,"Holland village, Ohio",39,35882,782,782,1
9527,"Hollansburg village, Ohio",39,35896,0,117,0
9528,"Holloway village, Ohio",39,35924,0,153,0
9529,"Homeworth CDP, Ohio",39,36176,0,187,0
9530,"Cherry Tree CDP, Oklahoma",40,13775,0,279,0
9531,"Chester CDP, Oklahoma",40,13800,0,73,0
9532,"Chandler city, Oklahoma",40,13500,1165,1403,0.830363507
9533,"Cheyenne town, Oklahoma",40,13900,0,427,0
9534,"Chewey CDP, Oklahoma",40,13850,0,49,0
9535,"Christie CDP, Oklahoma",40,14350,0,95,0
9536,"Chickasha city, Oklahoma",40,13950,7174,7380,0.972086721
9537,"Choctaw city, Oklahoma",40,14200,2831,4396,0.64399454
9538,"Chouteau town, Oklahoma",40,14300,0,920,0
9539,"Cimarron City town, Oklahoma",40,14500,0,67,0
9540,"Claremore city, Oklahoma",40,14700,7796,7913,0.985214204
9541,"Clayton town, Oklahoma",40,14900,0,415,0
9542,"Cleveland city, Oklahoma",40,15350,1455,1507,0.96549436
9543,"Clearview town, Oklahoma",40,15050,0,28,0
9544,"Lake Camelot CDP, Illinois",17,40962,0,629,0
9545,"Lake Catherine CDP, Illinois",17,40988,748,748,1
9546,"Lake Holiday CDP, Illinois",17,41157,1947,1949,0.998973833
9547,"Lake of the Woods CDP, Illinois",17,41346,1251,1251,1
9548,"Lake in the Hills village, Illinois",17,41183,9884,9885,0.999898837
9549,"Lake Ka-Ho village, Illinois",17,41214,0,157,0
9550,"Lakemoor village, Illinois",17,41326,2455,2512,0.977308917
9551,"Lake Petersburg CDP, Illinois",17,41404,383,387,0.989664083
9552,"Lake Summerset CDP, Illinois",17,41456,0,1303,0
9553,"Lake Villa village, Illinois",17,41586,3024,3179,0.951242529
9554,"Lakewood village, Illinois",17,41651,1365,1380,0.989130435
9555,"Lakewood Shores CDP, Illinois",17,41716,182,552,0.329710145
9556,"Lake Zurich village, Illinois",17,41742,6789,6789,1
9557,"La Moille village, Illinois",17,41794,0,324,0
9558,"LaPlace CDP, Illinois",17,42067,0,119,0
9559,"Lanark city, Illinois",17,41859,0,692,0
9560,"Langleyville CDP, Illinois",17,42002,141,167,0.844311377
9561,"Lansing village, Illinois",17,42028,11741,11741,1
9562,"La Prairie village, Illinois",17,42080,0,33,0
9563,"La Rose village, Illinois",17,42171,0,66,0
9564,"LaSalle city, Illinois",17,42184,4382,4437,0.987604237
9565,"Latham village, Illinois",17,42249,0,182,0
9566,"Lawrenceville city, Illinois",17,42405,2245,2272,0.988116197
9567,"Leaf River village, Illinois",17,42457,0,219,0
9568,"Leland Grove city, Illinois",17,42769,717,717,1
9569,"Lebanon city, Illinois",17,42496,1792,1845,0.971273713
9570,"Lee village, Illinois",17,42587,0,139,0
9571,"Leland village, Illinois",17,42756,0,399,0
9572,"Lemont village, Illinois",17,42795,6096,6102,0.999016716
9573,"Lena village, Illinois",17,42834,1154,1283,0.899454404
9574,"Lenzburg village, Illinois",17,42860,0,229,0
9575,"Leonore village, Illinois",17,42912,0,62,0
9576,"Lerna village, Illinois",17,42938,0,129,0
9577,"Le Roy city, Illinois",17,42971,1390,1503,0.924817033
9578,"Libertyville village, Illinois",17,43250,8080,8080,1
9579,"Lewistown city, Illinois",17,43055,0,1151,0
9580,"Lexington city, Illinois",17,43094,0,868,0
9581,"Liberty village, Illinois",17,43133,0,227,0
9582,"Lily Lake village, Illinois",17,43406,311,336,0.925595238
9583,"Lima village, Illinois",17,43445,0,69,0
9584,"Limestone village, Illinois",17,43510,226,598,0.377926421
9585,"Lincoln city, Illinois",17,43536,6398,6411,0.997972235
9586,"Lincolnshire village, Illinois",17,43666,3377,3396,0.994405183
9587,"Lincolnwood village, Illinois",17,43744,4640,4640,1
9588,"Litchfield city, Illinois",17,43965,3092,3158,0.979100697
9589,"Lindenhurst village, Illinois",17,43770,5214,5215,0.999808245
9590,"Lisbon village, Illinois",17,43900,0,111,0
9591,"Lisle village, Illinois",17,43939,9915,9915,1
9592,"Littleton village, Illinois",17,44056,0,77,0
9593,"Frankton town, Indiana",18,25702,0,808,0
9594,"Fredericksburg town, Indiana",18,25720,0,41,0
9595,"Freelandville CDP, Indiana",18,25810,0,281,0
9596,"Freetown CDP, Indiana",18,25864,0,181,0
9597,"Fremont town, Indiana",18,25882,0,878,0
9598,"Galveston town, Indiana",18,26242,0,633,0
9599,"French Lick town, Indiana",18,25972,0,924,0
9600,"Fulton town, Indiana",18,26152,0,145,0
9601,"Galena CDP, Indiana",18,26206,556,659,0.84370258
9602,"Garrett city, Indiana",18,26386,2532,2539,0.997243009
9603,"Gary city, Indiana",18,27000,39531,39531,1
9604,"Gas City city, Indiana",18,27054,2566,2597,0.98806315
9605,"Gaston town, Indiana",18,27072,0,392,0
9606,"Geneva town, Indiana",18,27216,627,627,1
9607,"Gentryville town, Indiana",18,27270,0,118,0
9608,"Goshen city, Indiana",18,28386,12626,12631,0.999604149
9609,"Georgetown town, Indiana",18,27324,1155,1166,0.990566038
9610,"Clio town, South Carolina",45,15310,0,355,0
9611,"Clover town, South Carolina",45,15355,2074,2127,0.975082276
9612,"Cokesbury CDP, South Carolina",45,15625,0,103,0
9613,"Cope town, South Carolina",45,16720,0,56,0
9614,"Columbia city, South Carolina",45,16000,52439,52471,0.999390139
9615,"Converse CDP, South Carolina",45,16360,286,286,1
9616,"Conway city, South Carolina",45,16405,6269,7238,0.866123238
9617,"Cordova town, South Carolina",45,16855,0,61,0
9618,"Coronaca CDP, South Carolina",45,16945,0,95,0
9619,"Cottageville town, South Carolina",45,16990,0,363,0
9620,"Coward town, South Carolina",45,17215,0,320,0
9621,"Cowpens town, South Carolina",45,17260,872,967,0.901758014
9622,"Cross Anchor CDP, South Carolina",45,17845,0,72,0
9623,"Denmark city, South Carolina",45,19105,1510,1657,0.911285456
9624,"Cross Hill town, South Carolina",45,17890,0,241,0
9625,"Dalzell CDP, South Carolina",45,18430,1005,1251,0.803357314
9626,"Darlington city, South Carolina",45,18565,2944,2994,0.983299933
9627,"Dentsville CDP, South Carolina",45,19285,6806,6806,1
9628,"Dillon city, South Carolina",45,19420,2855,2916,0.979080933
9629,"Donalds town, South Carolina",45,19870,0,156,0
9630,"Due West town, South Carolina",45,21040,0,345,0
9631,"Duncan town, South Carolina",45,21265,1391,1401,0.992862241
9632,"Dunean CDP, South Carolina",45,21310,1867,1867,1
9633,"Halls town, Tennessee",47,31820,960,1049,0.915157293
9634,"Harriman city, Tennessee",47,32520,2909,3185,0.913343799
9635,"Harrison CDP, Tennessee",47,32600,3318,3318,1
9636,"Harrogate city, Tennessee",47,32640,1334,1685,0.791691395
9637,"Hendersonville city, Tennessee",47,33280,21415,21543,0.994058395
9638,"Hartsville/Trousdale County, Tennessee",47,32742,0,3368,0
9639,"Helenwood CDP, Tennessee",47,33120,148,378,0.391534392
9640,"Henderson city, Tennessee",47,33260,2105,2273,0.926088869
9641,"Henning town, Tennessee",47,33360,433,502,0.862549801
9642,"Henry town, Tennessee",47,33400,0,206,0
9643,"Hickory Valley town, Tennessee",47,33920,0,54,0
9644,"Hillsboro CDP, Tennessee",47,34700,0,187,0
9645,"Hohenwald city, Tennessee",47,35160,1609,1706,0.943141852
9646,"Hollow Rock town, Tennessee",47,35280,0,371,0
9647,"Humboldt city, Tennessee",47,36460,3691,3957,0.932777357
9648,"Hopewell CDP, Tennessee",47,35880,387,785,0.492993631
9649,"Hornbeak town, Tennessee",47,36000,0,199,0
9650,"Hornsby town, Tennessee",47,36080,0,129,0
9651,"Hunter CDP, Tennessee",47,36500,586,893,0.656215006
9652,"Huntingdon town, Tennessee",47,36580,0,1879,0
9653,"Huntland town, Tennessee",47,36600,0,397,0
9654,"Huntsville town, Tennessee",47,36640,218,547,0.398537477
9655,"Iron City city, Tennessee",47,37360,0,150,0
9656,"Jacksboro town, Tennessee",47,37600,781,957,0.816091954
9657,"Jefferson City city, Tennessee",47,37960,3260,3339,0.976340222
9658,"Jackson city, Tennessee",47,37640,27739,28052,0.98884215
9659,"Jamestown city, Tennessee",47,37780,0,1010,0
9660,"Jasper town, Tennessee",47,37820,1248,1479,0.843813387
9661,"Jellico city, Tennessee",47,38020,0,1147,0
9662,"Johnson City city, Tennessee",47,38320,30173,30583,0.986593859
9663,"Jonesborough town, Tennessee",47,38540,2241,2318,0.966781708
9664,"Kenton town, Tennessee",47,39140,0,611,0
9665,"Kimball town, Tennessee",47,39400,320,649,0.493066256
9666,"Knoxville city, Tennessee",47,40000,87883,88009,0.998568328
9667,"Kingston city, Tennessee",47,39620,2699,2814,0.959132907
9668,"Kingsport city, Tennessee",47,39560,23223,23784,0.976412714
9669,"Kingston Springs town, Tennessee",47,39660,0,1083,0
9670,"Lafayette city, Tennessee",47,40160,1939,2142,0.905228758
9671,"La Follette city, Tennessee",47,40180,3417,3554,0.961451885
9672,"La Grange town, Tennessee",47,40200,0,64,0
9673,"Lake City city, Tennessee",47,40240,826,829,0.996381182
9674,"Lakeland city, Tennessee",47,40350,3911,4655,0.840171858
9675,"Lakesite city, Tennessee",47,40540,764,764,1
9676,"Greensburg town, Louisiana",22,31565,0,301,0
9677,"Gueydan town, Louisiana",22,32055,0,723,0
9678,"Greenwood town, Louisiana",22,31705,1047,1380,0.758695652
9679,"Gretna city, Louisiana",22,31915,7962,7962,1
9680,"Grosse Tete village, Louisiana",22,32020,255,287,0.888501742
9681,"Hackberry CDP, Louisiana",22,32405,0,709,0
9682,"Harahan city, Louisiana",22,32930,4145,4145,1
9683,"Hahnville CDP, Louisiana",22,32510,1194,1387,0.860850757
9684,"Hall Summit village, Louisiana",22,32650,0,136,0
9685,"Hammond city, Louisiana",22,32755,7732,8059,0.959424246
9686,"Harrisonburg village, Louisiana",22,33210,0,171,0
9687,"Harvey CDP, Louisiana",22,33245,8895,8895,1
9688,"Haughton town, Louisiana",22,33420,1090,1417,0.769230769
9689,"Hayes CDP, Louisiana",22,33490,0,329,0
9690,"Haynesville town, Louisiana",22,33525,0,1188,0
9691,"Heflin village, Louisiana",22,33735,0,99,0
9692,"Henderson town, Louisiana",22,33875,634,640,0.990625
9693,"Hessmer village, Louisiana",22,34015,0,369,0
9694,"Hester CDP, Louisiana",22,34085,73,179,0.407821229
9695,"Hodge village, Louisiana",22,35100,236,266,0.887218045
9696,"Homer town, Louisiana",22,35870,1449,1619,0.894996912
9697,"Somerset town, Maryland",24,73350,423,423,1
9698,"South Kensington CDP, Maryland",24,73600,3211,3211,1
9699,"South Laurel CDP, Maryland",24,73650,10501,10502,0.99990478
9700,"Spencerville CDP, Maryland",24,74050,518,538,0.962825279
9701,"Springdale CDP, Maryland",24,74282,949,949,1
9702,"Spring Gap CDP, Maryland",24,74350,0,34,0
9703,"Spring Ridge CDP, Maryland",24,74560,2146,2146,1
9704,"Stevensville CDP, Maryland",24,75025,2077,2644,0.785552194
9705,"Stockton CDP, Maryland",24,75200,0,59,0
9706,"Sudlersville town, Maryland",24,75650,0,244,0
9707,"Sykesville town, Maryland",24,76550,1459,1474,0.989823609
9708,"Suitland CDP, Maryland",24,75725,10805,10805,1
9709,"Summerfield CDP, Maryland",24,75810,5725,5725,1
9710,"Swanton CDP, Maryland",24,76450,0,34,0
9711,"Takoma Park city, Maryland",24,76650,7162,7162,1
9712,"Tall Timbers CDP, Maryland",24,76675,0,257,0
9713,"Taneytown city, Maryland",24,76725,2504,2554,0.980422866
9714,"Taylors Island CDP, Maryland",24,76925,0,149,0
9715,"Temple Hills CDP, Maryland",24,77100,3544,3544,1
9716,"Templeville town, Maryland",24,77200,0,43,0
9717,"Thurmont town, Maryland",24,77825,2450,2498,0.980784628
9718,"Tolchester CDP, Maryland",24,78120,0,221,0
9719,"Tilghman Island CDP, Maryland",24,77912,0,632,0
9720,"Tilghmanton CDP, Maryland",24,77925,183,183,1
9721,"Timonium CDP, Maryland",24,78050,4093,4139,0.988886204
9722,"Towson CDP, Maryland",24,78425,22779,22779,1
9723,"Trappe town, Maryland",24,78575,0,491,0
9724,"Travilah CDP, Maryland",24,78650,3950,3950,1
9725,"Trego-Rohrersville Station CDP, Maryland",24,78705,0,64,0
9726,"Tyaskin CDP, Maryland",24,79225,0,139,0
9727,"Union Bridge town, Maryland",24,79350,0,429,0
9728,"University Park town, Maryland",24,79675,919,919,1
9729,"Upper Marlboro town, Maryland",24,79875,310,310,1
9730,"Urbana CDP, Maryland",24,79900,2780,2936,0.946866485
9731,"Waldorf CDP, Maryland",24,81175,25299,25496,0.992273298
9732,"Vale Summit CDP, Maryland",24,80075,0,59,0
9733,"Vienna town, Maryland",24,80600,0,143,0
9734,"Walker Mill CDP, Maryland",24,81250,4564,4564,1
9735,"Walkersville town, Maryland",24,81275,2096,2206,0.950135993
9736,"Westernport town, Maryland",24,82750,995,1006,0.989065606
9737,"Washington Grove town, Maryland",24,81675,242,242,1
9738,"Waterview CDP, Maryland",24,81925,0,36,0
9739,"West Denton CDP, Maryland",24,82625,0,29,0
9740,"West Laurel CDP, Maryland",24,83025,1509,1509,1
9741,"Westminster city, Maryland",24,83100,7673,7684,0.998568454
9742,"Bellevue borough, Pennsylvania",42,5312,4703,4703,1
9743,"Belmont CDP, Pennsylvania",42,5400,1363,1368,0.996345029
9744,"Ben Avon borough, Pennsylvania",42,5504,810,810,1
9745,"Ben Avon Heights borough, Pennsylvania",42,5520,137,137,1
9746,"Benson borough, Pennsylvania",42,5648,0,83,0
9747,"Bentleyville borough, Pennsylvania",42,5672,921,1275,0.722352941
9748,"Benton borough, Pennsylvania",42,5680,0,420,0
9749,"Beech Mountain Lakes CDP, Pennsylvania",42,5028,887,987,0.898682877
9750,"Baileyville CDP, Pennsylvania",42,3792,0,83,0
9751,"Belfast CDP, Pennsylvania",42,5152,521,521,1
9752,"Mill Hall borough, Pennsylvania",42,49760,753,753,1
9753,"Bendersville borough, Pennsylvania",42,5536,0,253,0
9754,"Beaver Meadows borough, Pennsylvania",42,4816,446,446,1
9755,"Bellwood borough, Pennsylvania",42,5384,782,782,1
9756,"Bear Creek Village borough, Pennsylvania",42,4599,0,155,0
9757,"Bellefonte borough, Pennsylvania",42,5256,3038,3038,1
9758,"Bear Lake borough, Pennsylvania",42,4608,0,70,0
9759,"Beaver Springs CDP, Pennsylvania",42,4824,0,299,0
9760,"Bedford borough, Pennsylvania",42,4944,1676,1676,1
9761,"Belleville CDP, Pennsylvania",42,5304,0,838,0
9762,"Berlin borough, Pennsylvania",42,5776,0,947,0
9763,"Bernville borough, Pennsylvania",42,5848,0,382,0
9764,"Berwick borough, Pennsylvania",42,5888,5035,5035,1
9765,"Altoona city, Pennsylvania",42,2184,21179,21179,1
9766,"Atlas CDP, Pennsylvania",42,3464,472,475,0.993684211
9767,"Ashley borough, Pennsylvania",42,3272,1383,1383,1
9768,"Arcadia University CDP, Pennsylvania",42,2826,0,0,0
9769,"Audubon CDP, Pennsylvania",42,3544,3588,3588,1
9770,"Avoca borough, Pennsylvania",42,3640,1235,1235,1
9771,"Atwood borough, Pennsylvania",42,3480,0,50,0
9772,"Auburn borough, Pennsylvania",42,3488,240,327,0.733944954
9773,"Avella CDP, Pennsylvania",42,3616,0,352,0
9774,"Millerton CDP, Pennsylvania",42,49736,0,150,0
9775,"Millheim borough, Pennsylvania",42,49768,0,417,0
9776,"Mill Village borough, Pennsylvania",42,49936,0,158,0
9777,"Millville borough, Pennsylvania",42,49944,0,423,0
9778,"Millwood CDP, Pennsylvania",42,49960,198,262,0.755725191
9779,"Bethany borough, Pennsylvania",42,5976,99,125,0.792
9780,"Apollo borough, Pennsylvania",42,2720,784,784,1
9781,"Applewold borough, Pennsylvania",42,2752,192,192,1
9782,"Millersville borough, Pennsylvania",42,49728,2560,2560,1
9783,"Berrysburg borough, Pennsylvania",42,5856,0,162,0
9784,"Altamont CDP, Pennsylvania",42,2144,318,318,1
9785,"Millsboro CDP, Pennsylvania",42,49880,274,299,0.91638796
